genus,metabolism,light,replicate,run,time,seconds,oxygen_mM,carbondioxide_mM,c12_mM,c13_mM,salinity_ppt,temperature_c,ph,comments,,,,,,,,,,,,
Plocamium,ccm,Low,1,Dark1,12:53:47,613,8.48,20.46,19.92,0.54,31,12,7.73,,,,,,,,,,,,,
Plocamium,ccm,Low,1,Dark1,12:54:01,626,8.76,20.58,19.95,0.62,31,12,7.73,D1 END NOW,,,,,,,,,,,,
Plocamium,ccm,Low,1,Dark1,12:54:14,1,8.87,20.65,20.09,0.57,31,12,7.73,L1 START,,,,,,,,,,,,
Plocamium,ccm,Low,1,Light,12:57:24,191,9.11,20.51,19.92,0.59,31,12,7.73,,,,,,,,,,,,,
Plocamium,ccm,Low,1,Light,12:57:38,204,8.80,20.54,19.97,0.57,31,12,7.73,,,,,,,,,,,,,
Plocamium,ccm,Low,1,Light,12:57:51,218,9.02,20.01,19.45,0.56,31,12,7.73,,,,,,,,,,,,,
Plocamium,ccm,Low,1,Light,12:58:05,231,8.77,20.47,19.86,0.60,31,12,7.73,,,,,,,,,,,,,
Plocamium,ccm,Low,1,Light,12:58:18,246,8.76,20.18,19.62,0.56,31,12,7.73,,,,,,,,,,,,,
Plocamium,ccm,Low,1,Light,12:58:33,259,8.90,20.31,19.75,0.56,31,12,7.73,,,,,,,,,,,,,
Plocamium,ccm,Low,1,Light,12:58:46,273,9.57,20.40,19.81,0.59,31,12,7.73,,,,,,,,,,,,,
Plocamium,ccm,Low,1,Light,12:59:00,286,9.39,20.21,19.63,0.58,31,12,7.73,,,,,,,,,,,,,
Plocamium,ccm,Low,1,Light,12:59:13,300,9.33,20.04,19.47,0.57,31,12,7.73,,,,,,,,,,,,,
Plocamium,ccm,Low,1,Light,12:59:27,313,9.25,20.07,19.51,0.56,31,12,7.73,,,,,,,,,,,,,
Plocamium,ccm,Low,1,Light,12:59:40,327,9.45,19.95,19.38,0.57,31,12,7.73,,,,,,,,,,,,,
Plocamium,ccm,Low,1,Light,12:59:54,341,9.17,19.91,19.34,0.57,31,12,7.73,,,,,,,,,,,,,
Plocamium,ccm,Low,1,Light,13:00:08,354,9.27,19.86,19.33,0.53,31,12,7.73,,,,,,,,,,,,,
Plocamium,ccm,Low,1,Light,13:00:21,367,9.49,19.71,19.14,0.57,31,12,7.73,,,,,,,,,,,,,
Plocamium,ccm,Low,1,Light,13:00:34,381,9.34,20.04,19.49,0.55,31,12,7.73,,,,,,,,,,,,,
Plocamium,ccm,Low,1,Light,13:00:48,395,9.65,19.60,19.06,0.54,31,12,7.73,,,,,,,,,,,,,
Plocamium,ccm,Low,1,Light,13:01:02,408,9.39,19.93,19.36,0.57,31,12,7.73,,,,,,,,,,,,,
Plocamium,ccm,Low,1,Light,13:01:15,422,9.05,19.62,19.08,0.54,31,12,7.74,,,,,,,,,,,,,
Plocamium,ccm,Low,1,Light,13:01:29,436,9.29,19.75,19.19,0.56,31,12,7.74,,,,,,,,,,,,,
Plocamium,ccm,Low,1,Light,13:01:43,450,9.81,19.46,18.91,0.55,31,12,7.74,,,,,,,,,,,,,
Plocamium,ccm,Low,1,Light,13:01:57,464,9.42,19.50,18.94,0.56,31,12,7.74,,,,,,,,,,,,,
Plocamium,ccm,Low,1,Light,13:02:11,477,9.22,19.71,19.17,0.54,31,12,7.74,,,,,,,,,,,,,
Plocamium,ccm,Low,1,Light,13:02:24,490,9.68,19.62,19.07,0.55,31,12,7.74,,,,,,,,,,,,,
Plocamium,ccm,Low,1,Light,13:02:37,504,9.37,19.55,19.00,0.55,31,12,7.74,,,,,,,,,,,,,
Plocamium,ccm,Low,1,Light,13:02:51,518,9.64,19.33,18.80,0.53,31,12,7.74,,,,,,,,,,,,,
Plocamium,ccm,Low,1,Light,13:03:05,532,8.90,19.37,18.83,0.54,31,12,7.74,,,,,,,,,,,,,
Plocamium,ccm,Low,1,Light,13:03:19,546,9.15,19.32,18.77,0.55,31,12,7.74,,,,,,,,,,,,,
Plocamium,ccm,Low,1,Light,13:03:33,560,9.65,19.43,18.87,0.56,31,12,7.74,,,,,,,,,,,,,
Plocamium,ccm,Low,1,Light,13:03:47,573,9.50,19.49,18.85,0.65,31,12,7.74,,,,,,,,,,,,,
Plocamium,ccm,Low,1,Light,13:04:00,587,9.46,19.50,18.95,0.55,31,12,7.74,,,,,,,,,,,,,
Plocamium,ccm,Low,1,Light,13:04:14,600,9.54,19.14,18.62,0.52,31,12,7.75,,,,,,,,,,,,,
Plocamium,ccm,Low,1,Light,13:04:27,614,9.84,19.20,18.65,0.55,31,12,7.75,,,,,,,,,,,,,
Plocamium,ccm,Low,1,Light,13:04:41,628,9.75,19.46,18.92,0.53,31,12,7.75,,,,,,,,,,,,,
Plocamium,ccm,Low,1,Light,13:04:55,642,9.46,19.20,18.65,0.55,31,12,7.75,L1 Plocamium R1 END NOW,,,,,,,,,,,,
Plocamium,ccm,Low,1,Light,13:05:09,656,9.47,19.13,18.59,0.54,31,12,7.75,,,,,,,,,,,,,
Plocamium,ccm,Low,1,Light,13:05:23,670,9.86,19.49,19.00,0.49,31,12,7.75,,,,,,,,,,,,,
Plocamium,ccm,Low,1,Dark2,13:09:46,250,8.68,19.41,18.88,0.53,31,12,7.75,,,,,,,,,,,,,
Plocamium,ccm,Low,1,Dark2,13:10:00,263,9.07,19.44,18.89,0.55,31,12,7.75,,,,,,,,,,,,,
Plocamium,ccm,Low,1,Dark2,13:10:13,277,8.96,19.69,19.11,0.58,31,12,7.75,,,,,,,,,,,,,
Plocamium,ccm,Low,1,Dark2,13:10:27,290,8.90,19.15,18.61,0.54,31,12,7.75,,,,,,,,,,,,,
Plocamium,ccm,Low,1,Dark2,13:10:40,303,8.64,19.25,18.71,0.54,31,12,7.75,,,,,,,,,,,,,
Plocamium,ccm,Low,1,Dark2,13:10:53,317,8.70,19.36,18.82,0.53,31,12,7.75,,,,,,,,,,,,,
Plocamium,ccm,Low,1,Dark2,13:11:07,331,8.63,19.42,18.89,0.54,31,12,7.75,,,,,,,,,,,,,
Plocamium,ccm,Low,1,Dark2,13:11:21,345,8.84,19.53,19.00,0.54,31,12,7.75,,,,,,,,,,,,,
Plocamium,ccm,Low,1,Dark2,13:11:35,359,9.09,19.56,18.97,0.58,31,12,7.75,,,,,,,,,,,,,
Plocamium,ccm,Low,1,Dark2,13:11:49,372,8.76,19.82,19.24,0.58,31,12,7.75,,,,,,,,,,,,,
Plocamium,ccm,Low,1,Dark2,13:12:02,385,8.23,19.42,18.90,0.53,31,12,7.75,,,,,,,,,,,,,
Plocamium,ccm,Low,1,Dark2,13:12:15,399,8.57,19.63,19.12,0.51,31,12,7.75,,,,,,,,,,,,,
Plocamium,ccm,Low,1,Dark2,13:12:29,413,8.59,19.77,19.19,0.58,31,12,7.75,,,,,,,,,,,,,
Plocamium,ccm,Low,1,Dark2,13:12:43,427,8.55,19.76,19.23,0.53,31,12,7.75,,,,,,,,,,,,,
Plocamium,ccm,Low,1,Dark2,13:12:57,441,8.32,19.72,19.15,0.57,31,12,7.75,,,,,,,,,,,,,
Plocamium,ccm,Low,1,Dark2,13:13:11,455,8.22,19.70,19.12,0.58,31,12,7.75,,,,,,,,,,,,,
Plocamium,ccm,Low,1,Dark2,13:13:25,468,8.52,19.42,18.88,0.54,31,12,7.75,,,,,,,,,,,,,
Plocamium,ccm,Low,1,Dark2,13:13:38,482,8.60,19.91,19.34,0.57,31,12,7.75,,,,,,,,,,,,,
Plocamium,ccm,Low,1,Dark2,13:13:52,495,8.48,19.77,19.22,0.55,31,12,7.75,,,,,,,,,,,,,
Plocamium,ccm,Low,1,Dark2,13:14:05,509,8.24,19.61,19.06,0.54,31,12,7.75,,,,,,,,,,,,,
Plocamium,ccm,Low,1,Dark2,13:14:19,523,7.95,19.85,19.28,0.57,31,12,7.75,,,,,,,,,,,,,
Plocamium,ccm,Low,1,Dark2,13:14:33,536,8.49,20.12,19.55,0.57,31,12,7.75,,,,,,,,,,,,,
Plocamium,ccm,Low,1,Dark2,13:14:46,550,8.48,19.72,19.19,0.53,31,12,7.75,,,,,,,,,,,,,
Plocamium,ccm,Low,1,Dark2,13:15:00,563,8.51,20.12,19.58,0.54,31,12,7.75,,,,,,,,,,,,,
Plocamium,ccm,Low,1,Dark2,13:15:13,576,8.32,20.14,19.56,0.58,31,12,7.75,,,,,,,,,,,,,
Plocamium,ccm,Low,1,Dark2,13:15:26,591,8.24,19.93,19.38,0.55,31,12,7.75,,,,,,,,,,,,,
Plocamium,ccm,Low,1,Dark2,13:15:41,604,8.45,20.07,19.51,0.56,31,12,7.75,Dark2 END Plocamium R1,,,,,,,,,,,,
Plocamium,ccm,Low,1,DIC_f,13:17:30,714,6.41,2233.40,2219.02,14.38,31,12,4.10,,,,,,,,,,,,,
Plocamium,ccm,Low,1,DIC_f,13:17:44,727,6.28,2284.29,2223.08,61.21,31,12,4.10,,,,,,,,,,,,,
Plocamium,ccm,Low,1,DIC_f,13:17:57,741,5.91,2274.88,2213.96,60.92,31,12,4.10,,,,,,,,,,,,,
Plocamium,ccm,Low,1,DIC_f,13:18:11,754,6.23,2281.08,2219.99,61.08,31,12,4.10,,,,,,,,,,,,,
Plocamium,ccm,Low,1,DIC_f,13:18:24,768,6.21,2274.58,2213.40,61.17,31,12,4.10,,,,,,,,,,,,,
Plocamium,ccm,Low,1,DIC_f,13:18:38,781,6.12,2278.71,2217.47,61.24,31,12,4.10,,,,,,,,,,,,,
Plocamium,ccm,Low,1,DIC_f,13:18:51,794,6.18,2269.56,2208.49,61.07,31,12,4.10,,,,,,,,,,,,,
Plocamium,ccm,Low,1,DIC_f,13:19:04,808,5.87,2283.45,2222.80,60.65,31,12,4.10,,,,,,,,,,,,,
Plocamium,ccm,Low,1,DIC_f,13:19:18,822,6.24,2279.98,2218.74,61.24,31,12,4.10,,,,,,,,,,,,,
Plocamium,ccm,Low,1,DIC_f,13:19:32,835,6.20,2282.93,2221.96,60.96,31,12,4.10,,,,,,,,,,,,,
Plocamium,ccm,Low,1,DIC_f,13:19:45,849,5.93,2271.86,2211.01,60.84,31,12,4.10,,,,,,,,,,,,,
Plocamium,ccm,Low,1,DIC_f,13:19:59,862,5.91,2269.94,2209.19,60.75,31,12,4.10,,,,,,,,,,,,,
Plocamium,ccm,Low,1,DIC_f,13:20:12,875,5.96,2277.28,2216.49,60.79,31,12,4.10,,,,,,,,,,,,,
Plocamium,ccm,Low,1,DIC_f,13:20:25,890,5.90,2268.39,2207.65,60.74,31,12,4.10,,,,,,,,,,,,,
Plocamium,ccm,Low,1,DIC_f,13:20:40,903,5.83,2269.28,2208.63,60.65,31,12,4.10,,,,,,,,,,,,,
Plocamium,ccm,Low,1,DIC_f,13:20:53,915,5.84,2259.63,2199.23,60.40,31,12,4.10,,,,,,,,,,,,,
Plocamium,ccm,Low,1,DIC_f,13:21:05,928,5.80,2278.62,2218.17,60.46,31,12,4.10,,,,,,,,,,,,,
Plocamium,ccm,Low,1,DIC_f,13:21:18,942,5.77,2275.08,2214.24,60.84,31,12,4.10,,,,,,,,,,,,,
Plocamium,ccm,Low,1,DIC_f,13:21:32,956,5.80,2275.38,2214.52,60.86,31,12,4.10,,,,,,,,,,,,,
Plocamium,ccm,Low,1,DIC_f,13:21:46,969,6.12,2261.47,2200.48,60.98,31,12,4.10,,,,,,,,,,,,,
Plocamium,ccm,Low,1,DIC_f,13:21:59,983,5.92,2282.08,2221.68,60.39,31,12,4.10,,,,,,,,,,,,,
Plocamium,ccm,Low,1,DIC_f,13:22:13,997,5.93,2263.72,2203.01,60.71,31,12,4.10,,,,,,,,,,,,,
Plocamium,ccm,Low,1,DIC_f,13:22:27,1010,5.87,2261.54,2200.76,60.78,31,12,4.10,,,,,,,,,,,,,
Plocamium,ccm,Low,1,DIC_f,13:22:40,1024,5.78,2261.75,2201.18,60.56,31,12,4.10,,,,,,,,,,,,,
Plocamium,ccm,Low,1,DIC_f,13:22:54,1037,5.85,2276.38,2215.79,60.59,31,12,4.10,,,,,,,,,,,,,
Plocamium,ccm,Low,1,DIC_f,13:23:07,1051,5.75,2251.88,2191.36,60.52,31,12,4.10,,,,,,,,,,,,,
Plocamium,ccm,Low,1,DIC_f,13:23:21,1064,5.69,2265.47,2205.12,60.35,31,12,4.10,.,,,,,,,,,,,,
Pyropia,nonccm,High,1,DIC_i,13:34:18,1722,7.47,2239.25,2178.17,61.08,31,12,4.10,,,,,,,,,,,,,
Pyropia,nonccm,High,1,DIC_i,13:34:32,1737,7.33,2243.04,2182.11,60.93,31,12,4.10,,,,,,,,,,,,,
Pyropia,nonccm,High,1,DIC_i,13:34:47,1750,7.36,2242.65,2181.53,61.11,31,12,4.10,,,,,,,,,,,,,
Pyropia,nonccm,High,1,DIC_i,13:35:00,1763,7.25,2246.01,2185.19,60.82,31,12,4.10,,,,,,,,,,,,,
Pyropia,nonccm,High,1,DIC_i,13:35:13,1776,7.36,2252.51,2191.64,60.86,31,12,4.10,,,,,,,,,,,,,
Pyropia,nonccm,High,1,DIC_i,13:35:26,1790,7.40,2260.46,2199.37,61.10,31,12,4.10,,,,,,,,,,,,,
Pyropia,nonccm,High,1,DIC_i,13:35:40,1804,7.24,2256.83,2196.00,60.83,31,12,4.10,,,,,,,,,,,,,
Pyropia,nonccm,High,1,DIC_i,13:35:54,1818,7.10,2254.46,2193.89,60.57,31,12,4.10,,,,,,,,,,,,,
Pyropia,nonccm,High,1,DIC_i,13:36:08,1832,7.18,2243.64,2182.94,60.69,31,12,4.10,,,,,,,,,,,,,
Pyropia,nonccm,High,1,DIC_i,13:36:22,1845,7.31,2277.22,2216.49,60.73,31,12,4.10,,,,,,,,,,,,,
Pyropia,nonccm,High,1,DIC_i,13:36:35,1859,7.24,2268.72,2208.07,60.65,31,12,4.10,,,,,,,,,,,,,
Pyropia,nonccm,High,1,DIC_i,13:36:49,1871,7.28,2257.90,2197.12,60.78,31,12,4.10,,,,,,,,,,,,,
Pyropia,nonccm,High,1,DIC_i,13:37:01,1885,7.27,2255.92,2195.29,60.63,31,12,4.10,,,,,,,,,,,,,
Pyropia,nonccm,High,1,DIC_i,13:37:15,1899,7.32,2258.07,2197.54,60.53,31,12,4.10,,,,,,,,,,,,,
Pyropia,nonccm,High,1,DIC_i,13:37:29,1912,7.37,2252.28,2191.50,60.77,31,12,4.10,,,,,,,,,,,,,
Pyropia,nonccm,High,1,DIC_i,13:37:42,1926,7.50,2257.01,2196.00,61.01,31,12,4.10,,,,,,,,,,,,,
Pyropia,nonccm,High,1,DIC_i,13:37:56,1939,7.41,2244.23,2183.78,60.44,31,12,4.10,,,,,,,,,,,,,
Pyropia,nonccm,High,1,DIC_i,13:38:09,1952,7.20,2231.62,2171.30,60.32,31,12,4.10,,,,,,,,,,,,,
Pyropia,nonccm,High,1,DIC_i,13:38:22,1966,7.01,2251.06,2190.81,60.26,31,12,4.10,,,,,,,,,,,,,
Pyropia,nonccm,High,1,DIC_i,13:38:36,1980,7.03,2240.59,2180.00,60.60,31,12,4.10,,,,,,,,,,,,,
Pyropia,nonccm,High,1,DIC_i,13:38:50,1993,7.35,2234.72,2174.24,60.48,31,12,4.10,,,,,,,,,,,,,
Pyropia,nonccm,High,1,DIC_i,13:39:03,2006,7.59,2251.01,2190.39,60.62,31,12,4.10,,,,,,,,,,,,,
Pyropia,nonccm,High,1,DIC_i,13:39:16,2020,7.13,2232.10,2171.58,60.52,31,12,4.10,,,,,,,,,,,,,
Pyropia,nonccm,High,1,DIC_i,13:39:30,2034,6.97,2241.91,2181.67,60.23,31,12,4.10,,,,,,,,,,,,,
Pyropia,nonccm,High,1,DIC_i,13:39:44,2047,7.03,2252.79,2192.34,60.45,31,12,4.10,,,,,,,,,,,,,
Pyropia,nonccm,High,1,Dark1,13:52:57,320,8.94,20.28,19.74,0.54,31,12,7.76,,,,,,,,,,,,,
Pyropia,nonccm,High,1,Dark1,13:53:11,334,9.20,20.34,19.76,0.58,31,12,7.76,,,,,,,,,,,,,
Pyropia,nonccm,High,1,Dark1,13:53:25,348,9.21,20.51,19.89,0.62,31,12,7.76,,,,,,,,,,,,,
Pyropia,nonccm,High,1,Dark1,13:53:39,362,9.23,20.26,19.70,0.57,31,12,7.76,,,,,,,,,,,,,
Pyropia,nonccm,High,1,Dark1,13:53:53,376,8.84,20.40,19.86,0.54,31,12,7.76,,,,,,,,,,,,,
Pyropia,nonccm,High,1,Dark1,13:54:07,389,8.84,20.41,19.88,0.52,31,12,7.76,,,,,,,,,,,,,
Pyropia,nonccm,High,1,Dark1,13:54:20,402,9.45,20.59,19.98,0.61,31,12,7.76,,,,,,,,,,,,,
Pyropia,nonccm,High,1,Dark1,13:54:33,415,9.16,20.47,19.89,0.59,31,12,7.76,,,,,,,,,,,,,
Pyropia,nonccm,High,1,Dark1,13:54:46,429,9.25,20.50,19.94,0.56,31,12,7.76,,,,,,,,,,,,,
Pyropia,nonccm,High,1,Dark1,13:55:00,442,8.76,20.47,19.90,0.57,31,12,7.76,,,,,,,,,,,,,
Pyropia,nonccm,High,1,Dark1,13:55:13,456,8.74,20.77,20.18,0.58,31,12,7.76,,,,,,,,,,,,,
Pyropia,nonccm,High,1,Dark1,13:55:27,469,9.53,20.56,19.99,0.57,31,12,7.76,,,,,,,,,,,,,
Pyropia,nonccm,High,1,Dark1,13:55:40,483,9.22,20.61,20.01,0.61,31,12,7.76,,,,,,,,,,,,,
Pyropia,nonccm,High,1,Dark1,13:55:54,496,8.80,20.61,20.02,0.59,31,12,7.76,,,,,,,,,,,,,
Pyropia,nonccm,High,1,Dark1,13:56:07,510,9.05,20.68,20.07,0.61,31,12,7.76,,,,,,,,,,,,,
Pyropia,nonccm,High,1,Dark1,13:56:21,523,8.75,20.73,20.17,0.56,31,12,7.76,,,,,,,,,,,,,
Pyropia,nonccm,High,1,Dark1,13:56:34,536,9.21,20.71,20.09,0.62,31,12,7.75,,,,,,,,,,,,,
Pyropia,nonccm,High,1,Dark1,13:56:47,550,9.13,21.07,20.49,0.58,31,12,7.75,,,,,,,,,,,,,
Pyropia,nonccm,High,1,Dark1,13:57:01,563,9.13,20.97,20.41,0.56,31,12,7.75,,,,,,,,,,,,,
Pyropia,nonccm,High,1,Dark1,13:57:14,577,9.10,21.11,20.49,0.63,31,12,7.75,,,,,,,,,,,,,
Pyropia,nonccm,High,1,Dark1,13:57:28,590,8.89,20.89,20.27,0.61,31,12,7.75,,,,,,,,,,,,,
Pyropia,nonccm,High,1,Dark1,13:57:41,604,8.84,21.01,20.44,0.56,31,12,7.75,,,,,,,,,,,,,
Pyropia,nonccm,High,1,Dark1,13:57:55,617,9.08,20.99,20.37,0.62,31,12,7.75,D1 END NOW,,,,,,,,,,,,
Pyropia,nonccm,High,1,Light,14:01:34,192,9.51,18.64,18.08,0.55,31,12,7.76,,,,,,,,,,,,,
Pyropia,nonccm,High,1,Light,14:01:47,206,9.96,18.31,17.77,0.54,31,12,7.76,,,,,,,,,,,,,
Pyropia,nonccm,High,1,Light,14:02:01,220,10.11,18.19,17.65,0.54,31,12,7.76,,,,,,,,,,,,,
Pyropia,nonccm,High,1,Light,14:02:15,234,10.12,18.14,17.61,0.52,31,12,7.76,,,,,,,,,,,,,
Pyropia,nonccm,High,1,Light,14:02:29,248,10.67,17.90,17.38,0.52,31,12,7.76,,,,,,,,,,,,,
Pyropia,nonccm,High,1,Light,14:02:43,262,10.89,17.56,17.08,0.48,31,12,7.76,,,,,,,,,,,,,
Pyropia,nonccm,High,1,Light,14:02:57,275,10.96,17.12,16.62,0.50,31,12,7.77,,,,,,,,,,,,,
Pyropia,nonccm,High,1,Light,14:03:10,288,10.98,17.15,16.67,0.48,31,12,7.77,,,,,,,,,,,,,
Pyropia,nonccm,High,1,Light,14:03:23,302,11.53,16.68,16.21,0.47,31,12,7.77,,,,,,,,,,,,,
Pyropia,nonccm,High,1,Light,14:03:37,315,10.95,16.48,16.01,0.47,31,12,7.78,,,,,,,,,,,,,
Pyropia,nonccm,High,1,Light,14:03:50,329,11.37,16.12,15.65,0.46,31,12,7.78,,,,,,,,,,,,,
Pyropia,nonccm,High,1,Light,14:04:04,342,12.01,16.14,15.71,0.43,31,12,7.8,,,,,,,,,,,,,
Pyropia,nonccm,High,1,Light,14:04:17,356,12.02,15.51,15.05,0.46,31,12,7.8,,,,,,,,,,,,,
Pyropia,nonccm,High,1,Light,14:04:31,369,11.78,15.18,14.71,0.47,31,12,7.8,,,,,,,,,,,,,
Pyropia,nonccm,High,1,Light,14:04:44,383,12.14,14.85,14.43,0.42,31,12,7.8,,,,,,,,,,,,,
Pyropia,nonccm,High,1,Light,14:04:58,396,12.21,14.45,14.07,0.38,31,12,7.81,,,,,,,,,,,,,
Pyropia,nonccm,High,1,Light,14:05:11,410,12.54,14.61,14.20,0.41,31,12,7.81,,,,,,,,,,,,,
Pyropia,nonccm,High,1,Light,14:05:25,423,12.97,14.26,13.87,0.39,31,12,7.82,,,,,,,,,,,,,
Pyropia,nonccm,High,1,Light,14:05:38,436,12.95,13.96,13.56,0.40,31,12,7.82,,,,,,,,,,,,,
Pyropia,nonccm,High,1,Light,14:05:51,451,13.22,13.70,13.30,0.40,31,12,7.83,,,,,,,,,,,,,
Pyropia,nonccm,High,1,Light,14:06:06,464,12.57,13.15,12.78,0.37,31,12,7.83,,,,,,,,,,,,,
Pyropia,nonccm,High,1,Light,14:06:19,478,13.31,12.71,12.33,0.38,31,12,7.84,,,,,,,,,,,,,
Pyropia,nonccm,High,1,Light,14:06:33,491,12.91,12.53,12.16,0.38,31,12,7.84,,,,,,,,,,,,,
Pyropia,nonccm,High,1,Light,14:06:46,505,13.42,12.28,11.93,0.35,31,12,7.85,,,,,,,,,,,,,
Pyropia,nonccm,High,1,Light,14:07:00,519,14.07,12.03,11.67,0.36,31,12,7.85,,,,,,,,,,,,,
Pyropia,nonccm,High,1,Light,14:07:14,533,14.05,11.84,11.51,0.33,31,12,7.85,,,,,,,,,,,,,
Pyropia,nonccm,High,1,Light,14:07:28,546,13.81,11.67,11.35,0.31,31,12,7.86,,,,,,,,,,,,,
Pyropia,nonccm,High,1,Light,14:07:41,561,14.63,11.39,11.04,0.35,31,12,7.86,,,,,,,,,,,,,
Pyropia,nonccm,High,1,Light,14:07:56,574,15.12,10.96,10.67,0.29,31,12,7.7,,,,,,,,,,,,,
Pyropia,nonccm,High,1,Light,14:08:09,588,15.12,10.94,10.63,0.31,31,12,7.7,,,,,,,,,,,,,
Pyropia,nonccm,High,1,Light,14:08:23,601,15.07,10.53,10.21,0.32,31,12,7.88,,,,,,,,,,,,,
Pyropia,nonccm,High,1,Light,14:08:36,615,15.61,10.28,9.98,0.30,31,12,7.88,,,,,,,,,,,,,
Pyropia,nonccm,High,1,Light,14:08:50,628,15.83,9.94,9.65,0.29,31,12,7.88,L1 END NOW Pyropia high,,,,,,,,,,,,
Pyropia,nonccm,High,1,Dark2,14:12:41,205,15.16,9.78,9.53,0.25,31,12,7.91,,,,,,,,,,,,,
Pyropia,nonccm,High,1,Dark2,14:12:55,219,15.54,9.95,9.64,0.30,31,12,7.91,,,,,,,,,,,,,
Pyropia,nonccm,High,1,Dark2,14:13:09,233,14.72,9.82,9.53,0.29,31,12,7.91,,,,,,,,,,,,,
Pyropia,nonccm,High,1,Dark2,14:13:23,247,14.98,10.04,9.74,0.29,31,12,7.91,,,,,,,,,,,,,
Pyropia,nonccm,High,1,Dark2,14:13:37,261,15.24,10.01,9.76,0.25,31,12,7.91,,,,,,,,,,,,,
Pyropia,nonccm,High,1,Dark2,14:13:51,275,15.56,9.95,9.67,0.28,31,12,7.91,,,,,,,,,,,,,
Pyropia,nonccm,High,1,Dark2,14:14:05,289,14.92,9.97,9.71,0.26,31,12,7.91,,,,,,,,,,,,,
Pyropia,nonccm,High,1,Dark2,14:14:19,303,14.71,9.84,9.56,0.28,31,12,7.91,,,,,,,,,,,,,
Pyropia,nonccm,High,1,Dark2,14:14:33,316,15.23,9.98,9.68,0.31,31,12,7.91,,,,,,,,,,,,,
Pyropia,nonccm,High,1,Dark2,14:14:46,330,15.03,10.03,9.73,0.30,31,12,7.91,,,,,,,,,,,,,
Pyropia,nonccm,High,1,Dark2,14:15:00,343,14.67,10.04,9.76,0.28,31,12,7.91,,,,,,,,,,,,,
Pyropia,nonccm,High,1,Dark2,14:15:13,357,14.44,10.12,9.83,0.29,31,12,7.91,,,,,,,,,,,,,
Pyropia,nonccm,High,1,Dark2,14:15:27,370,14.32,10.02,9.73,0.29,31,12,7.91,,,,,,,,,,,,,
Pyropia,nonccm,High,1,Dark2,14:15:40,384,14.56,10.08,9.78,0.30,31,12,7.91,,,,,,,,,,,,,
Pyropia,nonccm,High,1,Dark2,14:15:54,397,14.57,10.05,9.76,0.29,31,12,7.91,,,,,,,,,,,,,
Pyropia,nonccm,High,1,Dark2,14:16:07,410,14.56,10.29,10.01,0.28,31,12,7.91,,,,,,,,,,,,,
Pyropia,nonccm,High,1,Dark2,14:16:20,423,14.81,10.27,9.98,0.29,31,12,7.91,,,,,,,,,,,,,
Pyropia,nonccm,High,1,Dark2,14:16:33,437,14.20,10.31,10.00,0.30,31,12,7.91,,,,,,,,,,,,,
Pyropia,nonccm,High,1,Dark2,14:16:47,451,14.72,10.20,9.91,0.30,31,12,7.91,,,,,,,,,,,,,
Pyropia,nonccm,High,1,Dark2,14:17:01,465,14.61,10.37,10.05,0.31,31,12,7.91,,,,,,,,,,,,,
Pyropia,nonccm,High,1,Dark2,14:17:15,479,14.76,10.44,10.14,0.30,31,12,7.91,,,,,,,,,,,,,
Pyropia,nonccm,High,1,Dark2,14:17:29,492,14.53,10.49,10.20,0.29,31,12,7.91,,,,,,,,,,,,,
Pyropia,nonccm,High,1,Dark2,14:17:42,506,14.82,10.58,10.29,0.29,31,12,7.91,,,,,,,,,,,,,
Pyropia,nonccm,High,1,Dark2,14:17:56,519,14.49,10.46,10.14,0.32,31,12,7.91,,,,,,,,,,,,,
Pyropia,nonccm,High,1,Dark2,14:18:09,532,14.93,10.51,10.21,0.30,31,12,7.91,,,,,,,,,,,,,
Pyropia,nonccm,High,1,Dark2,14:18:22,546,14.42,10.43,10.13,0.29,31,12,7.91,,,,,,,,,,,,,
Pyropia,nonccm,High,1,Dark2,14:18:36,560,13.90,10.27,9.99,0.27,31,12,7.91,,,,,,,,,,,,,
Pyropia,nonccm,High,1,Dark2,14:18:50,573,14.38,10.60,10.31,0.29,31,12,7.91,,,,,,,,,,,,,
Pyropia,nonccm,High,1,Dark2,14:19:03,587,14.02,10.57,10.27,0.30,31,12,7.91,,,,,,,,,,,,,
Pyropia,nonccm,High,1,Dark2,14:19:17,601,14.67,10.59,10.27,0.32,31,12,7.91,,,,,,,,,,,,,
Pyropia,nonccm,High,1,Dark2,14:19:31,614,14.11,10.61,10.30,0.31,31,12,7.91,Dark2 END NOW,,,,,,,,,,,,
Pyropia,nonccm,High,1,DIC_f,14:23:33,857,10.38,2195.19,2136.34,58.85,31,12,4.10,,,,,,,,,,,,,
Pyropia,nonccm,High,1,DIC_f,14:23:47,870,10.37,2195.38,2136.48,58.90,31,12,4.10,,,,,,,,,,,,,
Pyropia,nonccm,High,1,DIC_f,14:24:00,883,10.06,2192.61,2133.67,58.93,31,12,4.10,,,,,,,,,,,,,
Pyropia,nonccm,High,1,DIC_f,14:24:13,896,10.35,2189.79,2130.59,59.20,31,12,4.10,,,,,,,,,,,,,
Pyropia,nonccm,High,1,DIC_f,14:24:26,909,10.26,2205.93,2146.87,59.06,31,12,4.10,,,,,,,,,,,,,
Pyropia,nonccm,High,1,DIC_f,14:24:39,923,10.42,2208.70,2149.40,59.30,31,12,4.10,,,,,,,,,,,,,
