genus,metabolism,light,replicate,run,time,seconds,oxygen_mM,carbondioxide_mM,c12_mM,c13_mM,salinity_ppt,temperature_c,ph,comments,,,,,,,,,,,,
Plocamium,ccm,High,1,DIC_i,0:23:23,1670,7.96,2327.30,2263.79,63.51,31,12,4.19,,,,,,,,,,,,,
Plocamium,ccm,High,1,DIC_i,0:23:36,1684,8.06,2335.79,2272.49,63.30,31,12,4.19,,,,,,,,,,,,,
Plocamium,ccm,High,1,DIC_i,0:23:50,1697,7.90,2336.87,2273.33,63.54,31,12,4.19,,,,,,,,,,,,,
Plocamium,ccm,High,1,DIC_i,0:24:03,1711,8.20,2345.88,2282.31,63.57,31,12,4.19,,,,,,,,,,,,,
Plocamium,ccm,High,1,DIC_i,0:24:17,1726,7.99,2336.49,2272.97,63.52,31,12,4.19,,,,,,,,,,,,,
Plocamium,ccm,High,1,DIC_i,0:24:32,1740,7.46,2248.88,2185.89,62.99,31,12,4.19,,,,,,,,,,,,,
Plocamium,ccm,High,1,DIC_i,0:24:46,1753,6.61,2255.78,2194.31,61.47,31,12,4.19,,,,,,,,,,,,,
Plocamium,ccm,High,1,DIC_i,0:24:59,1767,6.75,2269.83,2207.79,62.04,31,12,4.19,,,,,,,,,,,,,
Plocamium,ccm,High,1,DIC_i,0:25:13,1780,6.88,2322.62,2260.70,61.91,31,12,4.19,,,,,,,,,,,,,
Plocamium,ccm,High,1,DIC_i,0:25:26,1794,7.79,2308.20,2245.12,63.08,31,12,4.19,,,,,,,,,,,,,
Plocamium,ccm,High,1,DIC_i,0:25:40,1808,7.92,2326.79,2263.51,63.28,31,12,4.19,,,,,,,,,,,,,
Plocamium,ccm,High,1,DIC_i,0:25:54,1821,7.88,2332.03,2269.12,62.90,31,12,4.19,,,,,,,,,,,,,
Plocamium,ccm,High,1,DIC_i,0:26:07,1835,7.92,2324.71,2261.68,63.02,31,12,4.19,,,,,,,,,,,,,
Plocamium,ccm,High,1,DIC_i,0:26:21,1849,7.65,2319.87,2257.18,62.68,31,12,4.19,,,,,,,,,,,,,
Plocamium,ccm,High,1,DIC_i,0:26:35,1863,8.10,2336.38,2273.61,62.77,31,12,4.19,,,,,,,,,,,,,
Plocamium,ccm,High,1,DIC_i,0:26:49,1876,8.05,2327.45,2264.35,63.10,31,12,4.19,,,,,,,,,,,,,
Plocamium,ccm,High,1,DIC_i,0:27:02,1890,7.76,2332.82,2269.96,62.85,31,12,4.19,,,,,,,,,,,,,
Plocamium,ccm,High,1,DIC_i,0:27:16,1903,7.84,2325.83,2262.80,63.03,31,12,4.19,,,,,,,,,,,,,
Plocamium,ccm,High,1,DIC_i,0:27:29,1916,7.69,2334.78,2272.21,62.57,31,12,4.19,,,,,,,,,,,,,
Plocamium,ccm,High,1,DIC_i,0:27:42,1930,7.43,2307.75,2245.54,62.21,31,12,4.19,,,,,,,,,,,,,
Plocamium,ccm,High,1,DIC_i,0:27:56,1944,7.78,2334.73,2272.21,62.52,31,12,4.19,,,,,,,,,,,,,
Plocamium,ccm,High,1,DIC_i,0:28:10,1957,8.09,2317.07,2253.96,63.11,31,12,4.19,,,,,,,,,,,,,
Plocamium,ccm,High,1,DIC_i,0:28:23,1970,7.62,2327.16,2264.63,62.53,31,12,4.19,,,,,,,,,,,,,
Plocamium,ccm,High,1,DIC_i,0:28:36,1984,8.19,2320.45,2257.46,62.99,31,12,4.19,,,,,,,,,,,,,
Plocamium,ccm,High,1,DIC_i,0:28:50,1998,7.85,2318.90,2256.21,62.70,31,12,4.19,,,,,,,,,,,,,
Plocamium,ccm,High,1,DIC_i,0:29:04,2011,7.89,2337.21,2274.45,62.76,31,12,4.19,,,,,,,,,,,,,
Plocamium,ccm,High,1,DIC_i,0:29:17,2025,8.16,2324.88,2261.96,62.92,31,12,4.19,,,,,,,,,,,,,
Plocamium,ccm,High,1,DIC_i,0:29:31,2038,7.59,2326.98,2264.49,62.49,31,12,4.19,,,,,,,,,,,,,
Rhodymenia,nonccm,High,1,Dark1,1:44:05,330,9.92,22.17,21.55,0.62,31,12,7.94,,,,,,,,,,,,,
Rhodymenia,nonccm,High,1,Dark1,1:44:18,344,9.36,22.44,21.81,0.63,31,12,7.94,,,,,,,,,,,,,
Rhodymenia,nonccm,High,1,Dark1,1:44:32,357,9.60,22.30,21.68,0.62,31,12,7.94,,,,,,,,,,,,,
Rhodymenia,nonccm,High,1,Dark1,1:44:45,371,9.58,22.27,21.62,0.65,31,12,7.94,,,,,,,,,,,,,
Rhodymenia,nonccm,High,1,Dark1,1:44:59,384,9.69,22.70,22.04,0.65,31,12,7.94,,,,,,,,,,,,,
Rhodymenia,nonccm,High,1,Dark1,1:45:12,398,9.58,22.60,21.94,0.65,31,12,7.94,,,,,,,,,,,,,
Rhodymenia,nonccm,High,1,Dark1,1:45:26,412,10.13,22.62,21.98,0.64,31,12,7.93,,,,,,,,,,,,,
Rhodymenia,nonccm,High,1,Dark1,1:45:40,426,9.62,22.41,21.79,0.62,31,12,7.93,,,,,,,,,,,,,
Rhodymenia,nonccm,High,1,Dark1,1:45:54,439,9.74,22.59,21.95,0.63,31,12,7.93,,,,,,,,,,,,,
Rhodymenia,nonccm,High,1,Dark1,1:46:07,453,9.63,22.74,22.13,0.61,31,12,7.93,,,,,,,,,,,,,
Rhodymenia,nonccm,High,1,Dark1,1:46:21,467,9.53,22.64,21.99,0.65,31,12,7.93,,,,,,,,,,,,,
Rhodymenia,nonccm,High,1,Dark1,1:46:35,480,9.55,23.12,22.47,0.65,31,12,7.93,,,,,,,,,,,,,
Rhodymenia,nonccm,High,1,Dark1,1:46:48,494,9.42,23.15,22.49,0.66,31,12,7.93,,,,,,,,,,,,,
Rhodymenia,nonccm,High,1,Dark1,1:47:02,508,9.91,22.96,22.31,0.65,31,12,7.93,,,,,,,,,,,,,
Rhodymenia,nonccm,High,1,Dark1,1:47:16,522,9.50,22.93,22.27,0.67,31,12,7.93,,,,,,,,,,,,,
Rhodymenia,nonccm,High,1,Dark1,1:47:30,535,9.27,23.02,22.37,0.64,31,12,7.93,,,,,,,,,,,,,
Rhodymenia,nonccm,High,1,Dark1,1:47:43,549,9.00,23.30,22.67,0.63,31,12,7.93,,,,,,,,,,,,,
Rhodymenia,nonccm,High,1,Dark1,1:47:57,563,8.94,23.20,22.52,0.68,31,12,7.92,,,,,,,,,,,,,
Rhodymenia,nonccm,High,1,Dark1,1:48:11,577,8.92,23.19,22.52,0.67,31,12,7.92,,,,,,,,,,,,,
Rhodymenia,nonccm,High,1,Dark1,1:48:25,591,9.41,23.38,22.72,0.66,31,12,7.92,,,,,,,,,,,,,
Rhodymenia,nonccm,High,1,Dark1,1:48:39,604,9.03,23.09,22.43,0.66,31,12,7.92,,,,,,,,,,,,,
Rhodymenia,nonccm,High,1,Dark1,1:48:52,617,8.75,23.37,22.69,0.68,31,12,7.92,end D1 for high light rhodomenia,,,,,,,,,,,,
Rhodymenia,nonccm,High,1,Light,1:53:35,258,10.20,21.96,21.32,0.64,31,12,7.94,,,,,,,,,,,,,
Rhodymenia,nonccm,High,1,Light,1:53:49,271,10.27,21.60,20.97,0.64,31,12,7.94,,,,,,,,,,,,,
Rhodymenia,nonccm,High,1,Light,1:54:02,285,10.75,21.76,21.15,0.61,31,12,7.94,,,,,,,,,,,,,
Rhodymenia,nonccm,High,1,Light,1:54:16,299,10.50,21.71,21.09,0.63,31,12,7.94,,,,,,,,,,,,,
Rhodymenia,nonccm,High,1,Light,1:54:30,312,10.44,20.96,20.38,0.58,31,12,7.94,,,,,,,,,,,,,
Rhodymenia,nonccm,High,1,Light,1:54:43,326,10.02,20.81,20.20,0.61,31,12,7.95,,,,,,,,,,,,,
Rhodymenia,nonccm,High,1,Light,1:54:57,340,10.52,20.86,20.28,0.58,31,12,7.95,,,,,,,,,,,,,
Rhodymenia,nonccm,High,1,Light,1:55:11,354,10.64,20.88,20.26,0.62,31,12,7.95,,,,,,,,,,,,,
Rhodymenia,nonccm,High,1,Light,1:55:25,367,10.48,20.71,20.10,0.62,31,12,7.95,,,,,,,,,,,,,
Rhodymenia,nonccm,High,1,Light,1:55:38,381,10.76,20.47,19.89,0.58,31,12,7.95,,,,,,,,,,,,,
Rhodymenia,nonccm,High,1,Light,1:55:52,394,10.69,20.38,19.79,0.60,31,12,7.95,,,,,,,,,,,,,
Rhodymenia,nonccm,High,1,Light,1:56:05,408,11.03,20.47,19.89,0.59,31,12,7.96,,,,,,,,,,,,,
Rhodymenia,nonccm,High,1,Light,1:56:19,421,10.91,20.43,19.85,0.58,31,12,7.96,,,,,,,,,,,,,
Rhodymenia,nonccm,High,1,Light,1:56:32,434,11.08,20.04,19.46,0.58,31,12,7.96,,,,,,,,,,,,,
Rhodymenia,nonccm,High,1,Light,1:56:45,448,11.50,20.06,19.52,0.55,31,12,7.96,,,,,,,,,,,,,
Rhodymenia,nonccm,High,1,Light,1:56:59,461,11.05,19.95,19.36,0.59,31,12,7.96,,,,,,,,,,,,,
Rhodymenia,nonccm,High,1,Light,1:57:12,475,11.45,19.80,19.22,0.57,31,12,7.96,,,,,,,,,,,,,
Rhodymenia,nonccm,High,1,Light,1:57:26,488,11.63,19.67,19.12,0.56,31,12,7.97,,,,,,,,,,,,,
Rhodymenia,nonccm,High,1,Light,1:57:39,501,11.05,19.48,18.94,0.55,31,12,7.97,,,,,,,,,,,,,
Rhodymenia,nonccm,High,1,Light,1:57:52,515,11.65,19.32,18.79,0.53,31,12,7.97,,,,,,,,,,,,,
Rhodymenia,nonccm,High,1,Light,1:58:06,528,11.51,19.07,18.57,0.50,31,12,7.97,,,,,,,,,,,,,
Rhodymenia,nonccm,High,1,Light,1:58:19,542,11.53,19.18,18.64,0.54,31,12,7.97,,,,,,,,,,,,,
Rhodymenia,nonccm,High,1,Light,1:58:33,555,11.74,19.02,18.48,0.53,31,12,7.98,,,,,,,,,,,,,
Rhodymenia,nonccm,High,1,Light,1:58:46,569,11.06,18.78,18.24,0.54,31,12,7.98,,,,,,,,,,,,,
Rhodymenia,nonccm,High,1,Light,1:59:00,582,11.49,18.83,18.30,0.53,31,12,7.98,,,,,,,,,,,,,
Rhodymenia,nonccm,High,1,Light,1:59:13,596,11.70,18.49,17.97,0.52,31,12,7.98,,,,,,,,,,,,,
Rhodymenia,nonccm,High,1,Light,1:59:27,609,11.56,18.34,17.86,0.48,31,12,7.98,light end NOW,,,,,,,,,,,,
Rhodymenia,nonccm,High,1,Dark2,2:04:00,247,11.15,19.16,18.64,0.52,31,12,7.98,,,,,,,,,,,,,
Rhodymenia,nonccm,High,1,Dark2,2:04:14,260,11.12,18.81,18.27,0.54,31,12,7.98,,,,,,,,,,,,,
Rhodymenia,nonccm,High,1,Dark2,2:04:27,274,11.09,18.84,18.30,0.54,31,12,7.98,,,,,,,,,,,,,
Rhodymenia,nonccm,High,1,Dark2,2:04:41,287,11.07,18.89,18.38,0.51,31,12,7.98,,,,,,,,,,,,,
Rhodymenia,nonccm,High,1,Dark2,2:04:54,301,11.02,18.94,18.38,0.56,31,12,7.98,,,,,,,,,,,,,
Rhodymenia,nonccm,High,1,Dark2,2:05:08,315,10.80,19.19,18.64,0.54,31,12,7.98,,,,,,,,,,,,,
Rhodymenia,nonccm,High,1,Dark2,2:05:22,329,11.14,19.16,18.61,0.56,31,12,7.98,,,,,,,,,,,,,
Rhodymenia,nonccm,High,1,Dark2,2:05:36,342,10.49,19.37,18.82,0.55,31,12,7.97,,,,,,,,,,,,,
Rhodymenia,nonccm,High,1,Dark2,2:05:49,356,10.75,19.38,18.83,0.55,31,12,7.97,,,,,,,,,,,,,
Rhodymenia,nonccm,High,1,Dark2,2:06:03,370,10.83,19.57,18.98,0.58,31,12,7.97,,,,,,,,,,,,,
Rhodymenia,nonccm,High,1,Dark2,2:06:17,384,10.80,19.41,18.87,0.54,31,12,7.97,,,,,,,,,,,,,
Rhodymenia,nonccm,High,1,Dark2,2:06:31,397,10.52,19.94,19.36,0.58,31,12,7.97,,,,,,,,,,,,,
Rhodymenia,nonccm,High,1,Dark2,2:06:44,411,10.65,19.45,18.89,0.56,31,12,7.97,,,,,,,,,,,,,
Rhodymenia,nonccm,High,1,Dark2,2:06:58,425,10.77,19.66,19.08,0.58,31,12,7.97,,,,,,,,,,,,,
Rhodymenia,nonccm,High,1,Dark2,2:07:12,439,10.54,19.93,19.40,0.53,31,12,7.97,,,,,,,,,,,,,
Rhodymenia,nonccm,High,1,Dark2,2:07:26,453,10.72,19.86,19.29,0.56,31,12,7.97,,,,,,,,,,,,,
Rhodymenia,nonccm,High,1,Dark2,2:07:40,466,10.75,19.79,19.26,0.53,31,12,7.97,,,,,,,,,,,,,
Rhodymenia,nonccm,High,1,Dark2,2:07:53,479,10.47,20.12,19.52,0.60,31,12,7.97,,,,,,,,,,,,,
Rhodymenia,nonccm,High,1,Dark2,2:08:06,492,10.22,19.94,19.37,0.57,31,12,7.96,,,,,,,,,,,,,
Rhodymenia,nonccm,High,1,Dark2,2:08:19,505,10.13,19.80,19.27,0.53,31,12,7.96,,,,,,,,,,,,,
Rhodymenia,nonccm,High,1,Dark2,2:08:32,518,10.39,20.04,19.49,0.55,31,12,7.96,,,,,,,,,,,,,
Rhodymenia,nonccm,High,1,Dark2,2:08:45,531,10.11,19.94,19.37,0.57,31,12,7.96,,,,,,,,,,,,,
Rhodymenia,nonccm,High,1,Dark2,2:08:58,545,9.94,20.35,19.76,0.59,31,12,7.96,,,,,,,,,,,,,
Rhodymenia,nonccm,High,1,DIC_f,2:12:08,734,7.69,2431.97,2367.37,64.60,31,12,4.25,,,,,,,,,,,,,
Rhodymenia,nonccm,High,1,DIC_f,2:12:21,748,7.99,2435.08,2370.46,64.62,31,12,4.25,,,,,,,,,,,,,
Rhodymenia,nonccm,High,1,DIC_f,2:12:35,762,8.13,2417.26,2352.21,65.06,31,12,4.25,,,,,,,,,,,,,
Rhodymenia,nonccm,High,1,DIC_f,2:12:49,776,8.10,2426.00,2361.19,64.82,31,12,4.25,,,,,,,,,,,,,
Rhodymenia,nonccm,High,1,DIC_f,2:13:03,789,8.47,2423.78,2358.81,64.97,31,12,4.25,,,,,,,,,,,,,
Rhodymenia,nonccm,High,1,DIC_f,2:13:16,803,8.27,2419.35,2354.17,65.18,31,12,4.25,,,,,,,,,,,,,
Rhodymenia,nonccm,High,1,DIC_f,2:13:30,816,8.32,2416.43,2351.23,65.20,31,12,4.25,,,,,,,,,,,,,
Rhodymenia,nonccm,High,1,DIC_f,2:13:43,829,8.23,2422.13,2357.40,64.73,31,12,4.25,,,,,,,,,,,,,
Rhodymenia,nonccm,High,1,DIC_f,2:13:56,843,8.36,2421.63,2356.84,64.79,31,12,4.25,,,,,,,,,,,,,
Rhodymenia,nonccm,High,1,DIC_f,2:14:10,857,8.14,2418.56,2353.90,64.66,31,12,4.25,,,,,,,,,,,,,
Rhodymenia,nonccm,High,1,DIC_f,2:14:24,870,8.39,2427.47,2362.74,64.74,31,12,4.25,,,,,,,,,,,,,
Rhodymenia,nonccm,High,1,DIC_f,2:14:37,884,8.63,2420.95,2355.85,65.10,31,12,4.25,,,,,,,,,,,,,
Rhodymenia,nonccm,High,1,DIC_f,2:14:51,898,8.40,2421.89,2356.84,65.05,31,12,4.25,,,,,,,,,,,,,
Rhodymenia,nonccm,High,1,DIC_f,2:15:05,911,8.48,2428.43,2363.43,65.00,31,12,4.25,,,,,,,,,,,,,
Rhodymenia,nonccm,High,1,DIC_f,2:15:18,924,8.94,2415.85,2350.53,65.32,31,12,4.25,,,,,,,,,,,,,
Rhodymenia,nonccm,High,1,DIC_f,2:15:31,938,8.53,2431.87,2367.23,64.64,31,12,4.25,,,,,,,,,,,,,
Rhodymenia,nonccm,High,1,DIC_f,2:15:45,952,8.69,2418.62,2353.34,65.29,31,12,4.25,,,,,,,,,,,,,
Rhodymenia,nonccm,High,1,DIC_f,2:15:59,965,8.07,2399.51,2335.08,64.42,31,12,4.25,,,,,,,,,,,,,
Rhodymenia,nonccm,High,1,DIC_f,2:16:12,979,8.37,2399.32,2334.66,64.65,31,12,4.25,,,,,,,,,,,,,
Rhodymenia,nonccm,High,1,DIC_f,2:16:26,992,8.10,2402.61,2338.17,64.44,31,12,4.25,,,,,,,,,,,,,
Rhodymenia,nonccm,High,1,DIC_f,2:16:39,1005,7.87,2398.16,2334.11,64.06,31,12,4.25,,,,,,,,,,,,,
Rhodymenia,nonccm,High,1,DIC_f,2:16:52,1019,7.82,2393.55,2329.19,64.36,31,12,4.25,,,,,,,,,,,,,
Rhodymenia,nonccm,High,1,DIC_f,2:17:06,1033,8.08,2404.39,2339.86,64.53,31,12,4.25,,,,,,,,,,,,,
Rhodymenia,nonccm,High,1,DIC_f,2:17:20,1046,8.51,2406.84,2342.25,64.59,31,12,4.25,,,,,,,,,,,,,
Rhodymenia,nonccm,High,1,DIC_f,2:17:33,1060,8.36,2414.82,2350.24,64.58,31,12,4.25,,,,,,,,,,,,,
Rhodymenia,nonccm,High,1,DIC_f,2:17:47,1074,8.43,2406.06,2341.82,64.24,31,12,4.25,,,,,,,,,,,,,
Rhodymenia,nonccm,High,1,DIC_f,2:18:01,1087,8.17,2404.75,2340.56,64.19,31,12,4.25,,,,,,,,,,,,,
Rhodymenia,nonccm,High,1,DIC_f,2:18:14,1100,8.35,2422.74,2357.96,64.78,31,12,4.25,,,,,,,,,,,,,
Rhodymenia,nonccm,High,1,DIC_f,2:18:27,1113,8.43,2421.87,2357.40,64.47,31,12,4.25,,,,,,,,,,,,,
Rhodymenia,nonccm,High,1,DIC_i,2:25:28,1535,7.54,2298.23,2235.44,62.79,31,12,,,,,,,,,,,,,,
Rhodymenia,nonccm,High,1,DIC_i,2:25:42,1549,7.73,2302.08,2239.08,63.00,31,12,,,,,,,,,,,,,,
Rhodymenia,nonccm,High,1,DIC_i,2:25:56,1562,7.41,2309.91,2247.09,62.82,31,12,,,,,,,,,,,,,,
Rhodymenia,nonccm,High,1,DIC_i,2:26:09,1575,7.46,2303.24,2240.62,62.62,31,12,,,,,,,,,,,,,,
Rhodymenia,nonccm,High,1,DIC_i,2:26:22,1588,7.62,2322.45,2259.71,62.74,31,12,,,,,,,,,,,,,,
Rhodymenia,nonccm,High,1,DIC_i,2:26:35,1602,7.78,2319.07,2256.35,62.73,31,12,,,,,,,,,,,,,,
Rhodymenia,nonccm,High,1,DIC_i,2:26:49,1615,7.61,2314.89,2252.14,62.75,31,12,,,,,,,,,,,,,,
Rhodymenia,nonccm,High,1,DIC_i,2:27:02,1628,7.72,2310.64,2247.79,62.85,31,12,,,,,,,,,,,,,,
Rhodymenia,nonccm,High,1,DIC_i,2:27:15,1641,7.91,2299.28,2236.28,63.00,31,12,,,,,,,,,,,,,,
Rhodymenia,nonccm,High,1,DIC_i,2:27:28,1655,7.39,2307.36,2244.84,62.52,31,12,,,,,,,,,,,,,,
Rhodymenia,nonccm,High,1,DIC_i,2:27:42,1669,7.50,2302.02,2239.50,62.52,31,12,,,,,,,,,,,,,,
Rhodymenia,nonccm,High,1,DIC_i,2:27:56,1682,7.59,2313.22,2250.87,62.35,31,12,,,,,,,,,,,,,,
Rhodymenia,nonccm,High,1,DIC_i,2:28:09,1695,7.64,2306.42,2243.86,62.56,31,12,,,,,,,,,,,,,,
Rhodymenia,nonccm,High,1,DIC_i,2:28:22,1708,7.44,2289.37,2227.16,62.22,31,12,,,,,,,,,,,,,,
Rhodymenia,nonccm,High,1,DIC_i,2:28:35,1722,7.26,2309.76,2247.93,61.84,31,12,,,,,,,,,,,,,,
Rhodymenia,nonccm,High,1,DIC_i,2:28:49,1735,7.54,2305.84,2243.72,62.11,31,12,,,,,,,,,,,,,,
Rhodymenia,nonccm,High,1,DIC_i,2:29:02,1748,7.84,2305.95,2243.15,62.80,31,12,,,,,,,,,,,,,,
Rhodymenia,nonccm,High,1,DIC_i,2:29:15,1762,7.55,2311.33,2249.04,62.28,31,12,,,,,,,,,,,,,,
Rhodymenia,nonccm,High,1,DIC_i,2:29:29,1774,7.80,2295.01,2232.49,62.52,31,12,,,,,,,,,,,,,,
Rhodymenia,nonccm,High,1,DIC_i,2:29:41,1787,7.59,2298.64,2236.42,62.22,31,12,,,,,,,,,,,,,,
Rhodymenia,nonccm,High,1,DIC_i,2:29:54,1801,7.68,2288.32,2226.03,62.29,31,12,,,,,,,,,,,,,,
Rhodymenia,nonccm,High,1,DIC_i,2:30:08,1814,7.68,2295.35,2233.19,62.15,31,12,,,,,,,,,,,,,,
Rhodymenia,nonccm,High,1,DIC_i,2:30:21,1827,7.77,2295.39,2233.19,62.20,31,12,,,,,,,,,,,,,,
Rhodymenia,nonccm,High,1,DIC_i,2:30:34,1840,7.60,2308.03,2245.96,62.07,31,12,,,,,,,,,,,,,,
Rhodymenia,nonccm,High,1,DIC_i,2:30:47,1853,7.70,2306.98,2244.84,62.14,31,12,,,,,,,,,,,,,,
Rhodymenia,nonccm,High,1,DIC_i,2:31:00,1866,7.94,2302.18,2239.64,62.54,31,12,,,,,,,,,,,,,,
Rhodymenia,nonccm,High,1,DIC_i,2:31:13,1879,7.84,2316.56,2254.24,62.33,31,12,,,,,,,,,,,,,,
Rhodymenia,nonccm,High,1,DIC_i,2:31:26,1893,8.04,2311.36,2249.04,62.31,31,12,,,,,,,,,,,,,,
Rhodymenia,nonccm,High,1,DIC_i,2:31:40,1907,7.90,2306.58,2244.28,62.30,31,12,,,,,,,,,,,,,,
Rhodymenia,nonccm,High,1,DIC_i,2:31:54,1920,8.12,2304.50,2242.17,62.33,31,12,,,,,,,,,,,,,,
Rhodymenia,nonccm,High,1,DIC_i,2:32:07,1934,7.73,2307.95,2245.96,62.00,31,12,,,,,,,,,,,,,,
Rhodymenia,nonccm,High,1,DIC_i,2:32:21,1947,7.95,2299.59,2237.40,62.20,31,12,,,,,,,,,,,,,,
Rhodymenia,nonccm,High,1,DIC_i,2:32:34,1961,7.96,2319.75,2257.76,61.99,31,12,,,,,,,,,,,,,,
Rhodymenia,nonccm,High,1,DIC_i,2:32:48,1975,7.73,2315.54,2253.68,61.86,31,12,,iDIC is clearly lower,,,,,,,,,,,,
Rhodymenia,nonccm,High,1,DIC_i,2:33:02,1988,8.09,2318.25,2255.93,62.32,31,12,,...hmm,,,,,,,,,,,,
Rhodymenia,nonccm,High,1,DIC_i,2:33:15,2001,7.96,2303.78,2241.61,62.17,31,12,,,,,,,,,,,,,,
Rhodymenia,nonccm,High,1,DIC_i,2:33:28,2014,7.56,2297.02,2235.30,61.72,31,12,,,,,,,,,,,,,,
Rhodymenia,nonccm,High,1,DIC_i,2:33:41,2027,8.42,2310.29,2247.93,62.37,31,12,,,,,,,,,,,,,,
Rhodymenia,nonccm,High,1,DIC_i,2:33:54,2041,7.79,2328.06,2266.46,61.60,31,12,,,,,,,,,,,,,,
Rhodymenia,nonccm,High,1,DIC_i,2:34:08,2054,7.89,2299.82,2237.81,62.01,31,12,,,,,,,,,,,,,,
Rhodymenia,nonccm,High,1,DIC_i,2:34:21,2067,8.00,2298.59,2236.56,62.04,31,12,,,,,,,,,,,,,,
Rhodymenia,nonccm,High,1,DIC_i,2:34:34,2081,7.94,2290.80,2228.83,61.97,31,12,,,,,,,,,,,,,,
Odonthalia,nonccm,Low,1,Dark1,2:47:15,314,10.14,25.62,24.93,0.68,31,12,7.9,,,,,,,,,,,,,
Odonthalia,nonccm,Low,1,Dark1,2:47:29,327,10.40,25.67,24.94,0.73,31,12,7.9,,,,,,,,,,,,,
Odonthalia,nonccm,Low,1,Dark1,2:47:42,341,10.35,25.96,25.23,0.73,31,12,7.9,,,,,,,,,,,,,
Odonthalia,nonccm,Low,1,Dark1,2:47:56,355,10.48,26.26,25.54,0.72,31,12,7.9,,,,,,,,,,,,,
Odonthalia,nonccm,Low,1,Dark1,2:48:10,369,10.68,26.28,25.48,0.80,31,12,7.9,,,,,,,,,,,,,
Odonthalia,nonccm,Low,1,Dark1,2:48:24,383,10.49,26.37,25.64,0.72,31,12,7.9,,,,,,,,,,,,,
Odonthalia,nonccm,Low,1,Dark1,2:48:38,396,10.66,26.08,25.34,0.74,31,12,7.9,,,,,,,,,,,,,
Odonthalia,nonccm,Low,1,Dark1,2:48:51,410,10.29,26.01,25.28,0.73,31,12,7.9,,,,,,,,,,,,,
Odonthalia,nonccm,Low,1,Dark1,2:49:05,424,10.97,26.04,25.29,0.75,31,12,7.9,,,,,,,,,,,,,
Odonthalia,nonccm,Low,1,Dark1,2:49:19,437,10.23,26.36,25.66,0.70,31,12,7.9,,,,,,,,,,,,,
Odonthalia,nonccm,Low,1,Dark1,2:49:32,450,10.51,26.25,25.50,0.75,31,12,7.9,,,,,,,,,,,,,
Odonthalia,nonccm,Low,1,Dark1,2:49:45,464,10.36,26.19,25.46,0.74,31,12,7.9,,,,,,,,,,,,,
Odonthalia,nonccm,Low,1,Dark1,2:49:59,477,10.19,26.23,25.51,0.72,31,12,7.9,,,,,,,,,,,,,
Odonthalia,nonccm,Low,1,Dark1,2:50:12,491,10.52,26.12,25.35,0.77,31,12,7.9,,,,,,,,,,,,,
Odonthalia,nonccm,Low,1,Dark1,2:50:26,504,10.47,26.72,26.00,0.72,31,12,7.9,,,,,,,,,,,,,
Odonthalia,nonccm,Low,1,Dark1,2:50:39,518,10.72,25.98,25.25,0.74,31,12,7.9,,,,,,,,,,,,,
Odonthalia,nonccm,Low,1,Dark1,2:50:53,532,10.49,26.49,25.72,0.77,31,12,7.9,,,,,,,,,,,,,
Odonthalia,nonccm,Low,1,Dark1,2:51:07,545,10.10,26.50,25.80,0.70,31,12,7.9,,,,,,,,,,,,,
Odonthalia,nonccm,Low,1,Dark1,2:51:20,558,10.33,26.45,25.70,0.76,31,12,7.9,,,,,,,,,,,,,
Odonthalia,nonccm,Low,1,Dark1,2:51:33,571,10.12,26.39,25.66,0.73,31,12,7.9,,,,,,,,,,,,,
Odonthalia,nonccm,Low,1,Dark1,2:51:46,584,10.04,26.12,25.39,0.73,31,12,7.9,,,,,,,,,,,,,
Odonthalia,nonccm,Low,1,Dark1,2:51:59,598,10.17,26.39,25.63,0.76,31,12,7.9,,,,,,,,,,,,,
Odonthalia,nonccm,Low,1,Dark1,2:52:13,611,9.99,26.55,25.80,0.75,31,12,7.9,,,,,,,,,,,,,
Odonthalia,nonccm,Low,1,Dark1,2:52:26,625,9.72,26.17,25.45,0.73,31,12,7.9,,,,,,,,,,,,,
Odonthalia,nonccm,Low,1,Dark1,2:52:40,639,10.11,26.68,25.96,0.72,31,12,7.9,,,,,,,,,,,,,
Odonthalia,nonccm,Low,1,Light,2:56:58,244,9.80,24.91,24.21,0.70,31,12,7.9,,,,,,,,,,,,,
Odonthalia,nonccm,Low,1,Light,2:57:11,257,10.67,25.34,24.60,0.74,31,12,7.9,,,,,,,,,,,,,
Odonthalia,nonccm,Low,1,Light,2:57:24,271,10.16,25.22,24.50,0.72,31,12,7.9,,,,,,,,,,,,,
Odonthalia,nonccm,Low,1,Light,2:57:38,284,9.80,24.86,24.23,0.63,31,12,7.9,,,,,,,,,,,,,
Odonthalia,nonccm,Low,1,Light,2:57:51,298,9.93,24.71,24.00,0.71,31,12,7.9,,,,,,,,,,,,,
Odonthalia,nonccm,Low,1,Light,2:58:05,312,9.53,24.57,23.89,0.69,31,12,7.9,,,,,,,,,,,,,
Odonthalia,nonccm,Low,1,Light,2:58:19,326,10.31,24.42,23.72,0.70,31,12,7.9,,,,,,,,,,,,,
Odonthalia,nonccm,Low,1,Light,2:58:33,339,9.78,24.86,24.18,0.68,31,12,7.9,,,,,,,,,,,,,
Odonthalia,nonccm,Low,1,Light,2:58:46,353,10.26,24.67,23.97,0.71,31,12,7.9,,,,,,,,,,,,,
