number,genus,metabolism,treatment,rep,run1,run2,seconds,gas_id,gas_mM,salinity_ppt,temperature_c,pH
3870,Plocamium,nonccm,High,4,Light1,Light,546,HCO3,21.17364726,31,12,8.02
3871,Plocamium,nonccm,High,4,Light1,Light,560,HCO3,20.97208378,31,12,8.02
3872,Plocamium,nonccm,High,4,Light1,Light,574,HCO3,20.98541961,31,12,8.03
3873,Plocamium,nonccm,High,4,Light1,Light,588,HCO3,20.83526579,31,12,8.03
3874,Plocamium,nonccm,High,4,Light1,Light,602,HCO3,20.49843897,31,12,8.03
3875,Plocamium,nonccm,High,4,Light1,Light,616,HCO3,20.61880438,31,12,8.03
3876,Plocamium,nonccm,High,4,Light1,Light,630,HCO3,20.26776286,31,12,8.03
3877,Plocamium,nonccm,High,4,Light1,Light,644,HCO3,20.54844003,31,12,8.03
3878,Plocamium,nonccm,High,4,Light1,Light,658,HCO3,20.07856983,31,12,8.03
3879,Plocamium,nonccm,High,4,Light1,Light,672,HCO3,20.04154799,31,12,8.03
3880,Plocamium,nonccm,High,4,Light1,Light,687,HCO3,19.74584325,31,12,8.04
3881,Plocamium,nonccm,High,4,Light1,Light,701,HCO3,19.69443184,31,12,8.04
3882,Plocamium,nonccm,High,4,Light1,Light,715,HCO3,20.00289184,31,12,8.04
3883,Plocamium,nonccm,High,4,Light1,Light,729,HCO3,19.44464153,31,12,8.04
3884,Plocamium,nonccm,High,4,Light1,Light,743,HCO3,19.56618138,31,12,8.04
3885,Plocamium,nonccm,High,4,Light1,Light,757,HCO3,19.16854291,31,12,8.04
3886,Plocamium,nonccm,High,4,Light1,Light,770,HCO3,19.39530584,31,12,8.04
3887,Plocamium,nonccm,High,4,Light1,Light,784,HCO3,19.03597283,31,12,8.05
3888,Plocamium,nonccm,High,4,Light1,Light,799,HCO3,18.75374013,31,12,8.05
3889,Plocamium,nonccm,High,4,Dark2,Dark,196,HCO3,18.45990588,31,12,8.07
3890,Plocamium,nonccm,High,4,Dark2,Dark,210,HCO3,18.37059954,31,12,8.07
3891,Plocamium,nonccm,High,4,Dark2,Dark,224,HCO3,18.56331145,31,12,8.07
3892,Plocamium,nonccm,High,4,Dark2,Dark,237,HCO3,18.73621978,31,12,8.07
3893,Plocamium,nonccm,High,4,Dark2,Dark,251,HCO3,18.4539372,31,12,8.07
3894,Plocamium,nonccm,High,4,Dark2,Dark,265,HCO3,18.2834179,31,12,8.08
3895,Plocamium,nonccm,High,4,Dark2,Dark,280,HCO3,18.54985436,31,12,8.08
3896,Plocamium,nonccm,High,4,Dark2,Dark,294,HCO3,18.51871224,31,12,8.08
3897,Plocamium,nonccm,High,4,Dark2,Dark,308,HCO3,18.65405823,31,12,8.08
3898,Plocamium,nonccm,High,4,Dark2,Dark,322,HCO3,18.90737842,31,12,8.08
3899,Plocamium,nonccm,High,4,Dark2,Dark,336,HCO3,18.71292932,31,12,8.08
3900,Plocamium,nonccm,High,4,Dark2,Dark,350,HCO3,18.67388313,31,12,8.08
3901,Plocamium,nonccm,High,4,Dark2,Dark,364,HCO3,18.90614431,31,12,8.08
3902,Plocamium,nonccm,High,4,Dark2,Dark,378,HCO3,18.86977316,31,12,8.08
3903,Plocamium,nonccm,High,4,Dark2,Dark,392,HCO3,19.08730731,31,12,8.08
3904,Plocamium,nonccm,High,4,Dark2,Dark,406,HCO3,19.11067652,31,12,8.08
3905,Plocamium,nonccm,High,4,Dark2,Dark,420,HCO3,19.00122849,31,12,8.08
3906,Plocamium,nonccm,High,4,Dark2,Dark,434,HCO3,18.921406,31,12,8.08
3907,Plocamium,nonccm,High,4,Dark2,Dark,447,HCO3,19.00131424,31,12,8.08
3908,Plocamium,nonccm,High,4,Dark2,Dark,461,HCO3,19.10091736,31,12,8.07
3909,Plocamium,nonccm,High,4,Dark2,Dark,475,HCO3,19.31579169,31,12,8.07
3910,Plocamium,nonccm,High,4,Dark2,Dark,489,HCO3,19.05483979,31,12,8.07
3911,Plocamium,nonccm,High,4,Dark2,Dark,503,HCO3,19.44877635,31,12,8.07
3912,Plocamium,nonccm,High,4,Dark2,Dark,517,HCO3,19.31800406,31,12,8.07
3913,Plocamium,nonccm,High,4,Dark2,Dark,531,HCO3,19.52847723,31,12,8.07
3914,Plocamium,nonccm,High,4,Dark2,Dark,545,HCO3,19.45031019,31,12,8.07
3915,Plocamium,nonccm,Low,4,Dark1,Dark,717,HCO3,22.37482433,31,12,8.03
3916,Plocamium,nonccm,Low,4,Dark1,Dark,730,HCO3,22.67370355,31,12,8.03
3917,Plocamium,nonccm,Low,4,Dark1,Dark,744,HCO3,22.72474208,31,12,8.03
3918,Plocamium,nonccm,Low,4,Dark1,Dark,759,HCO3,22.61201121,31,12,8.03
3919,Plocamium,nonccm,Low,4,Dark1,Dark,773,HCO3,22.61516589,31,12,8.03
3920,Plocamium,nonccm,Low,4,Dark1,Dark,787,HCO3,22.54922724,31,12,8.03
3921,Plocamium,nonccm,Low,4,Dark1,Dark,801,HCO3,22.70972856,31,12,8.03
3922,Plocamium,nonccm,Low,4,Dark1,Dark,815,HCO3,22.72895791,31,12,8.03
3923,Plocamium,nonccm,Low,4,Dark1,Dark,829,HCO3,22.74013301,31,12,8.03
3924,Plocamium,nonccm,Low,4,Dark1,Dark,843,HCO3,22.97600487,31,12,8.03
3925,Plocamium,nonccm,Low,4,Dark1,Dark,857,HCO3,22.90753942,31,12,8.03
3926,Plocamium,nonccm,Low,4,Dark1,Dark,871,HCO3,22.72505687,31,12,8.03
3927,Plocamium,nonccm,Low,4,Dark1,Dark,885,HCO3,22.79541444,31,12,8.03
3928,Plocamium,nonccm,Low,4,Dark1,Dark,899,HCO3,23.15671038,31,12,8.03
3929,Plocamium,nonccm,Low,4,Dark1,Dark,913,HCO3,22.95928707,31,12,8.03
3930,Plocamium,nonccm,Low,4,Dark1,Dark,927,HCO3,23.04756068,31,12,8.03
3931,Plocamium,nonccm,Low,4,Dark1,Dark,941,HCO3,23.36277521,31,12,8.03
3932,Plocamium,nonccm,Low,4,Dark1,Dark,954,HCO3,22.88956246,31,12,8.03
3933,Plocamium,nonccm,Low,4,Dark1,Dark,969,HCO3,22.88306862,31,12,8.03
3934,Plocamium,nonccm,Low,4,Dark1,Dark,983,HCO3,22.90170563,31,12,8.03
3935,Plocamium,nonccm,Low,4,Dark1,Dark,997,HCO3,23.13676851,31,12,8.03
3936,Plocamium,nonccm,Low,4,Dark1,Dark,1011,HCO3,23.0192853,31,12,8.03
3937,Plocamium,nonccm,Low,4,Dark1,Dark,1025,HCO3,22.95666238,31,12,8.02
3938,Plocamium,nonccm,Low,4,Dark1,Dark,1039,HCO3,22.71827986,31,12,8.02
3939,Plocamium,nonccm,Low,4,Dark1,Dark,1053,HCO3,23.26631582,31,12,8.02
3940,Plocamium,nonccm,Low,4,Dark1,Dark,1066,HCO3,23.15795813,31,12,8.02
3941,Plocamium,nonccm,Low,4,Dark1,Dark,1080,HCO3,23.26060209,31,12,8.02
3942,Plocamium,nonccm,Low,4,Dark1,Dark,1094,HCO3,23.04179742,31,12,8.02
3943,Plocamium,nonccm,Low,4,Dark1,Dark,1108,HCO3,23.30834705,31,12,8.02
3944,Plocamium,nonccm,Low,4,Dark1,Dark,1122,HCO3,23.3984689,31,12,8.02
3945,Plocamium,nonccm,Low,4,Light1,Light,378,HCO3,20.95406822,31,12,8.02
3946,Plocamium,nonccm,Low,4,Light1,Light,392,HCO3,21.24775595,31,12,8.03
3947,Plocamium,nonccm,Low,4,Light1,Light,406,HCO3,20.99171544,31,12,8.03
3948,Plocamium,nonccm,Low,4,Light1,Light,420,HCO3,20.91834873,31,12,8.03
3949,Plocamium,nonccm,Low,4,Light1,Light,434,HCO3,20.88613846,31,12,8.03
3950,Plocamium,nonccm,Low,4,Light1,Light,448,HCO3,21.06396176,31,12,8.03
3951,Plocamium,nonccm,Low,4,Light1,Light,461,HCO3,20.74253095,31,12,8.03
3952,Plocamium,nonccm,Low,4,Light1,Light,475,HCO3,20.86073005,31,12,8.03
3953,Plocamium,nonccm,Low,4,Light1,Light,489,HCO3,20.65595146,31,12,8.03
3954,Plocamium,nonccm,Low,4,Light1,Light,503,HCO3,20.70514016,31,12,8.03
3955,Plocamium,nonccm,Low,4,Light1,Light,517,HCO3,20.09723899,31,12,8.03
3956,Plocamium,nonccm,Low,4,Light1,Light,531,HCO3,20.37163895,31,12,8.03
3957,Plocamium,nonccm,Low,4,Light1,Light,545,HCO3,20.3010966,31,12,8.04
3958,Plocamium,nonccm,Low,4,Light1,Light,559,HCO3,20.35466149,31,12,8.04
3959,Plocamium,nonccm,Low,4,Light1,Light,573,HCO3,20.19986607,31,12,8.04
3960,Plocamium,nonccm,Low,4,Dark2,Dark,225,HCO3,19.92498001,31,12,8.05
3961,Plocamium,nonccm,Low,4,Dark2,Dark,239,HCO3,19.84883144,31,12,8.05
3962,Plocamium,nonccm,Low,4,Dark2,Dark,253,HCO3,19.59642375,31,12,8.05
3963,Plocamium,nonccm,Low,4,Dark2,Dark,267,HCO3,19.68770682,31,12,8.05
3964,Plocamium,nonccm,Low,4,Dark2,Dark,280,HCO3,19.75901426,31,12,8.06
3965,Plocamium,nonccm,Low,4,Dark2,Dark,295,HCO3,19.69298519,31,12,8.06
3966,Plocamium,nonccm,Low,4,Dark2,Dark,309,HCO3,19.69795879,31,12,8.06
3967,Plocamium,nonccm,Low,4,Dark2,Dark,323,HCO3,19.68583334,31,12,8.06
3968,Plocamium,nonccm,Low,4,Dark2,Dark,336,HCO3,20.01807095,31,12,8.06
3969,Plocamium,nonccm,Low,4,Dark2,Dark,351,HCO3,19.67403497,31,12,8.06
3970,Plocamium,nonccm,Low,4,Dark2,Dark,365,HCO3,19.98316982,31,12,8.06
3971,Plocamium,nonccm,Low,4,Dark2,Dark,379,HCO3,20.02732014,31,12,8.06
3972,Plocamium,nonccm,Low,4,Dark2,Dark,393,HCO3,19.90034182,31,12,8.06
3973,Plocamium,nonccm,Low,4,Dark2,Dark,407,HCO3,19.95275336,31,12,8.06
3974,Plocamium,nonccm,Low,4,Dark2,Dark,421,HCO3,19.88515972,31,12,8.06
3975,Plocamium,nonccm,Low,4,Dark2,Dark,435,HCO3,20.13991889,31,12,8.06
3976,Plocamium,nonccm,Low,4,Dark2,Dark,449,HCO3,20.0116626,31,12,8.06
3977,Plocamium,nonccm,Low,4,Dark2,Dark,462,HCO3,20.12984357,31,12,8.06
3978,Plocamium,nonccm,Low,4,Dark2,Dark,477,HCO3,20.25155832,31,12,8.06
3979,Plocamium,nonccm,Low,4,Dark2,Dark,490,HCO3,20.11301934,31,12,8.06
3980,Plocamium,nonccm,Low,4,Dark2,Dark,504,HCO3,20.28001569,31,12,8.06
3981,Plocamium,nonccm,Low,4,Dark2,Dark,518,HCO3,20.14091698,31,12,8.06
3982,Plocamium,nonccm,Low,4,Dark2,Dark,532,HCO3,20.20211239,31,12,8.06
3983,Plocamium,nonccm,Low,4,Dark2,Dark,546,HCO3,19.92159844,31,12,8.06
3984,Plocamium,nonccm,Low,4,Dark2,Dark,560,HCO3,20.2552961,31,12,8.06
3985,Plocamium,nonccm,Low,4,Dark2,Dark,573,HCO3,20.18765019,31,12,8.06
3986,Plocamium,nonccm,Low,4,Dark2,Dark,587,HCO3,20.20682128,31,12,8.06
3987,Plocamium,nonccm,Low,4,Dark2,Dark,601,HCO3,20.06236458,31,12,8.06
3988,Plocamium,nonccm,Low,4,Dark2,Dark,615,HCO3,20.17303964,31,12,8.06
3989,Plocamium,nonccm,Low,4,Dark2,Dark,630,HCO3,20.55197506,31,12,8.06
3990,Plocamium,nonccm,Low,4,Dark2,Dark,644,HCO3,20.37076267,31,12,8.06
3991,Plocamium,nonccm,Low,4,Dark2,Dark,658,HCO3,20.3210082,31,12,8.06
3992,Plocamium,nonccm,Low,4,Dark2,Dark,672,HCO3,20.35113637,31,12,8.06
3993,Plocamium,nonccm,Low,4,Dark2,Dark,686,HCO3,20.28556251,31,12,8.06
3994,Plocamium,nonccm,Low,4,Dark2,Dark,700,HCO3,20.62804741,31,12,8.06
3995,Plocamium,nonccm,Low,4,Dark2,Dark,715,HCO3,20.40601784,31,12,8.06
3996,Plocamium,nonccm,Low,4,Dark2,Dark,729,HCO3,20.53606631,31,12,8.06
3997,Plocamium,nonccm,Low,4,Dark2,Dark,743,HCO3,20.61939336,31,12,8.06
3998,Plocamium,nonccm,Low,4,Dark2,Dark,757,HCO3,20.45067395,31,12,8.06
3999,Plocamium,nonccm,Low,4,Dark2,Dark,771,HCO3,20.41446115,31,12,8.06
4000,Plocamium,nonccm,Low,4,Dark2,Dark,785,HCO3,20.47770838,31,12,8.06
4001,Plocamium,nonccm,Low,4,Dark2,Dark,799,HCO3,20.44448984,31,12,8.06
4002,Plocamium,nonccm,Low,4,Dark2,Dark,813,HCO3,20.41029851,31,12,8.06
4003,Plocamium,nonccm,Low,4,Dark2,Dark,827,HCO3,20.53750781,31,12,8.06
4004,Pyropia,ccm,High,4,Dark1,Dark,350,HCO3,23.75159556,31,12,8.02
4005,Pyropia,ccm,High,4,Dark1,Dark,364,HCO3,23.82601311,31,12,8.02
4006,Pyropia,ccm,High,4,Dark1,Dark,378,HCO3,24.55920843,31,12,8.02
4007,Pyropia,ccm,High,4,Dark1,Dark,391,HCO3,24.47761312,31,12,8.02
4008,Pyropia,ccm,High,4,Dark1,Dark,405,HCO3,24.18785948,31,12,8.02
4009,Pyropia,ccm,High,4,Dark1,Dark,419,HCO3,24.46582303,31,12,8.02
4010,Pyropia,ccm,High,4,Dark1,Dark,433,HCO3,24.30725154,31,12,8.02
4011,Pyropia,ccm,High,4,Dark1,Dark,447,HCO3,24.35809229,31,12,8.02
4012,Pyropia,ccm,High,4,Dark1,Dark,461,HCO3,24.62299997,31,12,8.01
4013,Pyropia,ccm,High,4,Dark1,Dark,475,HCO3,24.58774269,31,12,8.01
4014,Pyropia,ccm,High,4,Dark1,Dark,489,HCO3,24.80264362,31,12,8.01
4015,Pyropia,ccm,High,4,Dark1,Dark,504,HCO3,25.04055009,31,12,8.01
4016,Pyropia,ccm,High,4,Dark1,Dark,517,HCO3,24.84166023,31,12,8.01
4017,Pyropia,ccm,High,4,Dark1,Dark,531,HCO3,24.7288668,31,12,8.01
4018,Pyropia,ccm,High,4,Dark1,Dark,545,HCO3,25.16170191,31,12,8.01
4019,Pyropia,ccm,High,4,Dark1,Dark,559,HCO3,24.8443491,31,12,8.01
4020,Pyropia,ccm,High,4,Dark1,Dark,573,HCO3,24.97480255,31,12,8.01
4021,Pyropia,ccm,High,4,Dark1,Dark,587,HCO3,25.07197169,31,12,8.01
4022,Pyropia,ccm,High,4,Dark1,Dark,601,HCO3,24.72672928,31,12,8.01
4023,Pyropia,ccm,High,4,Dark1,Dark,615,HCO3,24.8675616,31,12,8.01
4024,Pyropia,ccm,High,4,Dark1,Dark,629,HCO3,24.81341946,31,12,8.01
4025,Pyropia,ccm,High,4,Dark1,Dark,644,HCO3,25.16433819,31,12,8.01
4026,Pyropia,ccm,High,4,Dark1,Dark,658,HCO3,25.19797197,31,12,8.01
4027,Pyropia,ccm,High,4,Light1,Light,226,HCO3,19.7128961,31,12,8.05
4028,Pyropia,ccm,High,4,Light1,Light,240,HCO3,19.61648435,31,12,8.05
4029,Pyropia,ccm,High,4,Light1,Light,254,HCO3,19.25292686,31,12,8.06
4030,Pyropia,ccm,High,4,Light1,Light,268,HCO3,18.99009698,31,12,8.06
4031,Pyropia,ccm,High,4,Light1,Light,282,HCO3,18.62980546,31,12,8.07
4032,Pyropia,ccm,High,4,Light1,Light,296,HCO3,18.21906567,31,12,8.07
4033,Pyropia,ccm,High,4,Light1,Light,310,HCO3,18.0227675,31,12,8.07
4034,Pyropia,ccm,High,4,Light1,Light,324,HCO3,17.32432564,31,12,8.08
4035,Pyropia,ccm,High,4,Light1,Light,338,HCO3,17.08234454,31,12,8.08
4036,Pyropia,ccm,High,4,Light1,Light,352,HCO3,16.95820181,31,12,8.09
4037,Pyropia,ccm,High,4,Light1,Light,366,HCO3,16.4656623,31,12,8.09
4038,Pyropia,ccm,High,4,Light1,Light,380,HCO3,16.12183041,31,12,8.09
4039,Pyropia,ccm,High,4,Light1,Light,394,HCO3,15.71739647,31,12,8.1
4040,Pyropia,ccm,High,4,Light1,Light,408,HCO3,15.69250365,31,12,8.1
4041,Pyropia,ccm,High,4,Light1,Light,422,HCO3,14.98652787,31,12,8.11
4042,Pyropia,ccm,High,4,Light1,Light,436,HCO3,14.96904134,31,12,8.11
4043,Pyropia,ccm,High,4,Light1,Light,451,HCO3,14.60493244,31,12,8.12
4044,Pyropia,ccm,High,4,Light1,Light,464,HCO3,14.21683535,31,12,8.12
4045,Pyropia,ccm,High,4,Light1,Light,478,HCO3,13.86728961,31,12,8.13
4046,Pyropia,ccm,High,4,Light1,Light,493,HCO3,13.599856,31,12,8.13
4047,Pyropia,ccm,High,4,Light1,Light,507,HCO3,13.26148866,31,12,8.14
4048,Pyropia,ccm,High,4,Light1,Light,520,HCO3,12.79455348,31,12,8.14
4049,Pyropia,ccm,High,4,Light1,Light,534,HCO3,12.58078469,31,12,8.15
4050,Pyropia,ccm,High,4,Light1,Light,548,HCO3,12.33803039,31,12,8.15
4051,Pyropia,ccm,High,4,Light1,Light,562,HCO3,12.24522164,31,12,8.16
4052,Pyropia,ccm,High,4,Light1,Light,576,HCO3,11.81944963,31,12,8.16
4053,Pyropia,ccm,High,4,Light1,Light,590,HCO3,11.42356316,31,12,8.17
4054,Pyropia,ccm,High,4,Light1,Light,605,HCO3,11.27982201,31,12,8.17
4055,Pyropia,ccm,High,4,Dark2,Dark,28,HCO3,10.49726659,31,12,8.19
4056,Pyropia,ccm,High,4,Dark2,Dark,42,HCO3,10.47570511,31,12,8.19
4057,Pyropia,ccm,High,4,Dark2,Dark,57,HCO3,10.54105348,31,12,8.19
4058,Pyropia,ccm,High,4,Dark2,Dark,70,HCO3,10.74136614,31,12,8.19
4059,Pyropia,ccm,High,4,Dark2,Dark,85,HCO3,10.63244723,31,12,8.19
4060,Pyropia,ccm,High,4,Dark2,Dark,98,HCO3,10.61022626,31,12,8.2
4061,Pyropia,ccm,High,4,Dark2,Dark,112,HCO3,10.67075272,31,12,8.2
4062,Pyropia,ccm,High,4,Dark2,Dark,126,HCO3,10.69455169,31,12,8.2
4063,Pyropia,ccm,High,4,Dark2,Dark,141,HCO3,10.65095527,31,12,8.2
4064,Pyropia,ccm,High,4,Dark2,Dark,155,HCO3,10.67384596,31,12,8.2
4065,Pyropia,ccm,High,4,Dark2,Dark,169,HCO3,10.64388275,31,12,8.2
4066,Pyropia,ccm,High,4,Dark2,Dark,183,HCO3,10.87563322,31,12,8.2
4067,Pyropia,ccm,High,4,Dark2,Dark,197,HCO3,10.82702892,31,12,8.2
4068,Pyropia,ccm,High,4,Dark2,Dark,211,HCO3,10.89396523,31,12,8.2
4069,Pyropia,ccm,High,4,Dark2,Dark,225,HCO3,10.97035931,31,12,8.2
4070,Pyropia,ccm,High,4,Dark2,Dark,239,HCO3,10.80771858,31,12,8.2
4071,Pyropia,ccm,High,4,Dark2,Dark,253,HCO3,10.98237955,31,12,8.2
4072,Pyropia,ccm,High,4,Dark2,Dark,266,HCO3,10.925956,31,12,8.2
4073,Pyropia,ccm,High,4,Dark2,Dark,280,HCO3,11.04606271,31,12,8.2
4074,Pyropia,ccm,High,4,Dark2,Dark,294,HCO3,11.02589684,31,12,8.2
4075,Pyropia,ccm,High,4,Dark2,Dark,308,HCO3,11.03209653,31,12,8.2
4076,Pyropia,ccm,High,4,Dark2,Dark,322,HCO3,11.05135577,31,12,8.2
4077,Pyropia,ccm,High,4,Dark2,Dark,336,HCO3,10.96542726,31,12,8.2
4078,Pyropia,ccm,High,4,Dark2,Dark,350,HCO3,10.94217226,31,12,8.2
4079,Pyropia,ccm,High,4,Dark2,Dark,364,HCO3,10.96007569,31,12,8.2
4080,Pyropia,ccm,High,4,Dark2,Dark,378,HCO3,11.07539041,31,12,8.19
4081,Opuntiella,nonccm,Low,4,Dark1,Dark,338,HCO3,24.55785562,31,12,7.99
4082,Opuntiella,nonccm,Low,4,Dark1,Dark,351,HCO3,24.91530484,31,12,7.99
4083,Opuntiella,nonccm,Low,4,Dark1,Dark,365,HCO3,24.63647153,31,12,7.99
4084,Opuntiella,nonccm,Low,4,Dark1,Dark,379,HCO3,24.92895271,31,12,7.99
4085,Opuntiella,nonccm,Low,4,Dark1,Dark,393,HCO3,24.83935662,31,12,7.99
4086,Opuntiella,nonccm,Low,4,Dark1,Dark,407,HCO3,24.69086915,31,12,7.99
4087,Opuntiella,nonccm,Low,4,Dark1,Dark,421,HCO3,25.11358907,31,12,7.99
4088,Opuntiella,nonccm,Low,4,Dark1,Dark,435,HCO3,25.13260631,31,12,7.99
4089,Opuntiella,nonccm,Low,4,Dark1,Dark,449,HCO3,24.99687238,31,12,7.99
4090,Opuntiella,nonccm,Low,4,Dark1,Dark,463,HCO3,25.08212435,31,12,7.99
4091,Opuntiella,nonccm,Low,4,Dark1,Dark,477,HCO3,25.20326678,31,12,7.99
4092,Opuntiella,nonccm,Low,4,Dark1,Dark,490,HCO3,25.10433634,31,12,7.99
4093,Opuntiella,nonccm,Low,4,Dark1,Dark,505,HCO3,24.93965065,31,12,7.99
4094,Opuntiella,nonccm,Low,4,Dark1,Dark,519,HCO3,25.31200932,31,12,7.99
4095,Opuntiella,nonccm,Low,4,Dark1,Dark,533,HCO3,25.00497405,31,12,7.99
4096,Opuntiella,nonccm,Low,4,Dark1,Dark,547,HCO3,25.46419142,31,12,7.99
4097,Opuntiella,nonccm,Low,4,Dark1,Dark,561,HCO3,25.3890389,31,12,7.99
4098,Opuntiella,nonccm,Low,4,Dark1,Dark,575,HCO3,25.40968157,31,12,7.99
4099,Opuntiella,nonccm,Low,4,Dark1,Dark,589,HCO3,25.49284734,31,12,7.99
4100,Opuntiella,nonccm,Low,4,Dark1,Dark,602,HCO3,25.67292195,31,12,7.99
4101,Opuntiella,nonccm,Low,4,Dark1,Dark,616,HCO3,25.60469963,31,12,7.99
4102,Opuntiella,nonccm,Low,4,Dark1,Dark,630,HCO3,25.28604488,31,12,7.99
4103,Opuntiella,nonccm,Low,4,Light1,Light,266,HCO3,24.25532125,31,12,8.02
4104,Opuntiella,nonccm,Low,4,Light1,Light,280,HCO3,24.01721492,31,12,8.02
4105,Opuntiella,nonccm,Low,4,Light1,Light,294,HCO3,23.79252199,31,12,8.02
4106,Opuntiella,nonccm,Low,4,Light1,Light,308,HCO3,24.21506074,31,12,8.02
4107,Opuntiella,nonccm,Low,4,Light1,Light,322,HCO3,23.88302679,31,12,8.02
4108,Opuntiella,nonccm,Low,4,Light1,Light,336,HCO3,23.75905121,31,12,8.02
4109,Opuntiella,nonccm,Low,4,Light1,Light,350,HCO3,24.00004321,31,12,8.02
4110,Opuntiella,nonccm,Low,4,Light1,Light,364,HCO3,24.06612059,31,12,8.02
4111,Opuntiella,nonccm,Low,4,Light1,Light,378,HCO3,23.65552105,31,12,8.02
4112,Opuntiella,nonccm,Low,4,Light1,Light,392,HCO3,23.73588447,31,12,8.02
4113,Opuntiella,nonccm,Low,4,Light1,Light,406,HCO3,23.46624922,31,12,8.02
4114,Opuntiella,nonccm,Low,4,Light1,Light,420,HCO3,23.59308745,31,12,8.03
4115,Opuntiella,nonccm,Low,4,Light1,Light,435,HCO3,23.55664272,31,12,8.03
4116,Opuntiella,nonccm,Low,4,Light1,Light,448,HCO3,23.50663828,31,12,8.03
4117,Opuntiella,nonccm,Low,4,Light1,Light,463,HCO3,23.21728403,31,12,8.03
4118,Opuntiella,nonccm,Low,4,Light1,Light,477,HCO3,23.16156933,31,12,8.03
4119,Opuntiella,nonccm,Low,4,Light1,Light,491,HCO3,23.32446205,31,12,8.03
4120,Opuntiella,nonccm,Low,4,Light1,Light,505,HCO3,23.02431012,31,12,8.03
4121,Opuntiella,nonccm,Low,4,Light1,Light,519,HCO3,22.99667617,31,12,8.03
4122,Opuntiella,nonccm,Low,4,Light1,Light,533,HCO3,22.96828571,31,12,8.03
4123,Opuntiella,nonccm,Low,4,Light1,Light,546,HCO3,22.73813933,31,12,8.03
4124,Opuntiella,nonccm,Low,4,Light1,Light,560,HCO3,22.83579406,31,12,8.03
4125,Opuntiella,nonccm,Low,4,Light1,Light,574,HCO3,22.92861014,31,12,8.03
4126,Opuntiella,nonccm,Low,4,Light1,Light,588,HCO3,22.91504026,31,12,8.03
4127,Opuntiella,nonccm,Low,4,Light1,Light,602,HCO3,22.74704996,31,12,8.03
4128,Opuntiella,nonccm,Low,4,Light1,Light,616,HCO3,22.50267121,31,12,8.04
4129,Opuntiella,nonccm,Low,4,Light1,Light,630,HCO3,22.48464721,31,12,8.04
4130,Opuntiella,nonccm,Low,4,Light1,Light,644,HCO3,22.39548734,31,12,8.04
4131,Opuntiella,nonccm,Low,4,Light1,Light,658,HCO3,22.44820706,31,12,8.04
4132,Opuntiella,nonccm,Low,4,Light1,Light,672,HCO3,22.05765108,31,12,8.04
4133,Opuntiella,nonccm,Low,4,Light1,Light,686,HCO3,22.26484337,31,12,8.04
4134,Opuntiella,nonccm,Low,4,Light1,Light,699,HCO3,22.19700195,31,12,8.04
4135,Opuntiella,nonccm,Low,4,Light1,Light,713,HCO3,22.06684701,31,12,8.05
4136,Opuntiella,nonccm,Low,4,Light1,Light,727,HCO3,21.77675078,31,12,8.05
4137,Opuntiella,nonccm,Low,4,Dark2,Dark,238,HCO3,22.33645423,31,12,8.04
4138,Opuntiella,nonccm,Low,4,Dark2,Dark,252,HCO3,22.54348424,31,12,8.04
4139,Opuntiella,nonccm,Low,4,Dark2,Dark,266,HCO3,22.54237201,31,12,8.04
4140,Opuntiella,nonccm,Low,4,Dark2,Dark,280,HCO3,22.8006305,31,12,8.03
4141,Opuntiella,nonccm,Low,4,Dark2,Dark,294,HCO3,22.64823253,31,12,8.03
4142,Opuntiella,nonccm,Low,4,Dark2,Dark,308,HCO3,22.64539433,31,12,8.03
4143,Opuntiella,nonccm,Low,4,Dark2,Dark,321,HCO3,22.82337672,31,12,8.03
4144,Opuntiella,nonccm,Low,4,Dark2,Dark,335,HCO3,22.53677267,31,12,8.03
4145,Opuntiella,nonccm,Low,4,Dark2,Dark,350,HCO3,22.67222607,31,12,8.03
4146,Opuntiella,nonccm,Low,4,Dark2,Dark,363,HCO3,22.79562769,31,12,8.03
4147,Opuntiella,nonccm,Low,4,Dark2,Dark,378,HCO3,22.64456165,31,12,8.03
4148,Opuntiella,nonccm,Low,4,Dark2,Dark,392,HCO3,22.76210552,31,12,8.02
4149,Opuntiella,nonccm,Low,4,Dark2,Dark,405,HCO3,22.98175233,31,12,8.02
4150,Opuntiella,nonccm,Low,4,Dark2,Dark,419,HCO3,23.33039205,31,12,8.02
4151,Opuntiella,nonccm,Low,4,Dark2,Dark,433,HCO3,23.00181311,31,12,8.02
4152,Opuntiella,nonccm,Low,4,Dark2,Dark,447,HCO3,23.0161754,31,12,8.02
4153,Opuntiella,nonccm,Low,4,Dark2,Dark,461,HCO3,23.27083158,31,12,8.02
4154,Opuntiella,nonccm,Low,4,Dark2,Dark,474,HCO3,23.68767014,31,12,8.02
4155,Opuntiella,nonccm,Low,4,Dark2,Dark,488,HCO3,23.47093612,31,12,8.02
4156,Opuntiella,nonccm,Low,4,Dark2,Dark,502,HCO3,23.77265777,31,12,8.02
4157,Opuntiella,nonccm,Low,4,Dark2,Dark,516,HCO3,23.50076549,31,12,8.02
4158,Opuntiella,nonccm,Low,4,Dark2,Dark,530,HCO3,23.67202216,31,12,8.01
4159,Opuntiella,nonccm,Low,4,Dark2,Dark,544,HCO3,23.80779567,31,12,8.01
