number,genus,metabolism,treatment,rep,run,seconds,O2_mM,HCO3_mM,CO2_mM,DIC_mM,CO2_12_mM,CO2_13_mM,salinity,temperature,pH,K1a,K2a,K1b,K2b,K1,K2,H,K1_HCO3,K2_HCO3
2007,Osmundea,ccm,Low,2,Dark,772,10.87,382.81,25.93,408.74,25.21,0.72,31,12,8.03,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.33E-09,1.16E-02,5.61E-02
2008,Osmundea,ccm,Low,2,Dark,786,10.70,384.26,26.03,410.29,25.33,0.70,31,12,8.03,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.33E-09,1.16E-02,5.61E-02
2009,Osmundea,ccm,Low,2,Dark,800,10.28,383.31,25.96,409.28,25.25,0.71,31,12,8.03,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.33E-09,1.16E-02,5.61E-02
2010,Osmundea,ccm,Low,2,Light,407,11.63,419.29,27.18,446.47,26.41,0.77,31,12,8.00,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.00E-08,1.25E-02,5.24E-02
2011,Osmundea,ccm,Low,2,Light,421,11.85,414.00,26.84,440.84,26.12,0.72,31,12,8.00,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.00E-08,1.25E-02,5.24E-02
2012,Osmundea,ccm,Low,2,Light,435,11.66,410.45,26.61,437.05,25.84,0.77,31,12,8.00,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.00E-08,1.25E-02,5.24E-02
2013,Osmundea,ccm,Low,2,Light,449,11.74,417.34,27.05,444.40,26.27,0.79,31,12,8.00,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.00E-08,1.25E-02,5.24E-02
2014,Osmundea,ccm,Low,2,Light,463,11.72,419.45,27.19,446.64,26.43,0.76,31,12,8.00,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.00E-08,1.25E-02,5.24E-02
2015,Osmundea,ccm,Low,2,Light,477,11.72,404.85,26.62,431.47,25.89,0.73,31,12,8.01,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.77E-09,1.22E-02,5.36E-02
2016,Osmundea,ccm,Low,2,Light,491,11.48,401.00,26.37,427.37,25.63,0.74,31,12,8.01,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.77E-09,1.22E-02,5.36E-02
2017,Osmundea,ccm,Low,2,Light,505,11.98,401.83,26.42,428.26,25.68,0.74,31,12,8.01,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.77E-09,1.22E-02,5.36E-02
2018,Osmundea,ccm,Low,2,Light,519,11.96,403.46,26.53,429.99,25.81,0.72,31,12,8.01,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.77E-09,1.22E-02,5.36E-02
2019,Osmundea,ccm,Low,2,Light,533,12.44,410.49,26.99,437.48,26.25,0.75,31,12,8.01,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.77E-09,1.22E-02,5.36E-02
2020,Osmundea,ccm,Low,2,Light,547,12.12,403.42,26.53,429.95,25.77,0.75,31,12,8.01,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.77E-09,1.22E-02,5.36E-02
2021,Osmundea,ccm,Low,2,Light,561,12.06,402.08,26.44,428.52,25.76,0.68,31,12,8.01,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.77E-09,1.22E-02,5.36E-02
2022,Osmundea,ccm,Low,2,Light,575,11.95,401.31,26.39,427.69,25.63,0.76,31,12,8.01,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.77E-09,1.22E-02,5.36E-02
2023,Osmundea,ccm,Low,2,Light,589,12.31,403.55,26.54,430.09,25.78,0.75,31,12,8.01,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.77E-09,1.22E-02,5.36E-02
2024,Osmundea,ccm,Low,2,Light,603,12.33,405.94,26.69,432.64,25.92,0.78,31,12,8.01,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.77E-09,1.22E-02,5.36E-02
2025,Osmundea,ccm,Low,2,Light,618,11.85,402.82,26.49,429.31,25.75,0.74,31,12,8.01,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.77E-09,1.22E-02,5.36E-02
2026,Osmundea,ccm,Low,2,Light,631,12.54,404.55,26.60,431.16,25.85,0.75,31,12,8.01,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.77E-09,1.22E-02,5.36E-02
2027,Osmundea,ccm,Low,2,Light,645,11.76,395.81,26.03,421.84,25.27,0.76,31,12,8.01,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.77E-09,1.22E-02,5.36E-02
2028,Osmundea,ccm,Low,2,Light,659,11.92,402.27,26.45,428.72,25.70,0.75,31,12,8.01,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.77E-09,1.22E-02,5.36E-02
2029,Osmundea,ccm,Low,2,Light,673,12.11,398.41,26.20,424.61,25.50,0.70,31,12,8.01,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.77E-09,1.22E-02,5.36E-02
2030,Osmundea,ccm,Low,2,Light,688,11.88,398.33,26.19,424.52,25.46,0.73,31,12,8.01,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.77E-09,1.22E-02,5.36E-02
2031,Osmundea,ccm,Low,2,Light,701,11.58,400.12,26.31,426.43,25.57,0.74,31,12,8.01,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.77E-09,1.22E-02,5.36E-02
2032,Osmundea,ccm,Low,2,Light,715,12.08,399.64,26.28,425.92,25.51,0.77,31,12,8.01,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.77E-09,1.22E-02,5.36E-02
2033,Osmundea,ccm,Low,2,Light,729,11.70,398.75,26.22,424.97,25.46,0.77,31,12,8.01,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.77E-09,1.22E-02,5.36E-02
2034,Osmundea,ccm,Low,2,Light,743,11.48,393.67,25.89,419.56,25.16,0.72,31,12,8.01,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.77E-09,1.22E-02,5.36E-02
2035,Osmundea,ccm,Low,2,Light,757,11.91,406.83,26.75,433.59,26.01,0.74,31,12,8.01,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.77E-09,1.22E-02,5.36E-02
2036,Osmundea,ccm,Low,2,Light,771,12.21,396.19,26.05,422.24,25.31,0.74,31,12,8.01,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.77E-09,1.22E-02,5.36E-02
2037,Osmundea,ccm,Low,2,Light,785,11.94,397.19,26.12,423.31,25.36,0.76,31,12,8.01,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.77E-09,1.22E-02,5.36E-02
2038,Osmundea,ccm,Low,2,Light,799,12.16,393.50,25.88,419.37,25.17,0.71,31,12,8.01,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.77E-09,1.22E-02,5.36E-02
2039,Osmundea,ccm,Low,2,Light,813,11.82,394.26,25.93,420.19,25.17,0.75,31,12,8.01,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.77E-09,1.22E-02,5.36E-02
2040,Osmundea,ccm,Low,2,Light,827,11.83,397.13,26.12,423.25,25.41,0.70,31,12,8.01,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.77E-09,1.22E-02,5.36E-02
2041,Osmundea,ccm,Low,2,Light,841,11.88,394.60,25.95,420.55,25.23,0.71,31,12,8.01,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.77E-09,1.22E-02,5.36E-02
2042,Osmundea,ccm,Low,2,Light,855,11.89,399.08,26.24,425.33,25.51,0.73,31,12,8.01,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.77E-09,1.22E-02,5.36E-02
2043,Osmundea,ccm,Low,2,Light,869,12.09,397.36,26.13,423.49,25.42,0.71,31,12,8.01,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.77E-09,1.22E-02,5.36E-02
2044,Osmundea,ccm,Low,2,Light,883,11.92,395.43,26.00,421.43,25.30,0.70,31,12,8.01,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.77E-09,1.22E-02,5.36E-02
2045,Osmundea,ccm,Low,2,Light,897,11.89,393.84,25.90,419.74,25.18,0.72,31,12,8.01,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.77E-09,1.22E-02,5.36E-02
2046,Osmundea,ccm,Low,2,Light,912,12.00,390.09,25.65,415.74,24.92,0.73,31,12,8.01,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.77E-09,1.22E-02,5.36E-02
2047,Osmundea,ccm,Low,2,Light,926,11.93,392.55,25.81,418.37,25.11,0.71,31,12,8.01,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.77E-09,1.22E-02,5.36E-02
2048,Osmundea,ccm,Low,2,Light,940,11.93,394.21,25.92,420.13,25.22,0.70,31,12,8.01,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.77E-09,1.22E-02,5.36E-02
2049,Osmundea,ccm,Low,2,Light,953,12.09,393.83,25.90,419.73,25.22,0.68,31,12,8.01,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.77E-09,1.22E-02,5.36E-02
2050,Osmundea,ccm,Low,2,Light,967,12.17,393.04,25.85,418.88,25.13,0.71,31,12,8.01,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.77E-09,1.22E-02,5.36E-02
2051,Osmundea,ccm,Low,2,Light,981,11.84,390.92,25.71,416.63,24.96,0.75,31,12,8.01,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.77E-09,1.22E-02,5.36E-02
2052,Osmundea,ccm,Low,2,Light,995,11.77,394.31,25.93,420.24,25.22,0.71,31,12,8.01,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.77E-09,1.22E-02,5.36E-02
2053,Osmundea,ccm,Low,2,Light,1009,11.78,388.92,25.58,414.49,24.85,0.72,31,12,8.01,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.77E-09,1.22E-02,5.36E-02
2054,Osmundea,ccm,Low,2,Light,1023,11.67,383.77,25.61,409.38,24.91,0.70,31,12,8.02,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.55E-09,1.19E-02,5.48E-02
2055,Osmundea,ccm,Low,2,Light,1038,11.83,381.81,25.48,407.29,24.78,0.70,31,12,8.02,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.55E-09,1.19E-02,5.48E-02
2056,Osmundea,ccm,Low,2,Light,1051,12.39,386.30,25.78,412.08,25.07,0.71,31,12,8.02,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.55E-09,1.19E-02,5.48E-02
2057,Osmundea,ccm,Low,2,Light,1066,12.08,381.81,25.48,407.29,24.81,0.66,31,12,8.02,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.55E-09,1.19E-02,5.48E-02
2058,Osmundea,ccm,Low,2,Light,1080,11.87,383.13,25.57,408.70,24.81,0.76,31,12,8.02,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.55E-09,1.19E-02,5.48E-02
2059,Osmundea,ccm,Low,2,Light,1094,11.99,377.16,25.17,402.32,24.44,0.73,31,12,8.02,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.55E-09,1.19E-02,5.48E-02
2060,Osmundea,ccm,Low,2,Light,1108,12.08,386.29,25.78,412.07,25.03,0.74,31,12,8.02,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.55E-09,1.19E-02,5.48E-02
2061,Osmundea,ccm,Low,2,Light,1122,12.20,378.45,25.25,403.71,24.55,0.71,31,12,8.02,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.55E-09,1.19E-02,5.48E-02
2062,Osmundea,ccm,Low,2,Light,1136,12.07,374.49,24.99,399.48,24.32,0.67,31,12,8.02,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.55E-09,1.19E-02,5.48E-02
2063,Osmundea,ccm,Low,2,Light,1150,11.91,382.04,25.49,407.53,24.77,0.72,31,12,8.02,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.55E-09,1.19E-02,5.48E-02
2064,Osmundea,ccm,Low,2,Light,1164,12.25,378.17,25.24,403.41,24.54,0.70,31,12,8.02,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.55E-09,1.19E-02,5.48E-02
2065,Osmundea,ccm,Low,2,Light,1178,12.27,379.50,25.32,404.82,24.60,0.72,31,12,8.02,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.55E-09,1.19E-02,5.48E-02
2066,Osmundea,ccm,Low,2,Light,1192,12.36,378.47,25.26,403.73,24.55,0.71,31,12,8.02,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.55E-09,1.19E-02,5.48E-02
2067,Osmundea,ccm,Low,2,Light,1206,12.26,377.46,25.19,402.65,24.52,0.67,31,12,8.02,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.55E-09,1.19E-02,5.48E-02
2068,Osmundea,ccm,Low,2,Light,1221,12.51,380.20,25.37,405.57,24.67,0.70,31,12,8.02,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.55E-09,1.19E-02,5.48E-02
2069,Osmundea,ccm,Low,3,Dark,226,10.01,366.21,23.09,389.30,22.46,0.63,31,12,7.98,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.05E-08,1.30E-02,5.00E-02
2070,Osmundea,ccm,Low,3,Dark,237,10.13,366.83,23.13,389.96,22.50,0.63,31,12,7.98,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.05E-08,1.30E-02,5.00E-02
2071,Osmundea,ccm,Low,3,Dark,247,10.17,369.97,23.33,393.30,22.69,0.64,31,12,7.98,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.05E-08,1.30E-02,5.00E-02
2072,Osmundea,ccm,Low,3,Dark,258,9.83,366.52,23.11,389.63,22.49,0.62,31,12,7.98,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.05E-08,1.30E-02,5.00E-02
2073,Osmundea,ccm,Low,3,Dark,268,9.82,367.81,23.19,391.00,22.56,0.63,31,12,7.98,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.05E-08,1.30E-02,5.00E-02
2074,Osmundea,ccm,Low,3,Dark,278,10.15,368.81,23.26,392.07,22.62,0.64,31,12,7.98,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.05E-08,1.30E-02,5.00E-02
2075,Osmundea,ccm,Low,3,Dark,288,9.87,373.06,23.52,396.58,22.89,0.63,31,12,7.98,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.05E-08,1.30E-02,5.00E-02
2076,Osmundea,ccm,Low,3,Dark,298,9.94,374.88,23.64,398.52,23.00,0.63,31,12,7.98,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.05E-08,1.30E-02,5.00E-02
2077,Osmundea,ccm,Low,3,Dark,308,10.28,369.49,23.30,392.79,22.66,0.64,31,12,7.98,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.05E-08,1.30E-02,5.00E-02
2078,Osmundea,ccm,Low,3,Dark,318,9.99,369.80,23.32,393.12,22.69,0.63,31,12,7.98,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.05E-08,1.30E-02,5.00E-02
2079,Osmundea,ccm,Low,3,Dark,328,9.91,371.52,23.43,394.95,22.79,0.63,31,12,7.98,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.05E-08,1.30E-02,5.00E-02
2080,Osmundea,ccm,Low,3,Dark,338,9.95,371.10,23.40,394.50,22.77,0.63,31,12,7.98,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.05E-08,1.30E-02,5.00E-02
2081,Osmundea,ccm,Low,3,Dark,349,9.73,373.82,23.57,397.39,22.94,0.63,31,12,7.98,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.05E-08,1.30E-02,5.00E-02
2082,Osmundea,ccm,Low,3,Dark,359,10.17,372.71,23.50,396.22,22.87,0.64,31,12,7.98,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.05E-08,1.30E-02,5.00E-02
2083,Osmundea,ccm,Low,3,Dark,369,10.27,372.45,23.48,395.93,22.84,0.64,31,12,7.98,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.05E-08,1.30E-02,5.00E-02
2084,Osmundea,ccm,Low,3,Dark,379,10.32,374.96,23.64,398.60,23.00,0.64,31,12,7.98,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.05E-08,1.30E-02,5.00E-02
2085,Osmundea,ccm,Low,3,Dark,390,9.58,375.31,23.66,398.98,23.04,0.63,31,12,7.98,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.05E-08,1.30E-02,5.00E-02
2086,Osmundea,ccm,Low,3,Dark,400,9.91,375.86,23.70,399.56,23.07,0.63,31,12,7.98,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.05E-08,1.30E-02,5.00E-02
2087,Osmundea,ccm,Low,3,Dark,410,10.12,378.61,23.87,402.48,23.23,0.64,31,12,7.98,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.05E-08,1.30E-02,5.00E-02
2088,Osmundea,ccm,Low,3,Dark,420,10.08,373.58,23.56,397.13,22.92,0.64,31,12,7.98,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.05E-08,1.30E-02,5.00E-02
2089,Osmundea,ccm,Low,3,Dark,430,9.99,377.32,23.79,401.11,23.15,0.64,31,12,7.98,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.05E-08,1.30E-02,5.00E-02
2090,Osmundea,ccm,Low,3,Dark,440,9.83,376.35,23.73,400.08,23.09,0.64,31,12,7.98,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.05E-08,1.30E-02,5.00E-02
2091,Osmundea,ccm,Low,3,Dark,450,10.06,374.40,23.61,398.01,22.97,0.64,31,12,7.98,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.05E-08,1.30E-02,5.00E-02
2092,Osmundea,ccm,Low,3,Dark,460,10.01,377.68,23.81,401.50,23.18,0.64,31,12,7.98,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.05E-08,1.30E-02,5.00E-02
2093,Osmundea,ccm,Low,3,Dark,470,10.00,378.34,23.86,402.19,23.22,0.64,31,12,7.98,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.05E-08,1.30E-02,5.00E-02
2094,Osmundea,ccm,Low,3,Dark,480,9.98,376.88,23.76,400.65,23.13,0.63,31,12,7.98,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.05E-08,1.30E-02,5.00E-02
2095,Osmundea,ccm,Low,3,Dark,490,10.05,378.10,23.84,401.94,23.20,0.64,31,12,7.98,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.05E-08,1.30E-02,5.00E-02
2096,Osmundea,ccm,Low,3,Dark,501,9.86,376.93,23.77,400.70,23.13,0.64,31,12,7.98,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.05E-08,1.30E-02,5.00E-02
2097,Osmundea,ccm,Low,3,Dark,511,9.82,370.04,23.33,393.38,22.70,0.63,31,12,7.98,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.05E-08,1.30E-02,5.00E-02
2098,Osmundea,ccm,Low,3,Dark,521,9.74,378.58,23.87,402.45,23.24,0.63,31,12,7.98,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.05E-08,1.30E-02,5.00E-02
2099,Osmundea,ccm,Low,3,Dark,531,9.75,377.67,23.81,401.49,23.18,0.63,31,12,7.98,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.05E-08,1.30E-02,5.00E-02
2100,Osmundea,ccm,Low,3,Dark,541,9.54,380.15,23.97,404.12,23.34,0.63,31,12,7.98,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.05E-08,1.30E-02,5.00E-02
2101,Osmundea,ccm,Low,3,Dark,551,9.64,378.37,23.86,402.23,23.23,0.63,31,12,7.98,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.05E-08,1.30E-02,5.00E-02
2102,Osmundea,ccm,Low,3,Dark,561,9.57,382.51,24.12,406.62,23.49,0.63,31,12,7.98,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.05E-08,1.30E-02,5.00E-02
2103,Osmundea,ccm,Low,3,Light,195,10.85,384.19,23.90,408.10,23.25,0.66,31,12,7.97,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.07E-08,1.33E-02,4.89E-02
2104,Osmundea,ccm,Low,3,Light,206,10.63,385.98,24.02,409.99,23.36,0.66,31,12,7.97,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.07E-08,1.33E-02,4.89E-02
2105,Osmundea,ccm,Low,3,Light,216,10.18,380.06,23.65,403.71,23.00,0.65,31,12,7.97,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.07E-08,1.33E-02,4.89E-02
2106,Osmundea,ccm,Low,3,Light,226,10.78,386.37,24.04,410.41,23.38,0.66,31,12,7.97,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.07E-08,1.33E-02,4.89E-02
2107,Osmundea,ccm,Low,3,Light,237,10.59,381.33,23.73,405.06,23.07,0.66,31,12,7.97,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.07E-08,1.33E-02,4.89E-02
2108,Osmundea,ccm,Low,3,Light,247,10.77,382.28,23.79,406.07,23.13,0.66,31,12,7.97,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.07E-08,1.33E-02,4.89E-02
2109,Osmundea,ccm,Low,3,Light,257,10.68,381.97,23.77,405.74,23.11,0.65,31,12,7.97,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.07E-08,1.33E-02,4.89E-02
2110,Osmundea,ccm,Low,3,Light,267,10.61,381.83,23.76,405.59,23.10,0.65,31,12,7.97,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.07E-08,1.33E-02,4.89E-02
2111,Osmundea,ccm,Low,3,Light,278,10.20,381.37,23.73,405.10,23.08,0.65,31,12,7.97,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.07E-08,1.33E-02,4.89E-02
2112,Osmundea,ccm,Low,3,Light,288,10.22,380.77,23.69,404.46,23.05,0.65,31,12,7.97,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.07E-08,1.33E-02,4.89E-02
2113,Osmundea,ccm,Low,3,Light,298,10.50,385.50,23.99,409.49,23.33,0.65,31,12,7.97,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.07E-08,1.33E-02,4.89E-02
2114,Osmundea,ccm,Low,3,Light,308,10.72,379.15,23.59,402.74,22.93,0.66,31,12,7.97,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.07E-08,1.33E-02,4.89E-02
2115,Osmundea,ccm,Low,3,Light,318,10.41,380.60,23.68,404.28,23.03,0.65,31,12,7.97,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.07E-08,1.33E-02,4.89E-02
2116,Osmundea,ccm,Low,3,Light,329,10.31,375.86,23.39,399.25,22.74,0.64,31,12,7.97,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.07E-08,1.33E-02,4.89E-02
2117,Osmundea,ccm,Low,3,Light,339,10.13,380.34,23.66,404.00,23.02,0.64,31,12,7.97,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.07E-08,1.33E-02,4.89E-02
2118,Osmundea,ccm,Low,3,Light,349,10.48,380.72,23.69,404.40,23.04,0.65,31,12,7.97,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.07E-08,1.33E-02,4.89E-02
