number,genus,metabolism,treatment,rep,run,seconds,O2_mM,HCO3_mM,CO2_mM,DIC_mM,CO2_12_mM,CO2_13_mM,salinity,temperature,pH,K1a,K2a,K1b,K2b,K1,K2,H,K1_HCO3,K2_HCO3
3740,Rhodymenia,nonccm,High,5,Dark,223,16.08,262.95,19.94,282.89,19.40,0.54,31,12,8.10,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,7.94E-09,9.90E-03,6.59E-02
3741,Rhodymenia,nonccm,High,5,Dark,237,16.08,263.23,19.96,283.19,19.42,0.54,31,12,8.10,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,7.94E-09,9.90E-03,6.59E-02
3742,Rhodymenia,nonccm,High,5,Dark,251,16.50,262.34,19.89,282.23,19.33,0.56,31,12,8.10,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,7.94E-09,9.90E-03,6.59E-02
3743,Rhodymenia,nonccm,High,5,Dark,265,16.22,264.86,20.08,284.95,19.52,0.56,31,12,8.10,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,7.94E-09,9.90E-03,6.59E-02
3744,Rhodymenia,nonccm,High,5,Dark,278,16.02,264.29,20.04,284.32,19.47,0.57,31,12,8.10,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,7.94E-09,9.90E-03,6.59E-02
3745,Rhodymenia,nonccm,High,5,Dark,292,15.50,265.77,20.15,285.92,19.59,0.56,31,12,8.10,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,7.94E-09,9.90E-03,6.59E-02
3746,Rhodymenia,nonccm,High,5,Dark,306,15.90,265.68,20.14,285.83,19.59,0.56,31,12,8.10,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,7.94E-09,9.90E-03,6.59E-02
3747,Rhodymenia,nonccm,High,5,Dark,320,15.07,266.45,20.20,286.65,19.64,0.56,31,12,8.10,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,7.94E-09,9.90E-03,6.59E-02
3748,Rhodymenia,nonccm,High,5,Dark,334,16.04,263.56,19.98,283.54,19.40,0.58,31,12,8.10,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,7.94E-09,9.90E-03,6.59E-02
3749,Rhodymenia,nonccm,High,5,Dark,347,16.01,267.43,20.28,287.70,19.72,0.56,31,12,8.10,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,7.94E-09,9.90E-03,6.59E-02
3750,Rhodymenia,nonccm,High,5,Dark,361,15.86,271.78,20.61,292.38,20.03,0.57,31,12,8.10,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,7.94E-09,9.90E-03,6.59E-02
3751,Rhodymenia,nonccm,High,5,Dark,375,15.72,267.63,20.29,287.92,19.72,0.57,31,12,8.10,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,7.94E-09,9.90E-03,6.59E-02
3752,Rhodymenia,nonccm,High,5,Dark,389,15.46,269.50,20.43,289.94,19.88,0.55,31,12,8.10,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,7.94E-09,9.90E-03,6.59E-02
3753,Rhodymenia,nonccm,High,5,Dark,403,15.40,267.82,20.31,288.13,19.75,0.56,31,12,8.10,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,7.94E-09,9.90E-03,6.59E-02
3754,Rhodymenia,nonccm,High,5,Dark,417,15.43,269.14,20.41,289.54,19.85,0.56,31,12,8.10,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,7.94E-09,9.90E-03,6.59E-02
3755,Rhodymenia,nonccm,High,5,Dark,431,15.10,267.76,20.30,288.06,19.74,0.56,31,12,8.10,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,7.94E-09,9.90E-03,6.59E-02
3756,Rhodymenia,nonccm,High,5,Dark,445,15.26,266.67,20.22,286.89,19.67,0.55,31,12,8.10,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,7.94E-09,9.90E-03,6.59E-02
3757,Rhodymenia,nonccm,High,5,Dark,460,14.96,270.10,20.48,290.58,19.92,0.56,31,12,8.10,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,7.94E-09,9.90E-03,6.59E-02
3758,Rhodymenia,nonccm,High,5,Dark,474,15.50,272.29,20.64,292.94,20.04,0.60,31,12,8.10,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,7.94E-09,9.90E-03,6.59E-02
3759,Rhodymenia,nonccm,High,5,Dark,488,14.81,267.61,20.29,287.90,19.72,0.57,31,12,8.10,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,7.94E-09,9.90E-03,6.59E-02
3760,Rhodymenia,nonccm,High,5,Dark,502,15.11,272.37,20.65,293.02,20.13,0.52,31,12,8.10,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,7.94E-09,9.90E-03,6.59E-02
3761,Rhodymenia,nonccm,High,5,Dark,517,14.80,270.33,20.50,290.82,19.95,0.54,31,12,8.10,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,7.94E-09,9.90E-03,6.59E-02
3762,Rhodymenia,nonccm,High,5,Dark,530,14.97,272.67,20.67,293.34,20.14,0.53,31,12,8.10,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,7.94E-09,9.90E-03,6.59E-02
3763,Rhodymenia,nonccm,High,5,Dark,544,14.87,272.45,20.66,293.11,20.09,0.56,31,12,8.10,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,7.94E-09,9.90E-03,6.59E-02
3764,Rhodymenia,nonccm,High,5,Dark,559,15.39,276.47,20.96,297.44,20.33,0.64,31,12,8.10,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,7.94E-09,9.90E-03,6.59E-02
3765,Rhodymenia,nonccm,High,5,Dark,573,14.75,271.83,20.61,292.44,20.03,0.58,31,12,8.10,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,7.94E-09,9.90E-03,6.59E-02
3766,Rhodymenia,nonccm,High,5,Dark,587,14.87,271.27,20.57,291.84,19.99,0.58,31,12,8.10,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,7.94E-09,9.90E-03,6.59E-02
3767,Rhodymenia,nonccm,High,5,Dark,601,14.92,277.33,20.67,298.00,20.12,0.55,31,12,8.09,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,8.13E-09,1.01E-02,6.44E-02
3768,Rhodymenia,nonccm,High,5,Dark,615,14.36,280.32,20.90,301.21,20.31,0.59,31,12,8.09,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,8.13E-09,1.01E-02,6.44E-02
3769,Rhodymenia,nonccm,High,5,Dark,629,14.41,277.44,20.68,298.12,20.12,0.57,31,12,8.09,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,8.13E-09,1.01E-02,6.44E-02
3770,Rhodymenia,nonccm,High,5,Dark,643,14.89,280.90,20.94,301.85,20.32,0.62,31,12,8.09,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,8.13E-09,1.01E-02,6.44E-02
3771,Rhodymenia,nonccm,High,5,Dark,657,14.59,282.35,21.05,303.40,20.47,0.58,31,12,8.09,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,8.13E-09,1.01E-02,6.44E-02
3772,Rhodymenia,nonccm,High,5,Dark,671,15.17,282.53,21.06,303.59,20.44,0.62,31,12,8.09,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,8.13E-09,1.01E-02,6.44E-02
3773,Rhodymenia,nonccm,High,5,Dark,685,14.66,281.35,20.97,302.33,20.40,0.58,31,12,8.09,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,8.13E-09,1.01E-02,6.44E-02
3774,Rhodymenia,nonccm,High,5,Dark,700,14.52,280.76,20.93,301.69,20.32,0.61,31,12,8.09,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,8.13E-09,1.01E-02,6.44E-02
3775,Rhodymenia,nonccm,High,5,Dark,713,14.28,286.10,21.33,307.42,20.73,0.60,31,12,8.09,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,8.13E-09,1.01E-02,6.44E-02
3776,Rhodymenia,nonccm,High,5,Dark,727,14.51,286.38,21.35,307.73,20.75,0.60,31,12,8.09,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,8.13E-09,1.01E-02,6.44E-02
3777,Rhodymenia,nonccm,High,5,Dark,742,14.48,283.05,21.10,304.15,20.52,0.58,31,12,8.09,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,8.13E-09,1.01E-02,6.44E-02
3778,Rhodymenia,nonccm,High,5,Light,238,14.45,398.07,26.18,424.25,25.43,0.75,31,12,8.01,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.77E-09,1.22E-02,5.36E-02
3779,Rhodymenia,nonccm,High,5,Light,252,14.20,387.00,25.45,412.45,24.74,0.71,31,12,8.01,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.77E-09,1.22E-02,5.36E-02
3780,Rhodymenia,nonccm,High,5,Light,266,14.68,390.68,25.69,416.37,24.95,0.74,31,12,8.01,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.77E-09,1.22E-02,5.36E-02
3781,Rhodymenia,nonccm,High,5,Light,280,14.32,377.75,25.21,402.96,24.52,0.69,31,12,8.02,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.55E-09,1.19E-02,5.48E-02
3782,Rhodymenia,nonccm,High,5,Light,294,14.62,370.99,24.76,395.75,24.04,0.72,31,12,8.02,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.55E-09,1.19E-02,5.48E-02
3783,Rhodymenia,nonccm,High,5,Light,308,14.58,374.28,24.98,399.25,24.30,0.67,31,12,8.02,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.55E-09,1.19E-02,5.48E-02
3784,Rhodymenia,nonccm,High,5,Light,323,14.82,368.01,24.56,392.57,23.90,0.65,31,12,8.02,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.55E-09,1.19E-02,5.48E-02
3785,Rhodymenia,nonccm,High,5,Light,336,14.83,362.18,24.53,386.71,23.83,0.70,31,12,8.03,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.33E-09,1.16E-02,5.61E-02
3786,Rhodymenia,nonccm,High,5,Light,351,15.00,357.56,24.22,381.78,23.55,0.67,31,12,8.03,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.33E-09,1.16E-02,5.61E-02
3787,Rhodymenia,nonccm,High,5,Light,365,15.66,354.68,24.02,378.71,23.37,0.66,31,12,8.03,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.33E-09,1.16E-02,5.61E-02
3788,Rhodymenia,nonccm,High,5,Light,378,14.77,348.90,24.00,372.90,23.35,0.65,31,12,8.04,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.12E-09,1.14E-02,5.74E-02
3789,Rhodymenia,nonccm,High,5,Light,392,14.87,346.52,23.83,370.36,23.16,0.67,31,12,8.04,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.12E-09,1.14E-02,5.74E-02
3790,Rhodymenia,nonccm,High,5,Light,406,15.36,339.40,23.34,362.75,22.68,0.66,31,12,8.04,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.12E-09,1.14E-02,5.74E-02
3791,Rhodymenia,nonccm,High,5,Light,420,15.81,334.05,22.98,357.03,22.34,0.63,31,12,8.04,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.12E-09,1.14E-02,5.74E-02
3792,Rhodymenia,nonccm,High,5,Light,434,14.65,333.81,22.96,356.77,22.32,0.64,31,12,8.04,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.12E-09,1.14E-02,5.74E-02
3793,Rhodymenia,nonccm,High,5,Light,448,15.24,323.09,22.57,345.66,21.97,0.60,31,12,8.05,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,8.91E-09,1.11E-02,5.88E-02
3794,Rhodymenia,nonccm,High,5,Light,462,15.20,320.44,22.39,342.82,21.74,0.64,31,12,8.05,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,8.91E-09,1.11E-02,5.88E-02
3795,Rhodymenia,nonccm,High,5,Light,477,15.71,315.12,22.01,337.14,21.42,0.59,31,12,8.05,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,8.91E-09,1.11E-02,5.88E-02
3796,Rhodymenia,nonccm,High,5,Light,491,15.41,312.46,21.83,334.29,21.24,0.59,31,12,8.05,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,8.91E-09,1.11E-02,5.88E-02
3797,Rhodymenia,nonccm,High,5,Light,505,15.64,317.47,22.18,339.65,21.57,0.60,31,12,8.05,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,8.91E-09,1.11E-02,5.88E-02
3798,Rhodymenia,nonccm,High,5,Light,519,15.91,308.36,21.89,330.25,21.29,0.60,31,12,8.06,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,8.71E-09,1.09E-02,6.01E-02
3799,Rhodymenia,nonccm,High,5,Light,532,15.62,304.68,21.62,326.30,21.02,0.60,31,12,8.06,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,8.71E-09,1.09E-02,6.01E-02
3800,Rhodymenia,nonccm,High,5,Light,546,15.17,301.38,21.39,322.77,20.79,0.60,31,12,8.06,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,8.71E-09,1.09E-02,6.01E-02
3801,Rhodymenia,nonccm,High,5,Light,561,15.95,297.98,21.15,319.12,20.56,0.59,31,12,8.06,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,8.71E-09,1.09E-02,6.01E-02
3802,Rhodymenia,nonccm,High,5,Light,575,16.48,292.57,21.10,313.67,20.55,0.56,31,12,8.07,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,8.51E-09,1.06E-02,6.15E-02
3803,Rhodymenia,nonccm,High,5,Light,589,16.01,291.93,21.06,312.99,20.45,0.61,31,12,8.07,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,8.51E-09,1.06E-02,6.15E-02
3804,Rhodymenia,nonccm,High,5,Light,603,16.32,285.00,20.56,305.56,20.00,0.55,31,12,8.07,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,8.51E-09,1.06E-02,6.15E-02
3805,Rhodymenia,nonccm,High,5,Light,617,16.59,283.37,20.44,303.81,19.92,0.52,31,12,8.07,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,8.51E-09,1.06E-02,6.15E-02
3806,Rhodymenia,nonccm,High,5,Light,631,16.45,275.95,20.23,296.18,19.71,0.52,31,12,8.08,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,8.32E-09,1.04E-02,6.30E-02
3807,Rhodymenia,nonccm,High,5,Light,645,16.91,277.02,20.31,297.33,19.73,0.58,31,12,8.08,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,8.32E-09,1.04E-02,6.30E-02
3808,Rhodymenia,nonccm,High,5,Light,659,16.55,270.63,19.84,290.47,19.28,0.56,31,12,8.08,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,8.32E-09,1.04E-02,6.30E-02
3809,Rhodymenia,nonccm,Low,2,Dark,99,10.91,281.52,18.51,300.03,17.99,0.52,31,12,8.01,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.77E-09,1.22E-02,5.36E-02
3810,Rhodymenia,nonccm,Low,2,Dark,113,10.72,283.24,18.63,301.86,18.10,0.52,31,12,8.01,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.77E-09,1.22E-02,5.36E-02
3811,Rhodymenia,nonccm,Low,2,Dark,128,11.06,286.23,18.82,305.05,18.29,0.53,31,12,8.01,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.77E-09,1.22E-02,5.36E-02
3812,Rhodymenia,nonccm,Low,2,Dark,141,10.82,289.69,19.05,308.74,18.54,0.51,31,12,8.01,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.77E-09,1.22E-02,5.36E-02
3813,Rhodymenia,nonccm,Low,2,Dark,155,11.82,288.80,18.99,307.79,18.48,0.51,31,12,8.01,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.77E-09,1.22E-02,5.36E-02
3814,Rhodymenia,nonccm,Low,2,Dark,170,11.13,291.76,19.19,310.95,18.66,0.53,31,12,8.01,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.77E-09,1.22E-02,5.36E-02
3815,Rhodymenia,nonccm,Low,2,Dark,184,10.79,285.13,18.75,303.88,18.22,0.53,31,12,8.01,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.77E-09,1.22E-02,5.36E-02
3816,Rhodymenia,nonccm,Low,2,Dark,198,11.32,281.43,18.78,300.21,18.25,0.53,31,12,8.02,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.55E-09,1.19E-02,5.48E-02
3817,Rhodymenia,nonccm,Low,2,Dark,212,11.21,283.83,18.94,302.77,18.45,0.49,31,12,8.02,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.55E-09,1.19E-02,5.48E-02
3818,Rhodymenia,nonccm,Low,2,Dark,226,11.04,285.76,19.07,304.83,18.53,0.54,31,12,8.02,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.55E-09,1.19E-02,5.48E-02
3819,Rhodymenia,nonccm,Low,2,Dark,241,11.03,289.40,19.31,308.71,18.79,0.52,31,12,8.02,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.55E-09,1.19E-02,5.48E-02
3820,Rhodymenia,nonccm,Low,2,Dark,255,11.24,287.57,19.19,306.76,18.65,0.54,31,12,8.02,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.55E-09,1.19E-02,5.48E-02
3821,Rhodymenia,nonccm,Low,2,Dark,269,10.63,285.43,19.05,304.48,18.57,0.47,31,12,8.02,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.55E-09,1.19E-02,5.48E-02
3822,Rhodymenia,nonccm,Low,2,Dark,283,11.08,284.49,18.98,303.47,18.49,0.49,31,12,8.02,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.55E-09,1.19E-02,5.48E-02
3823,Rhodymenia,nonccm,Low,2,Dark,297,11.01,291.14,19.43,310.56,18.86,0.57,31,12,8.02,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.55E-09,1.19E-02,5.48E-02
3824,Rhodymenia,nonccm,Low,2,Dark,311,10.72,284.61,18.99,303.60,18.50,0.49,31,12,8.02,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.55E-09,1.19E-02,5.48E-02
3825,Rhodymenia,nonccm,Low,2,Dark,325,10.77,291.60,19.46,311.06,18.92,0.53,31,12,8.02,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.55E-09,1.19E-02,5.48E-02
3826,Rhodymenia,nonccm,Low,2,Dark,339,10.85,289.28,19.30,308.59,18.76,0.54,31,12,8.02,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.55E-09,1.19E-02,5.48E-02
3827,Rhodymenia,nonccm,Low,2,Dark,353,10.94,290.53,19.39,309.92,18.83,0.56,31,12,8.02,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.55E-09,1.19E-02,5.48E-02
3828,Rhodymenia,nonccm,Low,2,Dark,367,10.65,297.80,19.58,317.39,19.05,0.53,31,12,8.01,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.77E-09,1.22E-02,5.36E-02
3829,Rhodymenia,nonccm,Low,2,Dark,381,10.61,296.44,19.49,315.93,18.97,0.53,31,12,8.01,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.77E-09,1.22E-02,5.36E-02
3830,Rhodymenia,nonccm,Low,2,Dark,395,10.68,296.38,19.49,315.87,18.91,0.58,31,12,8.01,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.77E-09,1.22E-02,5.36E-02
3831,Rhodymenia,nonccm,Low,2,Dark,409,10.60,296.99,19.53,316.52,18.99,0.54,31,12,8.01,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.77E-09,1.22E-02,5.36E-02
3832,Rhodymenia,nonccm,Low,2,Dark,423,10.53,299.05,19.67,318.72,19.13,0.53,31,12,8.01,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.77E-09,1.22E-02,5.36E-02
3833,Rhodymenia,nonccm,Low,2,Dark,436,10.79,296.35,19.49,315.84,18.89,0.59,31,12,8.01,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.77E-09,1.22E-02,5.36E-02
3834,Rhodymenia,nonccm,Low,2,Dark,450,10.61,301.70,19.84,321.54,19.31,0.53,31,12,8.01,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.77E-09,1.22E-02,5.36E-02
3835,Rhodymenia,nonccm,Low,2,Dark,464,10.73,295.42,19.43,314.85,18.86,0.56,31,12,8.01,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.77E-09,1.22E-02,5.36E-02
3836,Rhodymenia,nonccm,Low,2,Dark,478,10.70,296.28,19.48,315.76,18.93,0.56,31,12,8.01,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.77E-09,1.22E-02,5.36E-02
3837,Rhodymenia,nonccm,Low,2,Dark,492,10.44,304.98,20.06,325.04,19.52,0.54,31,12,8.01,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.77E-09,1.22E-02,5.36E-02
3838,Rhodymenia,nonccm,Low,2,Dark,506,10.75,299.25,19.68,318.93,19.10,0.57,31,12,8.01,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.77E-09,1.22E-02,5.36E-02
3839,Rhodymenia,nonccm,Low,2,Dark,520,10.21,299.54,19.70,319.24,19.19,0.51,31,12,8.01,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.77E-09,1.22E-02,5.36E-02
3840,Rhodymenia,nonccm,Low,2,Dark,534,10.06,308.23,20.27,328.50,19.72,0.55,31,12,8.01,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.77E-09,1.22E-02,5.36E-02
3841,Rhodymenia,nonccm,Low,2,Dark,549,9.81,296.12,19.47,315.59,18.95,0.53,31,12,8.01,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.77E-09,1.22E-02,5.36E-02
3842,Rhodymenia,nonccm,Low,2,Dark,563,10.19,298.98,19.66,318.64,19.11,0.56,31,12,8.01,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.77E-09,1.22E-02,5.36E-02
3843,Rhodymenia,nonccm,Low,2,Dark,577,10.36,301.61,19.83,321.45,19.32,0.52,31,12,8.01,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.77E-09,1.22E-02,5.36E-02
3844,Rhodymenia,nonccm,Low,2,Dark,590,10.22,305.41,20.08,325.49,19.47,0.61,31,12,8.01,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.77E-09,1.22E-02,5.36E-02
3845,Rhodymenia,nonccm,Low,2,Dark,605,9.77,308.10,20.26,328.36,19.69,0.57,31,12,8.01,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.77E-09,1.22E-02,5.36E-02
3846,Rhodymenia,nonccm,Low,2,Light,142,10.82,380.86,23.70,404.56,22.99,0.71,31,12,7.97,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.07E-08,1.33E-02,4.89E-02
3847,Rhodymenia,nonccm,Low,2,Light,156,10.36,377.71,23.50,401.21,22.84,0.66,31,12,7.97,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.07E-08,1.33E-02,4.89E-02
3848,Rhodymenia,nonccm,Low,2,Light,170,10.67,376.50,23.43,399.93,22.78,0.65,31,12,7.97,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.07E-08,1.33E-02,4.89E-02
3849,Rhodymenia,nonccm,Low,2,Light,184,10.34,375.01,23.33,398.35,22.68,0.65,31,12,7.97,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.07E-08,1.33E-02,4.89E-02
