number,genus,metabolism,treatment,rep,run1,run2,seconds,O2_mM,HCO3,HCO3_mM,CO2_mM,DIC_mM,CO2_12_mM,CO2_13_mM,salinity,temperature,pH,K1a,K2a,K1b,K2b,K1,K2,H,K1_HCO3,K2_HCO3
4284,Rhodymenia,nonccm,High,1,Dark1,Dark,277,9.79,21.11,375.09,22.47,397.57,21.85,0.62,31,12,7.94,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.15E-08,1.43E-02,4.56E-02
4285,Rhodymenia,nonccm,High,1,Dark1,Dark,290,10.06,21.06,374.27,22.42,396.7,21.82,0.6,31,12,7.94,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.15E-08,1.43E-02,4.56E-02
4286,Rhodymenia,nonccm,High,1,Dark1,Dark,304,10.09,20.89,371.21,22.24,393.45,21.63,0.61,31,12,7.94,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.15E-08,1.43E-02,4.56E-02
4287,Rhodymenia,nonccm,High,1,Dark1,Dark,317,10.17,20.83,370.12,22.17,392.29,21.55,0.62,31,12,7.94,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.15E-08,1.43E-02,4.56E-02
4288,Rhodymenia,nonccm,High,1,Dark1,Dark,330,9.92,20.83,370.08,22.17,392.25,21.55,0.62,31,12,7.94,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.15E-08,1.43E-02,4.56E-02
4289,Rhodymenia,nonccm,High,1,Dark1,Dark,344,9.36,21.08,374.51,22.44,396.95,21.81,0.63,31,12,7.94,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.15E-08,1.43E-02,4.56E-02
4290,Rhodymenia,nonccm,High,1,Dark1,Dark,357,9.6,20.95,372.27,22.3,394.57,21.68,0.62,31,12,7.94,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.15E-08,1.43E-02,4.56E-02
4291,Rhodymenia,nonccm,High,1,Dark1,Dark,371,9.58,20.92,371.76,22.27,394.03,21.62,0.65,31,12,7.94,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.15E-08,1.43E-02,4.56E-02
4292,Rhodymenia,nonccm,High,1,Dark1,Dark,384,9.69,21.32,378.83,22.7,401.53,22.04,0.65,31,12,7.94,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.15E-08,1.43E-02,4.56E-02
4293,Rhodymenia,nonccm,High,1,Dark1,Dark,398,9.58,21.23,377.16,22.6,399.76,21.94,0.65,31,12,7.94,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.15E-08,1.43E-02,4.56E-02
4294,Rhodymenia,nonccm,High,1,Dark1,Dark,412,10.13,21.27,382.04,22.62,404.66,21.98,0.64,31,12,7.93,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.17E-08,1.46E-02,4.46E-02
4295,Rhodymenia,nonccm,High,1,Dark1,Dark,426,9.62,21.08,378.59,22.41,401,21.79,0.62,31,12,7.93,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.17E-08,1.46E-02,4.46E-02
4296,Rhodymenia,nonccm,High,1,Dark1,Dark,439,9.74,21.24,381.48,22.59,404.07,21.95,0.63,31,12,7.93,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.17E-08,1.46E-02,4.46E-02
4297,Rhodymenia,nonccm,High,1,Dark1,Dark,453,9.63,21.38,384.01,22.74,406.75,22.13,0.61,31,12,7.93,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.17E-08,1.46E-02,4.46E-02
4298,Rhodymenia,nonccm,High,1,Dark1,Dark,467,9.53,21.29,382.35,22.64,404.99,21.99,0.65,31,12,7.93,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.17E-08,1.46E-02,4.46E-02
4299,Rhodymenia,nonccm,High,1,Dark1,Dark,480,9.55,21.74,390.46,23.12,413.58,22.47,0.65,31,12,7.93,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.17E-08,1.46E-02,4.46E-02
4300,Rhodymenia,nonccm,High,1,Dark1,Dark,494,9.42,21.77,391.08,23.15,414.23,22.49,0.66,31,12,7.93,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.17E-08,1.46E-02,4.46E-02
4301,Rhodymenia,nonccm,High,1,Dark1,Dark,508,9.91,21.59,387.83,22.96,410.79,22.31,0.65,31,12,7.93,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.17E-08,1.46E-02,4.46E-02
4302,Rhodymenia,nonccm,High,1,Dark1,Dark,522,9.5,21.56,387.36,22.93,410.29,22.27,0.67,31,12,7.93,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.17E-08,1.46E-02,4.46E-02
4303,Rhodymenia,nonccm,High,1,Dark1,Dark,535,9.27,21.64,388.73,23.02,411.75,22.37,0.64,31,12,7.93,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.17E-08,1.46E-02,4.46E-02
4304,Rhodymenia,nonccm,High,1,Dark1,Dark,549,9,21.91,393.55,23.3,416.85,22.67,0.63,31,12,7.93,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.17E-08,1.46E-02,4.46E-02
4305,Rhodymenia,nonccm,High,1,Dark1,Dark,563,8.94,21.84,396.4,23.2,419.61,22.52,0.68,31,12,7.92,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.20E-08,1.50E-02,4.36E-02
4306,Rhodymenia,nonccm,High,1,Dark1,Dark,577,8.92,21.83,396.2,23.19,419.4,22.52,0.67,31,12,7.92,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.20E-08,1.50E-02,4.36E-02
4307,Rhodymenia,nonccm,High,1,Dark1,Dark,591,9.41,22.01,399.5,23.38,422.88,22.72,0.66,31,12,7.92,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.20E-08,1.50E-02,4.36E-02
4308,Rhodymenia,nonccm,High,1,Dark1,Dark,604,9.03,21.73,394.54,23.09,417.64,22.43,0.66,31,12,7.92,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.20E-08,1.50E-02,4.36E-02
4309,Rhodymenia,nonccm,High,1,Dark1,Dark,617,8.75,21.99,399.27,23.37,422.64,22.69,0.68,31,12,7.92,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.20E-08,1.50E-02,4.36E-02
4310,Rhodymenia,nonccm,High,1,Dark2,Dark,247,11.15,17.93,303.85,19.16,323.01,18.64,0.52,31,12,7.98,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.05E-08,1.30E-02,5.00E-02
4311,Rhodymenia,nonccm,High,1,Dark2,Dark,260,11.12,17.6,298.29,18.81,317.1,18.27,0.54,31,12,7.98,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.05E-08,1.30E-02,5.00E-02
4312,Rhodymenia,nonccm,High,1,Dark2,Dark,274,11.09,17.63,298.77,18.84,317.6,18.3,0.54,31,12,7.98,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.05E-08,1.30E-02,5.00E-02
4313,Rhodymenia,nonccm,High,1,Dark2,Dark,287,11.07,17.67,299.57,18.89,318.46,18.38,0.51,31,12,7.98,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.05E-08,1.30E-02,5.00E-02
4314,Rhodymenia,nonccm,High,1,Dark2,Dark,301,11.02,17.73,300.44,18.94,319.38,18.38,0.56,31,12,7.98,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.05E-08,1.30E-02,5.00E-02
4315,Rhodymenia,nonccm,High,1,Dark2,Dark,315,10.8,17.95,304.29,19.19,323.47,18.64,0.54,31,12,7.98,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.05E-08,1.30E-02,5.00E-02
4316,Rhodymenia,nonccm,High,1,Dark2,Dark,329,11.14,17.93,303.92,19.16,323.08,18.61,0.56,31,12,7.98,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.05E-08,1.30E-02,5.00E-02
4317,Rhodymenia,nonccm,High,1,Dark2,Dark,342,10.49,18.14,311.32,19.37,330.7,18.82,0.55,31,12,7.97,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.07E-08,1.33E-02,4.89E-02
4318,Rhodymenia,nonccm,High,1,Dark2,Dark,356,10.75,18.16,311.52,19.38,330.9,18.83,0.55,31,12,7.97,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.07E-08,1.33E-02,4.89E-02
4319,Rhodymenia,nonccm,High,1,Dark2,Dark,370,10.83,18.33,314.46,19.57,334.02,18.98,0.58,31,12,7.97,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.07E-08,1.33E-02,4.89E-02
4320,Rhodymenia,nonccm,High,1,Dark2,Dark,384,10.8,18.18,311.93,19.41,331.34,18.87,0.54,31,12,7.97,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.07E-08,1.33E-02,4.89E-02
4321,Rhodymenia,nonccm,High,1,Dark2,Dark,397,10.52,18.68,320.54,19.94,340.49,19.36,0.58,31,12,7.97,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.07E-08,1.33E-02,4.89E-02
4322,Rhodymenia,nonccm,High,1,Dark2,Dark,411,10.65,18.22,312.55,19.45,331.99,18.89,0.56,31,12,7.97,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.07E-08,1.33E-02,4.89E-02
4323,Rhodymenia,nonccm,High,1,Dark2,Dark,425,10.77,18.42,316.03,19.66,335.7,19.08,0.58,31,12,7.97,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.07E-08,1.33E-02,4.89E-02
4324,Rhodymenia,nonccm,High,1,Dark2,Dark,439,10.54,18.67,320.28,19.93,340.2,19.4,0.53,31,12,7.97,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.07E-08,1.33E-02,4.89E-02
4325,Rhodymenia,nonccm,High,1,Dark2,Dark,453,10.72,18.6,319.12,19.86,338.98,19.29,0.56,31,12,7.97,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.07E-08,1.33E-02,4.89E-02
4326,Rhodymenia,nonccm,High,1,Dark2,Dark,466,10.75,18.53,318.01,19.79,337.8,19.26,0.53,31,12,7.97,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.07E-08,1.33E-02,4.89E-02
4327,Rhodymenia,nonccm,High,1,Dark2,Dark,479,10.47,18.85,323.38,20.12,343.5,19.52,0.6,31,12,7.97,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.07E-08,1.33E-02,4.89E-02
4328,Rhodymenia,nonccm,High,1,Dark2,Dark,492,10.22,18.7,324.65,19.94,344.59,19.37,0.57,31,12,7.96,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.10E-08,1.37E-02,4.78E-02
4329,Rhodymenia,nonccm,High,1,Dark2,Dark,505,10.13,18.57,322.42,19.8,342.22,19.27,0.53,31,12,7.96,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.10E-08,1.37E-02,4.78E-02
4330,Rhodymenia,nonccm,High,1,Dark2,Dark,518,10.39,18.79,326.23,20.04,346.26,19.49,0.55,31,12,7.96,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.10E-08,1.37E-02,4.78E-02
4331,Rhodymenia,nonccm,High,1,Dark2,Dark,531,10.11,18.7,324.71,19.94,344.65,19.37,0.57,31,12,7.96,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.10E-08,1.37E-02,4.78E-02
4332,Rhodymenia,nonccm,High,1,Dark2,Dark,545,9.94,19.08,331.35,20.35,351.7,19.76,0.59,31,12,7.96,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.10E-08,1.37E-02,4.78E-02
4333,Rhodymenia,nonccm,High,1,Light1,Light,175,9.75,21.35,383.42,22.7,406.12,22.06,0.65,31,12,7.93,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.17E-08,1.46E-02,4.46E-02
4334,Rhodymenia,nonccm,High,1,Light1,Light,190,10.08,21.34,383.37,22.7,406.07,22.03,0.67,31,12,7.93,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.17E-08,1.46E-02,4.46E-02
4335,Rhodymenia,nonccm,High,1,Light1,Light,204,9.76,21.32,382.9,22.67,405.57,22.06,0.61,31,12,7.93,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.17E-08,1.46E-02,4.46E-02
4336,Rhodymenia,nonccm,High,1,Light1,Light,217,10.11,20.85,370.46,22.2,392.66,21.57,0.63,31,12,7.94,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.15E-08,1.43E-02,4.56E-02
4337,Rhodymenia,nonccm,High,1,Light1,Light,231,10.21,20.84,370.3,22.19,392.48,21.56,0.62,31,12,7.94,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.15E-08,1.43E-02,4.56E-02
4338,Rhodymenia,nonccm,High,1,Light1,Light,244,10.27,20.85,370.4,22.19,392.59,21.58,0.61,31,12,7.94,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.15E-08,1.43E-02,4.56E-02
4339,Rhodymenia,nonccm,High,1,Light1,Light,258,10.2,20.63,366.58,21.96,388.54,21.32,0.64,31,12,7.94,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.15E-08,1.43E-02,4.56E-02
4340,Rhodymenia,nonccm,High,1,Light1,Light,271,10.27,20.29,360.56,21.6,382.16,20.97,0.64,31,12,7.94,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.15E-08,1.43E-02,4.56E-02
4341,Rhodymenia,nonccm,High,1,Light1,Light,285,10.75,20.44,363.23,21.76,385,21.15,0.61,31,12,7.94,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.15E-08,1.43E-02,4.56E-02
4342,Rhodymenia,nonccm,High,1,Light1,Light,299,10.5,20.4,362.43,21.71,384.14,21.09,0.63,31,12,7.94,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.15E-08,1.43E-02,4.56E-02
4343,Rhodymenia,nonccm,High,1,Light1,Light,312,10.44,19.69,349.81,20.96,370.77,20.38,0.58,31,12,7.94,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.15E-08,1.43E-02,4.56E-02
4344,Rhodymenia,nonccm,High,1,Light1,Light,326,10.02,19.53,343.16,20.81,363.97,20.2,0.61,31,12,7.95,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.12E-08,1.40E-02,4.67E-02
4345,Rhodymenia,nonccm,High,1,Light1,Light,340,10.52,19.58,343.99,20.86,364.86,20.28,0.58,31,12,7.95,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.12E-08,1.40E-02,4.67E-02
4346,Rhodymenia,nonccm,High,1,Light1,Light,354,10.64,19.59,344.24,20.88,365.12,20.26,0.62,31,12,7.95,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.12E-08,1.40E-02,4.67E-02
4347,Rhodymenia,nonccm,High,1,Light1,Light,367,10.48,19.44,341.53,20.71,362.25,20.1,0.62,31,12,7.95,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.12E-08,1.40E-02,4.67E-02
4348,Rhodymenia,nonccm,High,1,Light1,Light,381,10.76,19.21,337.49,20.47,357.96,19.89,0.58,31,12,7.95,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.12E-08,1.40E-02,4.67E-02
4349,Rhodymenia,nonccm,High,1,Light1,Light,394,10.69,19.13,336.06,20.38,356.44,19.79,0.6,31,12,7.95,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.12E-08,1.40E-02,4.67E-02
4350,Rhodymenia,nonccm,High,1,Light1,Light,408,11.03,19.2,333.34,20.47,353.81,19.89,0.59,31,12,7.96,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.10E-08,1.37E-02,4.78E-02
4351,Rhodymenia,nonccm,High,1,Light1,Light,421,10.91,19.15,332.59,20.43,353.01,19.85,0.58,31,12,7.96,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.10E-08,1.37E-02,4.78E-02
4352,Rhodymenia,nonccm,High,1,Light1,Light,434,11.08,18.79,326.31,20.04,346.35,19.46,0.58,31,12,7.96,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.10E-08,1.37E-02,4.78E-02
4353,Rhodymenia,nonccm,High,1,Light1,Light,448,11.5,18.81,326.69,20.06,346.76,19.52,0.55,31,12,7.96,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.10E-08,1.37E-02,4.78E-02
4354,Rhodymenia,nonccm,High,1,Light1,Light,461,11.05,18.71,324.89,19.95,344.84,19.36,0.59,31,12,7.96,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.10E-08,1.37E-02,4.78E-02
4355,Rhodymenia,nonccm,High,1,Light1,Light,475,11.45,18.56,322.3,19.8,342.1,19.22,0.57,31,12,7.96,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.10E-08,1.37E-02,4.78E-02
4356,Rhodymenia,nonccm,High,1,Light1,Light,488,11.63,18.43,316.18,19.67,335.85,19.12,0.56,31,12,7.97,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.07E-08,1.33E-02,4.89E-02
4357,Rhodymenia,nonccm,High,1,Light1,Light,501,11.05,18.25,313.15,19.48,332.64,18.94,0.55,31,12,7.97,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.07E-08,1.33E-02,4.89E-02
4358,Rhodymenia,nonccm,High,1,Light1,Light,515,11.65,18.1,310.55,19.32,329.87,18.79,0.53,31,12,7.97,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.07E-08,1.33E-02,4.89E-02
4359,Rhodymenia,nonccm,High,1,Light1,Light,528,11.51,17.87,306.54,19.07,325.61,18.57,0.5,31,12,7.97,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.07E-08,1.33E-02,4.89E-02
4360,Rhodymenia,nonccm,High,1,Light1,Light,542,11.53,17.97,308.29,19.18,327.47,18.64,0.54,31,12,7.97,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.07E-08,1.33E-02,4.89E-02
4361,Rhodymenia,nonccm,High,1,Light1,Light,555,11.74,17.79,301.58,19.02,320.6,18.48,0.53,31,12,7.98,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.05E-08,1.30E-02,5.00E-02
4362,Rhodymenia,nonccm,High,1,Light1,Light,569,11.06,17.57,297.79,18.78,316.57,18.24,0.54,31,12,7.98,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.05E-08,1.30E-02,5.00E-02
4363,Rhodymenia,nonccm,High,1,Light1,Light,582,11.49,17.62,298.71,18.83,317.54,18.3,0.53,31,12,7.98,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.05E-08,1.30E-02,5.00E-02
4364,Rhodymenia,nonccm,High,1,Light1,Light,596,11.7,17.3,293.24,18.49,311.73,17.97,0.52,31,12,7.98,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.05E-08,1.30E-02,5.00E-02
4365,Rhodymenia,nonccm,High,1,Light1,Light,609,11.56,17.16,290.85,18.34,309.19,17.86,0.48,31,12,7.98,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.05E-08,1.30E-02,5.00E-02
4366,Rhodymenia,nonccm,High,2,Dark1,Dark,149,12.15,25.19,410.67,27.01,437.68,26.28,0.72,31,12,8.01,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,9.77E-09,1.22E-02,5.36E-02
4367,Rhodymenia,nonccm,High,2,Dark1,Dark,162,12.29,25.33,412.97,27.16,440.13,26.45,0.71,31,12,8.01,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,9.77E-09,1.22E-02,5.36E-02
4368,Rhodymenia,nonccm,High,2,Dark1,Dark,175,12.42,25.73,419.53,27.59,447.12,26.83,0.76,31,12,8.01,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,9.77E-09,1.22E-02,5.36E-02
4369,Rhodymenia,nonccm,High,2,Dark1,Dark,188,12.86,25.51,416.02,27.36,443.38,26.6,0.76,31,12,8.01,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,9.77E-09,1.22E-02,5.36E-02
4370,Rhodymenia,nonccm,High,2,Dark1,Dark,202,12.1,25.37,413.6,27.2,440.8,26.44,0.76,31,12,8.01,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,9.77E-09,1.22E-02,5.36E-02
4371,Rhodymenia,nonccm,High,2,Dark1,Dark,215,12.26,25.66,418.46,27.52,445.98,26.75,0.77,31,12,8.01,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,9.77E-09,1.22E-02,5.36E-02
4372,Rhodymenia,nonccm,High,2,Dark1,Dark,229,12.15,25.83,421.22,27.7,448.92,26.94,0.76,31,12,8.01,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,9.77E-09,1.22E-02,5.36E-02
4373,Rhodymenia,nonccm,High,2,Dark1,Dark,242,12.14,25.65,418.28,27.51,445.78,26.75,0.75,31,12,8.01,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,9.77E-09,1.22E-02,5.36E-02
4374,Rhodymenia,nonccm,High,2,Dark1,Dark,255,11.89,25.74,425.32,27.57,452.89,26.89,0.68,31,12,8,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.00E-08,1.25E-02,5.24E-02
4375,Rhodymenia,nonccm,High,2,Dark1,Dark,269,11.84,25.45,420.43,27.25,447.69,26.51,0.74,31,12,8,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.00E-08,1.25E-02,5.24E-02
4376,Rhodymenia,nonccm,High,2,Dark1,Dark,283,11.37,25.52,421.56,27.33,448.89,26.61,0.71,31,12,8,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.00E-08,1.25E-02,5.24E-02
4377,Rhodymenia,nonccm,High,2,Dark1,Dark,297,11.87,25.9,427.9,27.74,455.64,26.94,0.8,31,12,8,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.00E-08,1.25E-02,5.24E-02
4378,Rhodymenia,nonccm,High,2,Dark1,Dark,311,11.31,25.6,422.98,27.42,450.4,26.71,0.71,31,12,8,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.00E-08,1.25E-02,5.24E-02
4379,Rhodymenia,nonccm,High,2,Dark1,Dark,325,12,25.88,427.64,27.72,455.36,26.99,0.74,31,12,8,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.00E-08,1.25E-02,5.24E-02
4380,Rhodymenia,nonccm,High,2,Dark1,Dark,339,11.76,25.85,427.1,27.69,454.78,26.96,0.72,31,12,8,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.00E-08,1.25E-02,5.24E-02
4381,Rhodymenia,nonccm,High,2,Dark1,Dark,353,11.97,26.08,436.42,27.9,464.32,27.14,0.76,31,12,7.99,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.02E-08,1.27E-02,5.12E-02
4382,Rhodymenia,nonccm,High,2,Dark1,Dark,367,11.96,26.57,444.74,28.43,473.17,27.62,0.81,31,12,7.99,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.02E-08,1.27E-02,5.12E-02
4383,Rhodymenia,nonccm,High,2,Dark1,Dark,381,11.39,26.29,440.03,28.13,468.16,27.35,0.78,31,12,7.99,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.02E-08,1.27E-02,5.12E-02
4384,Rhodymenia,nonccm,High,2,Dark1,Dark,395,11.77,26.19,438.35,28.02,466.37,27.24,0.79,31,12,7.99,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.02E-08,1.27E-02,5.12E-02
4385,Rhodymenia,nonccm,High,2,Dark1,Dark,409,12.05,26.13,437.36,27.96,465.32,27.22,0.74,31,12,7.99,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.02E-08,1.27E-02,5.12E-02
4386,Rhodymenia,nonccm,High,2,Dark1,Dark,422,11.82,26.55,444.44,28.41,472.85,27.64,0.77,31,12,7.99,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.02E-08,1.27E-02,5.12E-02
4387,Rhodymenia,nonccm,High,2,Dark1,Dark,435,11.88,26.53,443.94,28.38,472.32,27.63,0.75,31,12,7.99,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.02E-08,1.27E-02,5.12E-02
4388,Rhodymenia,nonccm,High,2,Dark1,Dark,450,11.45,26.51,449.3,28.33,477.63,27.6,0.73,31,12,7.98,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.05E-08,1.30E-02,5.00E-02
4389,Rhodymenia,nonccm,High,2,Dark1,Dark,463,11.31,26.94,456.59,28.79,485.38,28,0.79,31,12,7.98,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.05E-08,1.30E-02,5.00E-02
4390,Rhodymenia,nonccm,High,2,Dark1,Dark,477,11.35,26.66,451.92,28.5,480.42,27.72,0.77,31,12,7.98,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.05E-08,1.30E-02,5.00E-02
