number,genus,metabolism,treatment,rep,run1,run2,seconds,O2_mM,HCO3,HCO3_mM,CO2_mM,DIC_mM,CO2_12_mM,CO2_13_mM,salinity,temperature,pH,K1a,K2a,K1b,K2b,K1,K2,H,K1_HCO3,K2_HCO3
2494,Osmundea,ccm,Low,3,Dark1,Dark,892,11.34,22.37,383.89,23.89,407.78,23.21,0.67,31,12,7.97,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.07E-08,1.33E-02,4.89E-02
2495,Osmundea,ccm,Low,3,Dark1,Dark,902,10.71,22.02,377.77,23.5,401.28,22.85,0.66,31,12,7.97,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.07E-08,1.33E-02,4.89E-02
2496,Osmundea,ccm,Low,3,Dark1,Dark,912,10.77,22.23,381.49,23.74,405.23,23.08,0.66,31,12,7.97,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.07E-08,1.33E-02,4.89E-02
2497,Osmundea,ccm,Low,3,Dark1,Dark,922,10.75,22.14,379.86,23.63,403.49,22.97,0.66,31,12,7.97,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.07E-08,1.33E-02,4.89E-02
2498,Osmundea,ccm,Low,3,Dark1,Dark,932,10.82,22.36,383.58,23.87,407.45,23.21,0.66,31,12,7.97,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.07E-08,1.33E-02,4.89E-02
2499,Osmundea,ccm,Low,3,Dark1,Dark,942,11.25,22.43,384.9,23.95,408.85,23.27,0.68,31,12,7.97,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.07E-08,1.33E-02,4.89E-02
2500,Osmundea,ccm,Low,3,Dark1,Dark,952,10.8,22.09,379,23.58,402.59,22.92,0.66,31,12,7.97,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.07E-08,1.33E-02,4.89E-02
2501,Osmundea,ccm,Low,3,Dark1,Dark,963,10.76,22.26,382.02,23.77,405.78,23.11,0.66,31,12,7.97,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.07E-08,1.33E-02,4.89E-02
2502,Osmundea,ccm,Low,3,Dark1,Dark,973,11.02,22.1,379.27,23.6,402.87,22.93,0.67,31,12,7.97,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.07E-08,1.33E-02,4.89E-02
2503,Osmundea,ccm,Low,3,Dark1,Dark,983,10.69,22.2,380.92,23.7,404.62,23.04,0.66,31,12,7.97,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.07E-08,1.33E-02,4.89E-02
2504,Osmundea,ccm,Low,3,Dark1,Dark,993,10.98,22.18,380.54,23.68,404.22,23.01,0.67,31,12,7.97,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.07E-08,1.33E-02,4.89E-02
2505,Osmundea,ccm,Low,3,Dark1,Dark,1003,10.44,22.29,382.49,23.8,406.29,23.15,0.65,31,12,7.97,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.07E-08,1.33E-02,4.89E-02
2506,Osmundea,ccm,Low,3,Dark1,Dark,1013,10.85,22.58,387.49,24.11,411.6,23.44,0.67,31,12,7.97,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.07E-08,1.33E-02,4.89E-02
2507,Osmundea,ccm,Low,3,Dark1,Dark,1023,11.1,22.3,382.61,23.81,406.42,23.13,0.67,31,12,7.97,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.07E-08,1.33E-02,4.89E-02
2508,Osmundea,ccm,Low,3,Dark1,Dark,1033,10.28,22.25,381.82,23.76,405.58,23.1,0.65,31,12,7.97,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.07E-08,1.33E-02,4.89E-02
2509,Osmundea,ccm,Low,3,Dark2,Dark,226,10.01,21.61,366.21,23.09,389.3,22.46,0.63,31,12,7.98,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.05E-08,1.30E-02,5.00E-02
2510,Osmundea,ccm,Low,3,Dark2,Dark,237,10.13,21.64,366.83,23.13,389.96,22.5,0.63,31,12,7.98,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.05E-08,1.30E-02,5.00E-02
2511,Osmundea,ccm,Low,3,Dark2,Dark,247,10.17,21.83,369.97,23.33,393.3,22.69,0.64,31,12,7.98,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.05E-08,1.30E-02,5.00E-02
2512,Osmundea,ccm,Low,3,Dark2,Dark,258,9.83,21.62,366.52,23.11,389.63,22.49,0.62,31,12,7.98,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.05E-08,1.30E-02,5.00E-02
2513,Osmundea,ccm,Low,3,Dark2,Dark,268,9.82,21.7,367.81,23.19,391,22.56,0.63,31,12,7.98,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.05E-08,1.30E-02,5.00E-02
2514,Osmundea,ccm,Low,3,Dark2,Dark,278,10.15,21.76,368.81,23.26,392.07,22.62,0.64,31,12,7.98,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.05E-08,1.30E-02,5.00E-02
2515,Osmundea,ccm,Low,3,Dark2,Dark,288,9.87,22.01,373.06,23.52,396.58,22.89,0.63,31,12,7.98,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.05E-08,1.30E-02,5.00E-02
2516,Osmundea,ccm,Low,3,Dark2,Dark,298,9.94,22.12,374.88,23.64,398.52,23,0.63,31,12,7.98,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.05E-08,1.30E-02,5.00E-02
2517,Osmundea,ccm,Low,3,Dark2,Dark,308,10.28,21.8,369.49,23.3,392.79,22.66,0.64,31,12,7.98,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.05E-08,1.30E-02,5.00E-02
2518,Osmundea,ccm,Low,3,Dark2,Dark,318,9.99,21.82,369.8,23.32,393.12,22.69,0.63,31,12,7.98,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.05E-08,1.30E-02,5.00E-02
2519,Osmundea,ccm,Low,3,Dark2,Dark,328,9.91,21.92,371.52,23.43,394.95,22.79,0.63,31,12,7.98,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.05E-08,1.30E-02,5.00E-02
2520,Osmundea,ccm,Low,3,Dark2,Dark,338,9.95,21.89,371.1,23.4,394.5,22.77,0.63,31,12,7.98,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.05E-08,1.30E-02,5.00E-02
2521,Osmundea,ccm,Low,3,Dark2,Dark,349,9.73,22.06,373.82,23.57,397.39,22.94,0.63,31,12,7.98,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.05E-08,1.30E-02,5.00E-02
2522,Osmundea,ccm,Low,3,Dark2,Dark,359,10.17,21.99,372.71,23.5,396.22,22.87,0.64,31,12,7.98,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.05E-08,1.30E-02,5.00E-02
2523,Osmundea,ccm,Low,3,Dark2,Dark,369,10.27,21.97,372.45,23.48,395.93,22.84,0.64,31,12,7.98,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.05E-08,1.30E-02,5.00E-02
2524,Osmundea,ccm,Low,3,Dark2,Dark,379,10.32,22.12,374.96,23.64,398.6,23,0.64,31,12,7.98,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.05E-08,1.30E-02,5.00E-02
2525,Osmundea,ccm,Low,3,Dark2,Dark,390,9.58,22.14,375.31,23.66,398.98,23.04,0.63,31,12,7.98,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.05E-08,1.30E-02,5.00E-02
2526,Osmundea,ccm,Low,3,Dark2,Dark,400,9.91,22.18,375.86,23.7,399.56,23.07,0.63,31,12,7.98,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.05E-08,1.30E-02,5.00E-02
2527,Osmundea,ccm,Low,3,Dark2,Dark,410,10.12,22.34,378.61,23.87,402.48,23.23,0.64,31,12,7.98,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.05E-08,1.30E-02,5.00E-02
2528,Osmundea,ccm,Low,3,Dark2,Dark,420,10.08,22.04,373.58,23.56,397.13,22.92,0.64,31,12,7.98,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.05E-08,1.30E-02,5.00E-02
2529,Osmundea,ccm,Low,3,Dark2,Dark,430,9.99,22.26,377.32,23.79,401.11,23.15,0.64,31,12,7.98,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.05E-08,1.30E-02,5.00E-02
2530,Osmundea,ccm,Low,3,Dark2,Dark,440,9.83,22.2,376.35,23.73,400.08,23.09,0.64,31,12,7.98,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.05E-08,1.30E-02,5.00E-02
2531,Osmundea,ccm,Low,3,Dark2,Dark,450,10.06,22.09,374.4,23.61,398.01,22.97,0.64,31,12,7.98,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.05E-08,1.30E-02,5.00E-02
2532,Osmundea,ccm,Low,3,Dark2,Dark,460,10.01,22.28,377.68,23.81,401.5,23.18,0.64,31,12,7.98,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.05E-08,1.30E-02,5.00E-02
2533,Osmundea,ccm,Low,3,Dark2,Dark,470,10,22.32,378.34,23.86,402.19,23.22,0.64,31,12,7.98,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.05E-08,1.30E-02,5.00E-02
2534,Osmundea,ccm,Low,3,Dark2,Dark,480,9.98,22.24,376.88,23.76,400.65,23.13,0.63,31,12,7.98,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.05E-08,1.30E-02,5.00E-02
2535,Osmundea,ccm,Low,3,Dark2,Dark,490,10.05,22.31,378.1,23.84,401.94,23.2,0.64,31,12,7.98,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.05E-08,1.30E-02,5.00E-02
2536,Osmundea,ccm,Low,3,Dark2,Dark,501,9.86,22.24,376.93,23.77,400.7,23.13,0.64,31,12,7.98,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.05E-08,1.30E-02,5.00E-02
2537,Osmundea,ccm,Low,3,Dark2,Dark,511,9.82,21.83,370.04,23.33,393.38,22.7,0.63,31,12,7.98,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.05E-08,1.30E-02,5.00E-02
2538,Osmundea,ccm,Low,3,Dark2,Dark,521,9.74,22.34,378.58,23.87,402.45,23.24,0.63,31,12,7.98,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.05E-08,1.30E-02,5.00E-02
2539,Osmundea,ccm,Low,3,Dark2,Dark,531,9.75,22.28,377.67,23.81,401.49,23.18,0.63,31,12,7.98,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.05E-08,1.30E-02,5.00E-02
2540,Osmundea,ccm,Low,3,Dark2,Dark,541,9.54,22.43,380.15,23.97,404.12,23.34,0.63,31,12,7.98,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.05E-08,1.30E-02,5.00E-02
2541,Osmundea,ccm,Low,3,Dark2,Dark,551,9.64,22.32,378.37,23.86,402.23,23.23,0.63,31,12,7.98,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.05E-08,1.30E-02,5.00E-02
2542,Osmundea,ccm,Low,3,Dark2,Dark,561,9.57,22.57,382.51,24.12,406.62,23.49,0.63,31,12,7.98,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.05E-08,1.30E-02,5.00E-02
2543,Osmundea,ccm,Low,3,Light1,Light,195,10.85,22.39,384.19,23.9,408.1,23.25,0.66,31,12,7.97,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.07E-08,1.33E-02,4.89E-02
2544,Osmundea,ccm,Low,3,Light1,Light,206,10.63,22.49,385.98,24.02,409.99,23.36,0.66,31,12,7.97,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.07E-08,1.33E-02,4.89E-02
2545,Osmundea,ccm,Low,3,Light1,Light,216,10.18,22.15,380.06,23.65,403.71,23,0.65,31,12,7.97,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.07E-08,1.33E-02,4.89E-02
2546,Osmundea,ccm,Low,3,Light1,Light,226,10.78,22.52,386.37,24.04,410.41,23.38,0.66,31,12,7.97,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.07E-08,1.33E-02,4.89E-02
2547,Osmundea,ccm,Low,3,Light1,Light,237,10.59,22.22,381.33,23.73,405.06,23.07,0.66,31,12,7.97,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.07E-08,1.33E-02,4.89E-02
2548,Osmundea,ccm,Low,3,Light1,Light,247,10.77,22.28,382.28,23.79,406.07,23.13,0.66,31,12,7.97,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.07E-08,1.33E-02,4.89E-02
2549,Osmundea,ccm,Low,3,Light1,Light,257,10.68,22.26,381.97,23.77,405.74,23.11,0.65,31,12,7.97,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.07E-08,1.33E-02,4.89E-02
2550,Osmundea,ccm,Low,3,Light1,Light,267,10.61,22.25,381.83,23.76,405.59,23.1,0.65,31,12,7.97,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.07E-08,1.33E-02,4.89E-02
2551,Osmundea,ccm,Low,3,Light1,Light,278,10.2,22.23,381.37,23.73,405.1,23.08,0.65,31,12,7.97,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.07E-08,1.33E-02,4.89E-02
2552,Osmundea,ccm,Low,3,Light1,Light,288,10.22,22.19,380.77,23.69,404.46,23.05,0.65,31,12,7.97,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.07E-08,1.33E-02,4.89E-02
2553,Osmundea,ccm,Low,3,Light1,Light,298,10.5,22.47,385.5,23.99,409.49,23.33,0.65,31,12,7.97,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.07E-08,1.33E-02,4.89E-02
2554,Osmundea,ccm,Low,3,Light1,Light,308,10.72,22.1,379.15,23.59,402.74,22.93,0.66,31,12,7.97,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.07E-08,1.33E-02,4.89E-02
2555,Osmundea,ccm,Low,3,Light1,Light,318,10.41,22.18,380.6,23.68,404.28,23.03,0.65,31,12,7.97,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.07E-08,1.33E-02,4.89E-02
2556,Osmundea,ccm,Low,3,Light1,Light,329,10.31,21.91,375.86,23.39,399.25,22.74,0.64,31,12,7.97,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.07E-08,1.33E-02,4.89E-02
2557,Osmundea,ccm,Low,3,Light1,Light,339,10.13,22.17,380.34,23.66,404,23.02,0.64,31,12,7.97,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.07E-08,1.33E-02,4.89E-02
2558,Osmundea,ccm,Low,3,Light1,Light,349,10.48,22.19,380.72,23.69,404.4,23.04,0.65,31,12,7.97,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.07E-08,1.33E-02,4.89E-02
2559,Osmundea,ccm,Low,3,Light1,Light,360,10.29,22.25,381.77,23.75,405.52,23.11,0.65,31,12,7.97,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.07E-08,1.33E-02,4.89E-02
2560,Osmundea,ccm,Low,3,Light1,Light,370,11.04,22.34,383.25,23.85,407.1,23.18,0.66,31,12,7.97,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.07E-08,1.33E-02,4.89E-02
2561,Osmundea,ccm,Low,3,Light1,Light,380,10.67,22.11,379.3,23.6,402.9,22.95,0.65,31,12,7.97,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.07E-08,1.33E-02,4.89E-02
2562,Osmundea,ccm,Low,3,Light1,Light,390,10.72,22.48,385.7,24,409.7,23.35,0.65,31,12,7.97,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.07E-08,1.33E-02,4.89E-02
2563,Osmundea,ccm,Low,3,Light1,Light,399,10.63,22.25,381.79,23.75,405.54,23.1,0.66,31,12,7.97,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.07E-08,1.33E-02,4.89E-02
2564,Osmundea,ccm,Low,3,Light1,Light,410,10.59,22.24,381.63,23.74,405.37,23.09,0.66,31,12,7.97,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.07E-08,1.33E-02,4.89E-02
2565,Osmundea,ccm,Low,3,Light1,Light,421,10.48,22.13,379.75,23.63,403.38,22.98,0.65,31,12,7.97,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.07E-08,1.33E-02,4.89E-02
2566,Osmundea,ccm,Low,3,Light1,Light,432,10.38,22.17,380.48,23.67,404.16,23.02,0.65,31,12,7.97,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.07E-08,1.33E-02,4.89E-02
2567,Osmundea,ccm,Low,3,Light1,Light,442,10.49,22.18,380.5,23.67,404.17,23.03,0.64,31,12,7.97,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.07E-08,1.33E-02,4.89E-02
2568,Osmundea,ccm,Low,3,Light1,Light,452,10.36,22.29,382.47,23.8,406.27,23.15,0.65,31,12,7.97,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.07E-08,1.33E-02,4.89E-02
2569,Osmundea,ccm,Low,3,Light1,Light,462,10.57,22.04,378.2,23.53,401.73,22.89,0.64,31,12,7.97,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.07E-08,1.33E-02,4.89E-02
2570,Osmundea,ccm,Low,3,Light1,Light,473,10.96,22.14,379.85,23.63,403.49,22.97,0.66,31,12,7.97,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.07E-08,1.33E-02,4.89E-02
2571,Osmundea,ccm,Low,3,Light1,Light,483,10.22,22.09,379.04,23.58,402.63,22.95,0.64,31,12,7.97,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.07E-08,1.33E-02,4.89E-02
2572,Osmundea,ccm,Low,3,Light1,Light,494,10.71,22.38,383.94,23.89,407.83,23.24,0.65,31,12,7.97,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.07E-08,1.33E-02,4.89E-02
2573,Osmundea,ccm,Low,3,Light1,Light,504,11.02,22,377.54,23.49,401.03,22.83,0.66,31,12,7.97,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.07E-08,1.33E-02,4.89E-02
2574,Osmundea,ccm,Low,3,Light1,Light,514,10.46,22.09,379.01,23.58,402.6,22.94,0.64,31,12,7.97,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.07E-08,1.33E-02,4.89E-02
2575,Osmundea,ccm,Low,3,Light1,Light,525,10.85,22,377.53,23.49,401.02,22.84,0.65,31,12,7.97,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.07E-08,1.33E-02,4.89E-02
2576,Osmundea,ccm,Low,3,Light1,Light,535,9.99,22.09,379.03,23.58,402.61,22.94,0.64,31,12,7.97,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.07E-08,1.33E-02,4.89E-02
2577,Osmundea,ccm,Low,3,Light1,Light,545,10.51,22.05,378.33,23.54,401.86,22.9,0.64,31,12,7.97,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.07E-08,1.33E-02,4.89E-02
2578,Osmundea,ccm,Low,3,Light1,Light,556,10.36,22.1,379.19,23.59,402.79,22.95,0.64,31,12,7.97,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.07E-08,1.33E-02,4.89E-02
2579,Osmundea,ccm,Low,3,Light1,Light,566,10.62,21.97,377.03,23.46,400.49,22.81,0.65,31,12,7.97,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.07E-08,1.33E-02,4.89E-02
2580,Osmundea,ccm,Low,3,Light1,Light,575,10.62,21.8,374.09,23.28,397.37,22.63,0.64,31,12,7.97,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.07E-08,1.33E-02,4.89E-02
2581,Osmundea,ccm,Low,3,Light1,Light,585,10.51,21.74,373.05,23.21,396.26,22.57,0.64,31,12,7.97,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.07E-08,1.33E-02,4.89E-02
2582,Osmundea,ccm,Low,3,Light1,Light,595,10.59,21.96,376.86,23.45,400.31,22.8,0.65,31,12,7.97,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.07E-08,1.33E-02,4.89E-02
2583,Osmundea,ccm,Low,3,Light1,Light,605,10.39,21.78,373.8,23.26,397.06,22.61,0.64,31,12,7.97,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.07E-08,1.33E-02,4.89E-02
2584,Osmundea,ccm,Low,3,Light1,Light,615,10.61,22.15,379.98,23.64,403.62,23,0.65,31,12,7.97,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.07E-08,1.33E-02,4.89E-02
2585,Osmundea,ccm,Low,3,Light1,Light,625,10.67,22.11,379.33,23.6,402.94,22.95,0.65,31,12,7.97,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.07E-08,1.33E-02,4.89E-02
2586,Osmundea,ccm,Low,3,Light1,Light,635,10.87,22.01,377.68,23.5,401.18,22.85,0.65,31,12,7.97,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.07E-08,1.33E-02,4.89E-02
2587,Osmundea,ccm,Low,3,Light1,Light,645,10.68,21.71,372.6,23.18,395.78,22.54,0.64,31,12,7.97,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.07E-08,1.33E-02,4.89E-02
2588,Osmundea,ccm,Low,3,Light1,Light,655,10.56,21.82,374.4,23.29,397.69,22.66,0.64,31,12,7.97,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.07E-08,1.33E-02,4.89E-02
2589,Osmundea,ccm,Low,3,Light1,Light,666,10.29,21.74,373.08,23.21,396.3,22.58,0.63,31,12,7.97,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.07E-08,1.33E-02,4.89E-02
2590,Osmundea,ccm,Low,3,Light1,Light,676,10.73,21.83,374.65,23.31,397.96,22.66,0.65,31,12,7.97,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.07E-08,1.33E-02,4.89E-02
2591,Osmundea,ccm,Low,3,Light1,Light,687,10.58,21.71,372.44,23.17,395.62,22.53,0.64,31,12,7.97,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.07E-08,1.33E-02,4.89E-02
2592,Osmundea,ccm,Low,3,Light1,Light,697,10.2,21.57,370.12,23.03,393.15,22.4,0.63,31,12,7.97,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.07E-08,1.33E-02,4.89E-02
2593,Osmundea,ccm,Low,3,Light1,Light,707,10.51,21.68,372.05,23.15,395.2,22.51,0.64,31,12,7.97,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.07E-08,1.33E-02,4.89E-02
2594,Osmundea,ccm,Low,3,Light1,Light,717,10.75,21.9,375.82,23.38,399.2,22.74,0.64,31,12,7.97,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.07E-08,1.33E-02,4.89E-02
2595,Osmundea,ccm,Low,3,Light1,Light,727,10.66,21.82,369.91,23.32,393.23,22.68,0.64,31,12,7.98,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.05E-08,1.30E-02,5.00E-02
2596,Osmundea,ccm,Low,3,Light1,Light,738,10.39,21.8,369.53,23.3,392.83,22.66,0.64,31,12,7.98,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.05E-08,1.30E-02,5.00E-02
2597,Osmundea,ccm,Low,3,Light1,Light,748,10.94,21.73,368.27,23.22,391.49,22.57,0.65,31,12,7.98,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.05E-08,1.30E-02,5.00E-02
2598,Osmundea,ccm,Low,3,Light1,Light,759,10.73,21.78,369.18,23.28,392.46,22.64,0.64,31,12,7.98,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.05E-08,1.30E-02,5.00E-02
2599,Osmundea,ccm,Low,3,Light1,Light,769,10.71,21.68,367.39,23.17,390.56,22.52,0.64,31,12,7.98,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.05E-08,1.30E-02,5.00E-02
2600,Osmundea,ccm,Low,3,Light1,Light,779,10.22,21.68,367.39,23.17,390.55,22.53,0.63,31,12,7.98,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.05E-08,1.30E-02,5.00E-02
2601,Osmundea,ccm,Low,3,Light1,Light,790,10.51,21.37,362.21,22.84,385.05,22.2,0.64,31,12,7.98,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.05E-08,1.30E-02,5.00E-02
2602,Osmundea,ccm,Low,3,Light1,Light,800,10.68,21.63,366.65,23.12,389.77,22.48,0.64,31,12,7.98,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.05E-08,1.30E-02,5.00E-02
