number,genus,metabolism,treatment,rep,run1,run2,seconds,O2_mM,HCO3,HCO3_mM,CO2_mM,DIC_mM,CO2_12_mM,CO2_13_mM,salinity,temperature,pH,K1a,K2a,K1b,K2b,K1,K2,H,K1_HCO3,K2_HCO3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4238,Pyropia,ccm,High,1,Light1,Light,275,10.96,16.27,329.28,17.12,346.40,16.62,0.50,31,12,7.77,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.70E-08,2.12E-02,3.08E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4239,Pyropia,ccm,High,1,Light1,Light,288,10.98,16.30,329.90,17.15,347.05,16.67,0.48,31,12,7.77,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.70E-08,2.12E-02,3.08E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4240,Pyropia,ccm,High,1,Light1,Light,302,11.53,15.85,320.79,16.68,337.47,16.21,0.47,31,12,7.77,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.70E-08,2.12E-02,3.08E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4241,Pyropia,ccm,High,1,Light1,Light,315,10.95,15.66,315.61,16.48,332.10,16.01,0.47,31,12,7.78,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.66E-08,2.07E-02,3.16E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4242,Pyropia,ccm,High,1,Light1,Light,329,11.37,15.31,308.56,16.12,324.68,15.65,0.46,31,12,7.78,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.66E-08,2.07E-02,3.16E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4243,Pyropia,ccm,High,1,Light1,Light,342,12.01,15.31,305.70,16.14,321.84,15.71,0.43,31,12,7.80,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.58E-08,1.97E-02,3.30E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4244,Pyropia,ccm,High,1,Light1,Light,356,12.02,14.72,293.83,15.51,309.34,15.05,0.46,31,12,7.80,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.58E-08,1.97E-02,3.30E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4245,Pyropia,ccm,High,1,Light1,Light,369,11.78,14.40,287.59,15.18,302.77,14.71,0.47,31,12,7.80,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.58E-08,1.97E-02,3.30E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4246,Pyropia,ccm,High,1,Light1,Light,383,12.14,14.09,281.27,14.85,296.11,14.43,0.42,31,12,7.80,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.58E-08,1.97E-02,3.30E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4247,Pyropia,ccm,High,1,Light1,Light,396,12.21,13.71,272.17,14.45,286.63,14.07,0.38,31,12,7.81,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.55E-08,1.93E-02,3.38E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4248,Pyropia,ccm,High,1,Light1,Light,410,12.54,13.85,275.05,14.61,289.66,14.20,0.41,31,12,7.81,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.55E-08,1.93E-02,3.38E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4249,Pyropia,ccm,High,1,Light1,Light,423,12.97,13.52,266.81,14.26,281.07,13.87,0.39,31,12,7.82,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.51E-08,1.89E-02,3.46E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4250,Pyropia,ccm,High,1,Light1,Light,436,12.95,13.23,261.22,13.96,275.18,13.56,0.40,31,12,7.82,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.51E-08,1.89E-02,3.46E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4251,Pyropia,ccm,High,1,Light1,Light,451,13.22,12.98,254.55,13.70,268.25,13.30,0.40,31,12,7.83,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.48E-08,1.84E-02,3.54E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4252,Pyropia,ccm,High,1,Light1,Light,464,12.57,12.45,244.24,13.15,257.39,12.78,0.37,31,12,7.83,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.48E-08,1.84E-02,3.54E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4253,Pyropia,ccm,High,1,Light1,Light,478,13.31,12.03,234.35,12.71,247.06,12.33,0.38,31,12,7.84,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.45E-08,1.80E-02,3.62E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4254,Pyropia,ccm,High,1,Light1,Light,491,12.91,11.87,231.10,12.53,243.63,12.16,0.38,31,12,7.84,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.45E-08,1.80E-02,3.62E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4255,Pyropia,ccm,High,1,Light1,Light,505,13.42,11.62,224.62,12.28,236.90,11.93,0.35,31,12,7.85,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.41E-08,1.76E-02,3.71E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4256,Pyropia,ccm,High,1,Light1,Light,519,14.07,11.38,220.09,12.03,232.13,11.67,0.36,31,12,7.85,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.41E-08,1.76E-02,3.71E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4257,Pyropia,ccm,High,1,Light1,Light,533,14.05,11.20,216.54,11.84,228.38,11.51,0.33,31,12,7.85,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.41E-08,1.76E-02,3.71E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4258,Pyropia,ccm,High,1,Light1,Light,546,13.81,11.03,211.62,11.67,223.29,11.35,0.31,31,12,7.86,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.38E-08,1.72E-02,3.79E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4259,Pyropia,ccm,High,1,Light1,Light,561,14.63,10.76,206.50,11.39,217.89,11.04,0.35,31,12,7.86,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.38E-08,1.72E-02,3.79E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4260,Pyropia,ccm,High,1,Light1,Light,574,15.12,10.44,214.51,10.96,225.47,10.67,0.29,31,12,7.70,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,2.00E-08,2.49E-02,2.62E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4261,Pyropia,ccm,High,1,Light1,Light,588,15.12,10.42,214.16,10.94,225.10,10.63,0.31,31,12,7.70,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,2.00E-08,2.49E-02,2.62E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4262,Pyropia,ccm,High,1,Light1,Light,601,15.07,9.94,187.54,10.53,198.07,10.21,0.32,31,12,7.88,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.32E-08,1.64E-02,3.97E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4263,Pyropia,ccm,High,1,Light1,Light,615,15.61,9.71,183.11,10.28,193.39,9.98,0.30,31,12,7.88,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.32E-08,1.64E-02,3.97E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4264,Pyropia,ccm,High,1,Light1,Light,628,15.83,9.38,177.03,9.94,186.97,9.65,0.29,31,12,7.88,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.32E-08,1.64E-02,3.97E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4265,Pyropia,ccm,High,2,Dark1,Dark,163,8.77,21.59,399.94,22.91,422.85,22.28,0.63,31,12,7.90,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.26E-08,1.57E-02,4.16E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4266,Pyropia,ccm,High,2,Dark1,Dark,177,9.31,21.84,400.56,23.19,423.75,22.56,0.63,31,12,7.91,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.23E-08,1.53E-02,4.26E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4267,Pyropia,ccm,High,2,Dark1,Dark,191,9.17,21.99,403.28,23.35,426.63,22.71,0.64,31,12,7.91,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.23E-08,1.53E-02,4.26E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4268,Pyropia,ccm,High,2,Dark1,Dark,205,9.34,22.24,407.89,23.61,431.51,22.97,0.64,31,12,7.91,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.23E-08,1.53E-02,4.26E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4269,Pyropia,ccm,High,2,Dark1,Dark,219,8.94,21.92,401.94,23.27,425.20,22.62,0.65,31,12,7.91,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.23E-08,1.53E-02,4.26E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4270,Pyropia,ccm,High,2,Dark1,Dark,232,9.26,22.08,404.93,23.44,428.37,22.80,0.64,31,12,7.91,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.23E-08,1.53E-02,4.26E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4271,Pyropia,ccm,High,2,Dark1,Dark,246,9.38,21.79,395.49,23.15,418.64,22.50,0.65,31,12,7.92,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.20E-08,1.50E-02,4.36E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4272,Pyropia,ccm,High,2,Dark1,Dark,260,9.05,21.88,397.16,23.25,420.40,22.60,0.64,31,12,7.92,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.20E-08,1.50E-02,4.36E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4273,Pyropia,ccm,High,2,Dark1,Dark,273,9.00,22.02,399.79,23.40,423.19,22.76,0.64,31,12,7.92,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.20E-08,1.50E-02,4.36E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4274,Pyropia,ccm,High,2,Dark1,Dark,287,9.41,22.37,406.12,23.77,429.89,23.10,0.67,31,12,7.92,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.20E-08,1.50E-02,4.36E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4275,Pyropia,ccm,High,2,Dark1,Dark,300,9.17,22.29,400.30,23.70,424.00,23.00,0.70,31,12,7.93,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.17E-08,1.46E-02,4.46E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4276,Pyropia,ccm,High,2,Dark1,Dark,314,9.41,22.00,395.25,23.40,418.65,22.76,0.64,31,12,7.93,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.17E-08,1.46E-02,4.46E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4277,Pyropia,ccm,High,2,Dark1,Dark,327,9.09,22.03,395.66,23.43,419.08,22.75,0.68,31,12,7.93,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.17E-08,1.46E-02,4.46E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4278,Pyropia,ccm,High,2,Dark1,Dark,340,9.31,22.01,395.44,23.41,418.86,22.72,0.69,31,12,7.93,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.17E-08,1.46E-02,4.46E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4279,Pyropia,ccm,High,2,Dark1,Dark,354,9.35,21.93,393.94,23.32,417.26,22.70,0.62,31,12,7.93,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.17E-08,1.46E-02,4.46E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4280,Pyropia,ccm,High,2,Dark1,Dark,368,9.07,21.82,391.86,23.20,415.07,22.59,0.61,31,12,7.93,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.17E-08,1.46E-02,4.46E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4281,Pyropia,ccm,High,2,Dark1,Dark,382,9.18,22.13,397.53,23.54,421.07,22.89,0.65,31,12,7.93,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.17E-08,1.46E-02,4.46E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4282,Pyropia,ccm,High,2,Dark1,Dark,395,9.38,22.07,396.41,23.47,419.88,22.82,0.65,31,12,7.93,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.17E-08,1.46E-02,4.46E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4283,Pyropia,ccm,High,2,Dark1,Dark,409,9.05,22.02,395.57,23.42,418.99,22.74,0.68,31,12,7.93,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.17E-08,1.46E-02,4.46E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4284,Pyropia,ccm,High,2,Dark1,Dark,422,8.87,21.93,393.87,23.32,417.19,22.68,0.64,31,12,7.93,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.17E-08,1.46E-02,4.46E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4285,Pyropia,ccm,High,2,Dark1,Dark,436,8.99,22.23,399.31,23.64,422.95,22.99,0.65,31,12,7.93,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.17E-08,1.46E-02,4.46E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4286,Pyropia,ccm,High,2,Dark1,Dark,450,8.57,21.88,393.10,23.27,416.37,22.64,0.64,31,12,7.93,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.17E-08,1.46E-02,4.46E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4287,Pyropia,ccm,High,2,Dark1,Dark,463,9.00,22.38,402.00,23.80,425.80,23.11,0.69,31,12,7.93,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.17E-08,1.46E-02,4.46E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4288,Pyropia,ccm,High,2,Dark1,Dark,478,9.08,22.02,395.61,23.42,419.03,22.80,0.62,31,12,7.93,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.17E-08,1.46E-02,4.46E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4289,Pyropia,ccm,High,2,Dark1,Dark,491,9.14,21.95,394.37,23.35,417.72,22.70,0.65,31,12,7.93,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.17E-08,1.46E-02,4.46E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4290,Pyropia,ccm,High,2,Dark1,Dark,504,8.92,22.11,397.22,23.52,420.74,22.87,0.65,31,12,7.93,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.17E-08,1.46E-02,4.46E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4291,Pyropia,ccm,High,2,Dark1,Dark,518,8.65,22.23,399.26,23.64,422.90,23.00,0.64,31,12,7.93,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.17E-08,1.46E-02,4.46E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4292,Pyropia,ccm,High,2,Dark1,Dark,531,8.50,22.12,397.34,23.53,420.87,22.91,0.62,31,12,7.93,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.17E-08,1.46E-02,4.46E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4293,Pyropia,ccm,High,2,Dark1,Dark,545,9.11,22.33,401.08,23.75,424.82,23.08,0.67,31,12,7.93,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.17E-08,1.46E-02,4.46E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4294,Pyropia,ccm,High,2,Dark1,Dark,559,9.22,21.87,392.85,23.26,416.11,22.60,0.66,31,12,7.93,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.17E-08,1.46E-02,4.46E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4295,Pyropia,ccm,High,2,Dark1,Dark,573,8.45,22.13,397.48,23.53,421.02,22.89,0.64,31,12,7.93,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.17E-08,1.46E-02,4.46E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4296,Pyropia,ccm,High,2,Dark1,Dark,587,8.75,21.86,392.72,23.25,415.98,22.58,0.67,31,12,7.93,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.17E-08,1.46E-02,4.46E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4297,Pyropia,ccm,High,2,Dark2,Dark,193,8.54,18.48,320.96,19.71,340.67,19.17,0.54,31,12,7.96,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.10E-08,1.37E-02,4.78E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4298,Pyropia,ccm,High,2,Dark2,Dark,207,8.61,18.66,324.05,19.90,343.96,19.35,0.55,31,12,7.96,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.10E-08,1.37E-02,4.78E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4299,Pyropia,ccm,High,2,Dark2,Dark,220,8.87,18.86,327.56,20.12,347.68,19.57,0.54,31,12,7.96,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.10E-08,1.37E-02,4.78E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4300,Pyropia,ccm,High,2,Dark2,Dark,234,8.74,19.00,329.94,20.26,350.20,19.69,0.58,31,12,7.96,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.10E-08,1.37E-02,4.78E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4301,Pyropia,ccm,High,2,Dark2,Dark,247,9.02,18.64,323.66,19.88,343.54,19.30,0.58,31,12,7.96,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.10E-08,1.37E-02,4.78E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4302,Pyropia,ccm,High,2,Dark2,Dark,261,8.64,19.08,331.40,20.35,351.75,19.79,0.57,31,12,7.96,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.10E-08,1.37E-02,4.78E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4303,Pyropia,ccm,High,2,Dark2,Dark,275,8.83,18.95,329.08,20.21,349.29,19.65,0.56,31,12,7.96,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.10E-08,1.37E-02,4.78E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4304,Pyropia,ccm,High,2,Dark2,Dark,288,8.50,18.60,323.01,19.84,342.84,19.30,0.54,31,12,7.96,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.10E-08,1.37E-02,4.78E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4305,Pyropia,ccm,High,2,Dark2,Dark,302,8.27,18.67,324.18,19.91,344.09,19.35,0.56,31,12,7.96,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.10E-08,1.37E-02,4.78E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4306,Pyropia,ccm,High,2,Dark2,Dark,315,8.32,18.73,325.17,19.97,345.14,19.43,0.55,31,12,7.96,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.10E-08,1.37E-02,4.78E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4307,Pyropia,ccm,High,2,Dark2,Dark,329,8.09,18.85,327.30,20.10,347.40,19.55,0.55,31,12,7.96,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.10E-08,1.37E-02,4.78E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4308,Pyropia,ccm,High,2,Dark2,Dark,343,8.65,19.04,330.62,20.31,350.93,19.77,0.54,31,12,7.96,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.10E-08,1.37E-02,4.78E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4309,Pyropia,ccm,High,2,Dark2,Dark,357,8.65,19.14,332.45,20.42,352.87,19.85,0.57,31,12,7.96,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.10E-08,1.37E-02,4.78E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4310,Pyropia,ccm,High,2,Dark2,Dark,370,8.45,19.03,330.47,20.30,350.77,19.73,0.57,31,12,7.96,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.10E-08,1.37E-02,4.78E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4311,Pyropia,ccm,High,2,Dark2,Dark,383,8.57,19.07,331.20,20.34,351.54,19.75,0.60,31,12,7.96,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.10E-08,1.37E-02,4.78E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4312,Pyropia,ccm,High,2,Dark2,Dark,397,8.34,19.16,332.67,20.43,353.10,19.86,0.58,31,12,7.96,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.10E-08,1.37E-02,4.78E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4313,Pyropia,ccm,High,2,Dark2,Dark,411,8.18,19.35,335.94,20.63,356.58,20.05,0.58,31,12,7.96,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.10E-08,1.37E-02,4.78E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4314,Pyropia,ccm,High,2,Dark2,Dark,425,8.66,19.01,330.14,20.28,350.41,19.72,0.56,31,12,7.96,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.10E-08,1.37E-02,4.78E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4315,Pyropia,ccm,High,2,Dark2,Dark,438,8.39,19.03,330.39,20.29,350.68,19.73,0.56,31,12,7.96,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.10E-08,1.37E-02,4.78E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4316,Pyropia,ccm,High,2,Dark2,Dark,452,8.45,19.38,336.58,20.67,357.26,20.11,0.57,31,12,7.96,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.10E-08,1.37E-02,4.78E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4317,Pyropia,ccm,High,2,Dark2,Dark,466,8.63,19.56,339.60,20.86,360.46,20.24,0.61,31,12,7.96,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.10E-08,1.37E-02,4.78E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4318,Pyropia,ccm,High,2,Light1,Light,274,8.55,21.17,384.33,22.50,406.83,21.86,0.64,31,12,7.92,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.20E-08,1.50E-02,4.36E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4319,Pyropia,ccm,High,2,Light1,Light,289,8.27,20.78,373.27,22.10,395.37,21.47,0.64,31,12,7.93,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.17E-08,1.46E-02,4.46E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
