number,genus,metabolism,treatment,rep,run1,run2,seconds,O2_mM,HCO3,HCO3_mM,CO2_mM,DIC_mM,CO2_12_mM,CO2_13_mM,salinity,temperature,pH,K1a,K2a,K1b,K2b,K1,K2,H,K1_HCO3,K2_HCO3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2061,Opuntiella,nonccm,High,4,Light1,Light,372,11.39,18.31,380.53,19.45,353.98,18.85,0.59,31,12,7.70,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,2.00E-08,2.49E-02,2.62E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2062,Opuntiella,nonccm,High,4,Light1,Light,386,11.98,18.04,375.16,19.17,346.68,18.60,0.57,31,12,7.70,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,2.00E-08,2.49E-02,2.62E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2063,Opuntiella,nonccm,High,4,Light1,Light,400,11.63,18.04,374.92,19.18,346.41,18.59,0.58,31,12,7.71,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.95E-08,2.43E-02,2.69E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2064,Opuntiella,nonccm,High,4,Light1,Light,413,11.85,17.89,371.81,19.02,343.58,18.43,0.59,31,12,7.71,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.95E-08,2.43E-02,2.69E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2065,Opuntiella,nonccm,High,4,Light1,Light,427,12.17,17.83,370.48,18.95,342.55,18.37,0.58,31,12,7.71,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.95E-08,2.43E-02,2.69E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2066,Opuntiella,nonccm,High,4,Light1,Light,440,12.01,17.65,366.74,18.76,338.42,18.18,0.58,31,12,7.71,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.95E-08,2.43E-02,2.69E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2067,Opuntiella,nonccm,High,4,Light1,Light,454,12.26,17.58,365.27,18.68,336.98,18.11,0.57,31,12,7.71,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.95E-08,2.43E-02,2.69E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2068,Opuntiella,nonccm,High,4,Light1,Light,467,12.27,17.42,361.87,18.54,332.01,17.97,0.57,31,12,7.72,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.91E-08,2.37E-02,2.75E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2069,Opuntiella,nonccm,High,4,Light1,Light,481,12.40,17.23,357.78,18.33,327.88,17.78,0.55,31,12,7.72,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.91E-08,2.37E-02,2.75E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2070,Opuntiella,nonccm,High,4,Light1,Light,494,12.22,17.16,356.34,18.25,326.38,17.70,0.55,31,12,7.72,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.91E-08,2.37E-02,2.75E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2071,Opuntiella,nonccm,High,4,Light1,Light,508,12.48,17.08,354.14,18.17,325.01,17.62,0.55,31,12,7.73,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.86E-08,2.32E-02,2.81E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2072,Opuntiella,nonccm,High,4,Light1,Light,522,12.49,16.96,351.88,18.06,320.48,17.51,0.55,31,12,7.73,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.86E-08,2.32E-02,2.81E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2073,Opuntiella,nonccm,High,4,Light1,Light,536,12.75,16.81,348.77,17.90,317.78,17.35,0.55,31,12,7.73,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.86E-08,2.32E-02,2.81E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2074,Opuntiella,nonccm,High,4,Light1,Light,549,12.88,16.56,342.76,17.63,312.50,17.08,0.55,31,12,7.74,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.82E-08,2.27E-02,2.88E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2075,Opuntiella,nonccm,High,4,Light1,Light,563,12.68,16.47,340.92,17.54,310.63,16.99,0.55,31,12,7.74,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.82E-08,2.27E-02,2.88E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2076,Opuntiella,nonccm,High,4,Light1,Light,576,12.95,16.35,338.41,17.41,308.50,16.87,0.54,31,12,7.74,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.82E-08,2.27E-02,2.88E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2077,Opuntiella,nonccm,High,4,Light1,Light,589,12.76,16.25,336.51,17.31,306.27,16.78,0.53,31,12,7.74,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.82E-08,2.27E-02,2.88E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2078,Opuntiella,nonccm,High,4,Light1,Light,603,13.09,16.11,332.52,17.16,303.05,16.62,0.54,31,12,7.75,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.78E-08,2.22E-02,2.94E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2079,Opuntiella,nonccm,High,4,Light1,Light,616,13.04,16.07,331.75,17.12,302.23,16.58,0.54,31,12,7.75,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.78E-08,2.22E-02,2.94E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2080,Opuntiella,nonccm,High,5,Dark1,Dark,381,12.72,29.39,510.30,31.34,541.64,30.46,0.88,31,12,7.96,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.10E-08,1.37E-02,4.78E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2081,Opuntiella,nonccm,High,5,Dark1,Dark,395,13.26,29.98,520.57,31.97,552.54,31.09,0.88,31,12,7.96,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.10E-08,1.37E-02,4.78E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2082,Opuntiella,nonccm,High,5,Dark1,Dark,409,12.79,29.39,510.42,31.35,541.77,30.45,0.90,31,12,7.96,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.10E-08,1.37E-02,4.78E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2083,Opuntiella,nonccm,High,5,Dark1,Dark,423,12.74,29.60,514.08,31.57,545.66,30.72,0.85,31,12,7.96,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.10E-08,1.37E-02,4.78E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2084,Opuntiella,nonccm,High,5,Dark1,Dark,437,13.03,29.88,518.89,31.87,550.76,30.95,0.92,31,12,7.96,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.10E-08,1.37E-02,4.78E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2085,Opuntiella,nonccm,High,5,Dark1,Dark,451,12.76,29.60,513.93,31.56,545.50,30.66,0.90,31,12,7.96,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.10E-08,1.37E-02,4.78E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2086,Opuntiella,nonccm,High,5,Dark1,Dark,465,12.93,29.85,518.30,31.83,550.13,30.93,0.90,31,12,7.96,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.10E-08,1.37E-02,4.78E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2087,Opuntiella,nonccm,High,5,Dark1,Dark,478,13.23,30.14,523.39,32.15,555.53,31.28,0.86,31,12,7.96,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.10E-08,1.37E-02,4.78E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2088,Opuntiella,nonccm,High,5,Dark1,Dark,492,12.93,30.41,528.10,32.44,560.54,31.56,0.87,31,12,7.96,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.10E-08,1.37E-02,4.78E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2089,Opuntiella,nonccm,High,5,Dark1,Dark,506,13.10,30.21,524.56,32.22,556.77,31.32,0.90,31,12,7.96,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.10E-08,1.37E-02,4.78E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2090,Opuntiella,nonccm,High,5,Dark1,Dark,520,13.33,30.27,525.60,32.28,557.88,31.35,0.93,31,12,7.96,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.10E-08,1.37E-02,4.78E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2091,Opuntiella,nonccm,High,5,Dark1,Dark,534,12.75,30.41,528.04,32.43,560.47,31.51,0.92,31,12,7.96,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.10E-08,1.37E-02,4.78E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2092,Opuntiella,nonccm,High,5,Dark1,Dark,548,12.28,29.87,518.67,31.86,550.53,30.98,0.88,31,12,7.96,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.10E-08,1.37E-02,4.78E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2093,Opuntiella,nonccm,High,5,Dark1,Dark,562,12.85,30.33,526.64,32.35,558.99,31.50,0.84,31,12,7.96,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.10E-08,1.37E-02,4.78E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2094,Opuntiella,nonccm,High,5,Dark1,Dark,576,13.16,29.86,518.60,31.85,550.45,30.92,0.93,31,12,7.96,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.10E-08,1.37E-02,4.78E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2095,Opuntiella,nonccm,High,5,Dark1,Dark,590,12.82,30.58,530.94,32.61,563.55,31.71,0.90,31,12,7.96,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.10E-08,1.37E-02,4.78E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2096,Opuntiella,nonccm,High,5,Dark1,Dark,605,12.60,30.55,530.43,32.58,563.00,31.63,0.95,31,12,7.96,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.10E-08,1.37E-02,4.78E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2097,Opuntiella,nonccm,High,5,Dark1,Dark,619,12.39,30.43,528.39,32.45,560.84,31.54,0.91,31,12,7.96,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.10E-08,1.37E-02,4.78E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2098,Opuntiella,nonccm,High,5,Dark1,Dark,633,11.85,30.48,529.30,32.51,561.81,31.59,0.92,31,12,7.96,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.10E-08,1.37E-02,4.78E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2099,Opuntiella,nonccm,High,5,Dark1,Dark,648,12.06,30.57,530.91,32.61,563.51,31.71,0.90,31,12,7.96,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.10E-08,1.37E-02,4.78E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100,Opuntiella,nonccm,High,5,Dark1,Dark,662,11.55,30.65,532.30,32.69,564.99,31.81,0.88,31,12,7.96,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.10E-08,1.37E-02,4.78E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2101,Opuntiella,nonccm,High,5,Dark1,Dark,676,12.21,30.59,531.25,32.63,563.88,31.69,0.94,31,12,7.96,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.10E-08,1.37E-02,4.78E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2102,Opuntiella,nonccm,High,5,Dark1,Dark,690,12.66,31.11,540.17,33.18,573.34,32.23,0.95,31,12,7.96,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.10E-08,1.37E-02,4.78E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2103,Opuntiella,nonccm,High,5,Dark1,Dark,704,12.31,30.76,540.44,32.78,573.21,31.84,0.94,31,12,7.95,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.12E-08,1.40E-02,4.67E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2104,Opuntiella,nonccm,High,5,Dark1,Dark,718,12.08,30.75,540.17,32.76,572.93,31.76,1.00,31,12,7.95,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.12E-08,1.40E-02,4.67E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2105,Opuntiella,nonccm,High,5,Dark1,Dark,732,11.95,30.87,542.27,32.89,575.16,31.96,0.93,31,12,7.95,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.12E-08,1.40E-02,4.67E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2106,Opuntiella,nonccm,High,5,Dark1,Dark,746,11.63,30.72,539.67,32.73,572.40,31.84,0.89,31,12,7.95,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.12E-08,1.40E-02,4.67E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2107,Opuntiella,nonccm,High,5,Dark2,Dark,449,14.49,22.82,357.11,24.56,381.67,23.90,0.66,31,12,8.04,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.12E-09,1.14E-02,5.74E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2108,Opuntiella,nonccm,High,5,Dark2,Dark,463,14.79,23.27,364.14,25.05,389.19,24.38,0.66,31,12,8.04,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.12E-09,1.14E-02,5.74E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2109,Opuntiella,nonccm,High,5,Dark2,Dark,477,14.12,23.33,370.24,25.08,395.32,24.46,0.62,31,12,8.03,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.33E-09,1.16E-02,5.61E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2110,Opuntiella,nonccm,High,5,Dark2,Dark,491,13.86,23.37,370.86,25.12,395.98,24.43,0.69,31,12,8.03,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.33E-09,1.16E-02,5.61E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2111,Opuntiella,nonccm,High,5,Dark2,Dark,505,14.34,23.36,370.66,25.11,395.76,24.41,0.70,31,12,8.03,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.33E-09,1.16E-02,5.61E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2112,Opuntiella,nonccm,High,5,Dark2,Dark,519,13.81,22.89,363.16,24.60,387.76,23.92,0.68,31,12,8.03,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.33E-09,1.16E-02,5.61E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2113,Opuntiella,nonccm,High,5,Dark2,Dark,533,13.96,23.27,369.29,25.01,394.31,24.32,0.69,31,12,8.03,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.33E-09,1.16E-02,5.61E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2114,Opuntiella,nonccm,High,5,Dark2,Dark,547,14.06,23.37,370.76,25.11,395.87,24.45,0.66,31,12,8.03,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.33E-09,1.16E-02,5.61E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2115,Opuntiella,nonccm,High,5,Dark2,Dark,560,13.98,23.62,374.72,25.38,400.11,24.68,0.70,31,12,8.03,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.33E-09,1.16E-02,5.61E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2116,Opuntiella,nonccm,High,5,Dark2,Dark,574,13.91,23.46,372.23,25.21,397.44,24.53,0.68,31,12,8.03,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.33E-09,1.16E-02,5.61E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2117,Opuntiella,nonccm,High,5,Dark2,Dark,588,13.98,23.81,377.78,25.59,403.37,24.87,0.72,31,12,8.03,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.33E-09,1.16E-02,5.61E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2118,Opuntiella,nonccm,High,5,Dark2,Dark,603,13.69,23.92,379.53,25.71,405.24,25.01,0.69,31,12,8.03,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.33E-09,1.16E-02,5.61E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2119,Opuntiella,nonccm,High,5,Dark2,Dark,616,13.73,23.99,380.65,25.78,406.44,25.06,0.73,31,12,8.03,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.33E-09,1.16E-02,5.61E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2120,Opuntiella,nonccm,High,5,Dark2,Dark,630,13.73,23.70,376.04,25.47,401.52,24.79,0.68,31,12,8.03,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.33E-09,1.16E-02,5.61E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2121,Opuntiella,nonccm,High,5,Dark2,Dark,644,13.60,23.56,373.89,25.33,399.22,24.56,0.77,31,12,8.03,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.33E-09,1.16E-02,5.61E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2122,Opuntiella,nonccm,High,5,Dark2,Dark,659,13.89,23.87,378.70,25.65,404.35,24.95,0.70,31,12,8.03,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.33E-09,1.16E-02,5.61E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2123,Opuntiella,nonccm,High,5,Dark2,Dark,673,13.24,23.93,379.67,25.72,405.39,25.00,0.72,31,12,8.03,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.33E-09,1.16E-02,5.61E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2124,Opuntiella,nonccm,High,5,Dark2,Dark,687,13.62,23.97,380.30,25.76,406.06,25.06,0.70,31,12,8.03,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.33E-09,1.16E-02,5.61E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2125,Opuntiella,nonccm,High,5,Dark2,Dark,701,13.37,24.36,386.49,26.18,412.67,25.47,0.71,31,12,8.03,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.33E-09,1.16E-02,5.61E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2126,Opuntiella,nonccm,High,5,Dark2,Dark,715,13.88,24.54,394.72,26.34,421.06,25.61,0.73,31,12,8.02,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.55E-09,1.19E-02,5.48E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2127,Opuntiella,nonccm,High,5,Dark2,Dark,729,13.41,24.45,393.40,26.25,419.65,25.50,0.75,31,12,8.02,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.55E-09,1.19E-02,5.48E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2128,Opuntiella,nonccm,High,5,Dark2,Dark,743,13.26,24.59,395.61,26.40,422.01,25.64,0.75,31,12,8.02,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.55E-09,1.19E-02,5.48E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2129,Opuntiella,nonccm,High,5,Dark2,Dark,757,13.15,24.58,395.34,26.38,421.72,25.64,0.74,31,12,8.02,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.55E-09,1.19E-02,5.48E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2130,Opuntiella,nonccm,High,5,Dark2,Dark,771,13.17,24.37,392.08,26.16,418.24,25.43,0.74,31,12,8.02,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.55E-09,1.19E-02,5.48E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2131,Opuntiella,nonccm,High,5,Dark2,Dark,785,13.32,24.84,399.52,26.66,426.18,25.97,0.69,31,12,8.02,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.55E-09,1.19E-02,5.48E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2132,Opuntiella,nonccm,High,5,Dark2,Dark,799,12.86,24.60,395.76,26.41,422.17,25.69,0.72,31,12,8.02,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.55E-09,1.19E-02,5.48E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2133,Opuntiella,nonccm,High,5,Dark2,Dark,813,13.25,24.51,394.23,26.31,420.54,25.59,0.71,31,12,8.02,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.55E-09,1.19E-02,5.48E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2134,Opuntiella,nonccm,High,5,Dark2,Dark,826,13.19,25.23,405.82,27.08,432.90,26.34,0.74,31,12,8.02,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.55E-09,1.19E-02,5.48E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2135,Opuntiella,nonccm,High,5,Dark2,Dark,841,13.13,24.79,404.25,26.58,430.83,25.85,0.74,31,12,8.01,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.77E-09,1.22E-02,5.36E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2136,Opuntiella,nonccm,High,5,Dark2,Dark,855,12.82,25.12,409.63,26.94,436.56,26.21,0.73,31,12,8.01,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.77E-09,1.22E-02,5.36E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2137,Opuntiella,nonccm,High,5,Dark2,Dark,869,12.81,24.98,407.30,26.78,434.09,26.05,0.74,31,12,8.01,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.77E-09,1.22E-02,5.36E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2138,Opuntiella,nonccm,High,5,Light1,Light,253,13.20,29.37,510.08,31.33,541.41,30.44,0.88,31,12,7.96,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.10E-08,1.37E-02,4.78E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2139,Opuntiella,nonccm,High,5,Light1,Light,266,12.71,28.93,502.40,30.86,533.26,29.97,0.89,31,12,7.96,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.10E-08,1.37E-02,4.78E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2140,Opuntiella,nonccm,High,5,Light1,Light,280,13.27,28.69,498.18,30.60,528.78,29.74,0.86,31,12,7.96,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.10E-08,1.37E-02,4.78E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2141,Opuntiella,nonccm,High,5,Light1,Light,294,13.54,28.58,496.27,30.48,526.75,29.66,0.82,31,12,7.96,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.10E-08,1.37E-02,4.78E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
