number,genus,metabolism,treatment,rep,run1,run2,seconds,O2_mM,HCO3_mM,CO2_mM,CO2_12_mM,CO2_13_mM,salinity,temperature,pH
5358,Opuntiella,ccm,High,5,Light1,Light,661,15.54580786,23.37963153,25.09776568,24.39287957,0.704886102,31,12,8.02
5359,Opuntiella,ccm,High,5,Dark2,Dark,449,14.48549409,22.82435128,24.56161418,23.89878505,0.662829129,31,12,8.04
5360,Opuntiella,ccm,High,5,Dark2,Dark,463,14.79173261,23.27379839,25.04527193,24.38449648,0.660775453,31,12,8.04
5361,Opuntiella,ccm,High,5,Dark2,Dark,477,14.12483843,23.33400226,25.07895649,24.45600682,0.622949669,31,12,8.03
5362,Opuntiella,ccm,High,5,Dark2,Dark,491,13.85767673,23.37300932,25.12088017,24.43073052,0.690149656,31,12,8.03
5363,Opuntiella,ccm,High,5,Dark2,Dark,505,14.33827739,23.36022811,25.1071434,24.40697841,0.700164986,31,12,8.03
5364,Opuntiella,ccm,High,5,Dark2,Dark,519,13.81228702,22.88791235,24.59950641,23.91847262,0.681033795,31,12,8.03
5365,Opuntiella,ccm,High,5,Dark2,Dark,533,13.95672605,23.27437129,25.01486623,24.32060713,0.694259095,31,12,8.03
5366,Opuntiella,ccm,High,5,Dark2,Dark,547,14.06486593,23.36648163,25.11386502,24.45460963,0.659255385,31,12,8.03
5367,Opuntiella,ccm,High,5,Dark2,Dark,560,13.97762173,23.61657833,25.38266363,24.68336651,0.699297121,31,12,8.03
5368,Opuntiella,ccm,High,5,Dark2,Dark,574,13.9064754,23.45906077,25.21336784,24.52904135,0.684326486,31,12,8.03
5369,Opuntiella,ccm,High,5,Dark2,Dark,588,13.97692731,23.8094507,25.58996095,24.87427244,0.715688511,31,12,8.03
5370,Opuntiella,ccm,High,5,Dark2,Dark,603,13.68602913,23.919582,25.70832558,25.01462577,0.69369981,31,12,8.03
5371,Opuntiella,ccm,High,5,Dark2,Dark,616,13.72788362,23.99010205,25.78412043,25.05679527,0.727325153,31,12,8.03
5372,Opuntiella,ccm,High,5,Dark2,Dark,630,13.72927245,23.69971035,25.47201328,24.79145762,0.680555661,31,12,8.03
5373,Opuntiella,ccm,High,5,Dark2,Dark,644,13.60023689,23.56423834,25.32641118,24.5585092,0.767901979,31,12,8.03
5374,Opuntiella,ccm,High,5,Dark2,Dark,659,13.88766298,23.86726231,25.65209424,24.95289571,0.699198534,31,12,8.03
5375,Opuntiella,ccm,High,5,Dark2,Dark,673,13.24103319,23.92841816,25.71782266,24.99646239,0.721360266,31,12,8.03
5376,Opuntiella,ccm,High,5,Dark2,Dark,687,13.6211957,23.96807342,25.76044537,25.062384,0.698061362,31,12,8.03
5377,Opuntiella,ccm,High,5,Dark2,Dark,701,13.37076317,24.35817108,26.1797146,25.46655078,0.71316382,31,12,8.03
5378,Opuntiella,ccm,High,5,Dark2,Dark,715,13.87648916,24.53678387,26.33995437,25.60550693,0.734447443,31,12,8.02
5379,Opuntiella,ccm,High,5,Dark2,Dark,729,13.40838802,24.45469209,26.25182929,25.498813,0.75301629,31,12,8.02
5380,Opuntiella,ccm,High,5,Dark2,Dark,743,13.26401213,24.59210309,26.39933878,25.64488207,0.754456712,31,12,8.02
5381,Opuntiella,ccm,High,5,Dark2,Dark,757,13.1468448,24.57533635,26.38133975,25.63916633,0.742173422,31,12,8.02
5382,Opuntiella,ccm,High,5,Dark2,Dark,771,13.16704607,24.37229022,26.16337125,25.42730266,0.73606859,31,12,8.02
5383,Opuntiella,ccm,High,5,Dark2,Dark,785,13.32329021,24.83507253,26.66016438,25.97461713,0.685547247,31,12,8.02
5384,Opuntiella,ccm,High,5,Dark2,Dark,799,12.86011313,24.60147687,26.40940057,25.69391047,0.715490092,31,12,8.02
5385,Opuntiella,ccm,High,5,Dark2,Dark,813,13.24589412,24.50639871,26.30733656,25.59432947,0.713007092,31,12,8.02
5386,Opuntiella,ccm,High,5,Dark2,Dark,826,13.18939371,25.22671609,27.08058998,26.3381386,0.742451375,31,12,8.02
5387,Opuntiella,ccm,High,5,Dark2,Dark,841,13.12796925,24.79237672,26.58323269,25.84556828,0.737664405,31,12,8.01
5388,Opuntiella,ccm,High,5,Dark2,Dark,855,12.82173073,25.1221662,26.93684442,26.20629539,0.730549037,31,12,8.01
5389,Opuntiella,ccm,High,5,Dark2,Dark,869,12.80569598,24.97972225,26.78411035,26.04765167,0.736458684,31,12,8.01
5390,Schizymenia,ccm,Low,5,Dark1,Dark,551,14.24131133,27.63559026,29.59821936,28.79222608,0.805993277,31,12,8
5391,Schizymenia,ccm,Low,5,Dark1,Dark,565,13.5967648,27.81667429,29.79216333,28.99227721,0.799886118,31,12,8
5392,Schizymenia,ccm,Low,5,Dark1,Dark,579,13.74044628,27.96726572,29.95344939,29.1354249,0.818024483,31,12,8
5393,Schizymenia,ccm,Low,5,Dark1,Dark,593,13.81058254,27.97320331,29.9268466,29.09338241,0.833464189,31,12,7.99
5394,Schizymenia,ccm,Low,5,Dark1,Dark,606,14.14365085,27.98447083,29.9389021,29.06810611,0.870795987,31,12,7.99
5395,Schizymenia,ccm,Low,5,Dark1,Dark,620,14.07528221,28.24752927,30.22033112,29.39644399,0.823887134,31,12,7.99
5396,Schizymenia,ccm,Low,5,Dark1,Dark,634,14.19876242,28.60877855,30.6068108,29.73748353,0.869327273,31,12,7.99
5397,Schizymenia,ccm,Low,5,Dark1,Dark,648,14.48650416,27.996767,29.9520564,29.12132606,0.830730333,31,12,7.99
5398,Schizymenia,ccm,Low,5,Dark1,Dark,662,13.53117382,28.12160916,30.0856173,29.26879232,0.816824983,31,12,7.99
5399,Schizymenia,ccm,Low,5,Dark1,Dark,676,13.97762173,28.35830701,30.33884532,29.47786162,0.860983694,31,12,7.99
5400,Schizymenia,ccm,Low,5,Dark1,Dark,690,13.67839052,28.19667666,30.16592727,29.33611111,0.829816155,31,12,7.99
5401,Schizymenia,ccm,Low,5,Dark1,Dark,704,14.28808988,27.94620852,29.89796563,29.06810611,0.829859515,31,12,7.99
5402,Schizymenia,ccm,Low,5,Dark1,Dark,718,13.78021751,28.11996502,30.08385916,29.26320359,0.82065557,31,12,7.99
5403,Schizymenia,ccm,Low,5,Dark1,Dark,732,13.822072,27.85562289,29.80105438,28.96420654,0.836847836,31,12,7.99
5404,Schizymenia,ccm,Low,5,Dark1,Dark,746,13.95603163,28.22570664,30.19698449,29.36557896,0.831405529,31,12,7.99
5405,Schizymenia,ccm,Low,5,Dark1,Dark,760,13.76209951,28.17285113,30.14043823,29.29686299,0.843575243,31,12,7.99
5406,Schizymenia,ccm,Low,5,Dark1,Dark,773,13.71184887,28.09692331,30.0592088,29.18877187,0.870436934,31,12,7.99
5407,Schizymenia,ccm,Low,5,Dark1,Dark,787,13.98810113,27.83617379,29.78024695,28.92063985,0.859607094,31,12,7.99
5408,Schizymenia,ccm,Low,5,Dark1,Dark,802,13.52909057,28.11967428,30.08354728,29.23932447,0.84422281,31,12,7.99
5409,Schizymenia,ccm,Low,5,Dark1,Dark,816,13.381937,28.34109714,30.32043496,29.49754919,0.822885765,31,12,7.99
5410,Schizymenia,ccm,Low,5,Dark1,Dark,830,13.72302269,28.30367475,30.28039766,29.47506726,0.805330398,31,12,7.99
5411,Schizymenia,ccm,Low,5,Dark1,Dark,844,13.49285455,28.38368827,30.36599829,29.54238605,0.823612239,31,12,7.99
5412,Schizymenia,ccm,Low,5,Dark1,Dark,858,13.42757922,27.85731123,29.80285998,29.01615633,0.786703649,31,12,7.99
5413,Schizymenia,ccm,Low,5,Dark1,Dark,872,13.26262329,28.38010755,30.36216834,29.53400295,0.828165381,31,12,7.99
5414,Schizymenia,ccm,Low,5,Dark1,Dark,886,13.76487718,27.93796914,29.88915222,29.05261009,0.836542132,31,12,7.99
5415,Schizymenia,ccm,Low,5,Dark1,Dark,900,13.55143821,28.52798973,30.52037797,29.68426358,0.836114396,31,12,7.99
5416,Schizymenia,ccm,Low,5,Dark1,Dark,914,14.10179636,28.47283925,30.42888265,29.56982163,0.859061015,31,12,7.98
5417,Schizymenia,ccm,Low,5,Dark1,Dark,928,13.3756241,28.29730577,30.24128873,29.4049541,0.836334628,31,12,7.98
5418,Schizymenia,ccm,Low,5,Dark1,Dark,943,12.95082943,28.39292411,30.34347674,29.52003113,0.823445613,31,12,7.98
5419,Schizymenia,ccm,Low,5,Dark1,Dark,957,13.21868554,28.21233892,30.15048652,29.30943763,0.841048889,31,12,7.98
5420,Schizymenia,ccm,Low,5,Dark1,Dark,971,13.53470904,28.87435698,30.85798467,29.96916178,0.888822893,31,12,7.98
5421,Schizymenia,ccm,Low,5,Dark1,Dark,985,13.32398462,28.62499152,30.59148635,29.72211452,0.869371832,31,12,7.98
5422,Schizymenia,ccm,Low,5,Dark1,Dark,999,12.73139321,28.38998636,30.34033845,29.47303499,0.867303462,31,12,7.98
5423,Schizymenia,ccm,Low,5,Dark1,Dark,1013,13.2131302,28.60525103,30.57038993,29.73748353,0.832906404,31,12,7.98
5424,Schizymenia,ccm,Low,5,Dark1,Dark,1027,13.24936621,28.53259688,30.49274396,29.67575347,0.816990491,31,12,7.98
5425,Schizymenia,ccm,Low,5,Dark1,Dark,1041,12.7987518,28.67180499,30.64151739,29.78663895,0.854878444,31,12,7.98
5426,Schizymenia,ccm,Low,5,Dark1,Dark,1055,13.11471217,28.80199899,30.78065423,29.93550239,0.845151845,31,12,7.98
5427,Schizymenia,ccm,Low,5,Dark1,Dark,1070,13.17051816,28.93374867,30.92145512,30.08004726,0.841407854,31,12,7.98
5428,Schizymenia,ccm,Low,5,Dark1,Dark,1084,13.43143009,28.49957351,30.4574535,29.63790252,0.819550973,31,12,7.98
5429,Schizymenia,ccm,Low,5,Dark1,Dark,1098,12.86712045,28.72373485,30.69701482,29.85548194,0.841532887,31,12,7.98
5430,Schizymenia,ccm,Low,5,Dark1,Dark,1112,13.27865804,28.66929956,30.63883861,29.79794342,0.840895184,31,12,7.98
5431,Schizymenia,ccm,Low,5,Dark1,Dark,1126,12.74679667,28.72489906,30.69825748,29.87364531,0.824612173,31,12,7.98
5432,Schizymenia,ccm,Low,5,Dark1,Dark,1141,12.99685043,28.52282876,30.48230491,29.64565053,0.836654379,31,12,7.98
5433,Schizymenia,ccm,Low,5,Dark1,Dark,1155,12.67874367,28.85420458,30.83644768,29.96344603,0.873001642,31,12,7.98
5434,Schizymenia,ccm,Low,5,Dark1,Dark,1169,13.26540096,28.96197904,30.95162298,30.09821063,0.85341235,31,12,7.98
5435,Schizymenia,ccm,Low,5,Dark1,Dark,1183,13.19078255,28.73640158,30.71055173,29.88075824,0.829793494,31,12,7.98
5436,Schizymenia,ccm,Low,5,Dark1,Dark,1197,12.6491362,29.09770814,31.09667878,30.26244308,0.8342357,31,12,7.98
5437,Schizymenia,ccm,Low,5,Dark1,Dark,1211,13.15940746,28.76113933,30.73699001,29.86805658,0.868933437,31,12,7.98
5438,Schizymenia,ccm,Low,5,Dark1,Dark,1226,13.03176074,28.96995489,30.96015052,30.12348693,0.836663588,31,12,7.98
5439,Schizymenia,ccm,Low,5,Dark1,Dark,1240,13.04287143,28.87569479,30.85941405,30.02530311,0.834110933,31,12,7.98
5440,Schizymenia,ccm,Low,5,Dark1,Dark,1253,12.91105819,28.71192255,30.68439133,29.88075824,0.803633094,31,12,7.98
5441,Schizymenia,ccm,Low,5,Dark1,Dark,1268,12.91490906,28.89204479,30.87688631,30.03089184,0.845994471,31,12,7.98
5442,Schizymenia,ccm,Low,5,Light1,Light,307,12.97033627,27.07153468,28.96220586,28.15854033,0.803665525,31,12,7.99
5443,Schizymenia,ccm,Low,5,Light1,Light,321,13.32682543,27.19333706,29.12455836,28.33687162,0.787686737,31,12,8
5444,Schizymenia,ccm,Low,5,Light1,Light,335,13.67769611,27.47946723,29.43100935,28.62456419,0.806445156,31,12,8
5445,Schizymenia,ccm,Low,5,Light1,Light,349,13.23680355,26.67137578,28.56552727,27.7838414,0.781685869,31,12,8
5446,Schizymenia,ccm,Low,5,Light1,Light,363,13.23194262,26.47754205,28.35793013,27.57896364,0.778966485,31,12,8
5447,Schizymenia,ccm,Low,5,Light1,Light,378,12.87406463,26.34927066,28.22054732,27.45397932,0.766568001,31,12,8
5448,Schizymenia,ccm,Low,5,Light1,Light,391,13.6543384,26.04155925,27.89098317,27.09185503,0.79912814,31,12,8
5449,Schizymenia,ccm,Low,5,Light1,Light,406,13.25075505,25.99235226,27.83828227,27.07508884,0.763193429,31,12,8
5450,Schizymenia,ccm,Low,5,Light1,Light,420,12.93826677,26.35613039,28.2278946,27.46947535,0.758419249,31,12,8
5451,Schizymenia,ccm,Low,5,Light1,Light,434,13.07285768,26.15095832,28.00815218,27.23220836,0.775943819,31,12,8
5452,Schizymenia,ccm,Low,5,Light1,Light,448,13.44885368,25.78879195,27.62026391,26.83502749,0.78523642,31,12,8
5453,Schizymenia,ccm,Low,5,Light1,Light,462,12.62016001,25.72281352,27.54960025,26.79438219,0.75521806,31,12,8
5454,Schizymenia,ccm,Low,5,Light1,Light,476,12.83290456,25.69110224,27.54687773,26.77888616,0.767991566,31,12,8.01
5455,Schizymenia,ccm,Low,5,Light1,Light,490,13.29892243,25.58965126,27.43809809,26.68209952,0.755998567,31,12,8.01
5456,Schizymenia,ccm,Low,5,Light1,Light,504,13.18169198,25.7601324,27.62089279,26.90666485,0.714227939,31,12,8.01
5457,Schizymenia,ccm,Low,5,Light1,Light,519,13.16635165,25.53179051,27.37605942,26.60068189,0.775377533,31,12,8.01
5458,Schizymenia,ccm,Low,5,Light1,Light,533,13.67700169,25.45997987,27.29906038,26.51227835,0.786782038,31,12,8.01
5459,Schizymenia,ccm,Low,5,Light1,Light,546,13.36583911,25.5717232,27.41887468,26.65110748,0.767767202,31,12,8.01
5460,Schizymenia,ccm,Low,5,Light1,Light,560,13.82907932,25.48946074,27.33067195,26.5571152,0.773556744,31,12,8.01
5461,Schizymenia,ccm,Low,5,Light1,Light,574,13.63792487,25.22485897,27.04695478,26.30727357,0.739681208,31,12,8.01
5462,Schizymenia,ccm,Low,5,Light1,Light,588,13.66652228,24.9108787,26.71029489,25.9789357,0.731359193,31,12,8.01
5463,Schizymenia,ccm,Low,5,Light1,Light,601,13.07778174,24.82091267,26.61383009,25.88621359,0.727616507,31,12,8.01
5464,Schizymenia,ccm,Low,5,Light1,Light,615,13.46842365,25.03024077,26.8382799,26.06162349,0.776656408,31,12,8.01
5465,Schizymenia,ccm,Low,5,Light1,Light,629,13.31842928,24.73809208,26.52502827,25.79501568,0.730012593,31,12,8.01
5466,Schizymenia,ccm,Low,5,Light1,Light,643,13.72756797,24.51357229,26.28429102,25.55647853,0.727812493,31,12,8.01
5467,Schizymenia,ccm,Low,5,Light1,Light,657,13.67908494,24.80871691,26.60075433,25.87363895,0.727115387,31,12,8.01
5468,Schizymenia,ccm,Low,5,Light1,Light,671,13.12557035,24.52362205,26.29506404,25.54657123,0.748492804,31,12,8.01
5469,Schizymenia,ccm,Low,5,Light1,Light,685,13.49354897,24.97211368,26.77595371,26.01818382,0.75776989,31,12,8.01
5470,Schizymenia,ccm,Low,5,Light1,Light,699,13.09242765,24.34116568,26.09942975,25.37954442,0.719885326,31,12,8.01
5471,Schizymenia,ccm,Low,5,Light1,Light,713,13.61002188,24.43155585,26.22699346,25.49182708,0.735166378,31,12,8.02
5472,Schizymenia,ccm,Low,5,Light1,Light,727,13.68464029,24.22985173,26.01046514,25.31502,0.695445148,31,12,8.02
5473,Schizymenia,ccm,Low,5,Light1,Light,742,13.46703481,24.55137152,26.35561294,25.6588539,0.696759045,31,12,8.02
5474,Schizymenia,ccm,Low,5,Light1,Light,755,14.17433152,24.6196856,26.42894739,25.70661213,0.722335261,31,12,8.02
5475,Schizymenia,ccm,Low,5,Light1,Light,770,13.61279955,24.66317068,26.47563066,25.7262997,0.749330952,31,12,8.02
5476,Schizymenia,ccm,Low,5,Light1,Light,784,14.38922245,24.70147238,26.516744,25.74027153,0.776472468,31,12,8.02
5477,Schizymenia,ccm,Low,5,Light1,Light,798,13.65743171,24.55593641,26.36051299,25.6335776,0.726935393,31,12,8.02
5478,Schizymenia,ccm,Low,5,Light1,Light,812,14.10179636,24.26343435,26.04651736,25.32619746,0.720319904,31,12,8.02
5479,Schizymenia,ccm,Low,5,Light1,Light,826,13.96019814,23.96911412,25.73056851,25.01742013,0.713148376,31,12,8.02
5480,Schizymenia,ccm,Low,5,Light1,Light,840,13.74953685,24.10177385,25.87297575,25.16348921,0.709486544,31,12,8.02
5481,Schizymenia,ccm,Low,5,Light1,Light,854,13.71115445,23.73894468,25.48348208,24.79564917,0.687832907,31,12,8.02
5482,Schizymenia,ccm,Low,5,Light1,Light,868,13.75300894,23.86474859,25.61853295,24.89116564,0.727367302,31,12,8.02
5483,Schizymenia,ccm,Low,5,Light1,Light,882,13.74044628,23.58723238,25.32062099,24.63014656,0.690474432,31,12,8.02
5484,Schizymenia,ccm,Low,5,Light1,Light,896,13.70944997,23.58847782,25.3219581,24.59356578,0.72839232,31,12,8.02
5485,Schizymenia,ccm,Low,5,Light1,Light,910,13.88557972,23.74663925,25.49174387,24.78447171,0.707272158,31,12,8.02
5486,Schizymenia,ccm,Low,5,Light1,Light,924,14.07812301,23.6007288,25.3351098,24.64830993,0.686799875,31,12,8.02
5487,Schizymenia,ccm,Low,5,Light1,Light,938,13.84303081,23.45684325,25.18065101,24.5163397,0.664311319,31,12,8.02
5488,Schizymenia,ccm,Low,5,Light1,Light,952,13.97206638,23.32665067,25.04088925,24.31984504,0.72104421,31,12,8.02
5489,Schizymenia,ccm,Low,5,Dark2,Dark,211,12.99268392,23.49816937,25.25539917,24.56968666,0.685712509,31,12,8.03
5490,Schizymenia,ccm,Low,5,Dark2,Dark,224,13.27935246,23.19777035,24.93253794,24.27500818,0.657529759,31,12,8.03
5491,Schizymenia,ccm,Low,5,Dark2,Dark,239,13.27796362,23.44083841,25.19378043,24.48547466,0.708305762,31,12,8.03
5492,Schizymenia,ccm,Low,5,Dark2,Dark,253,13.90300331,23.48795727,25.24442462,24.53742445,0.707000171,31,12,8.03
5493,Schizymenia,ccm,Low,5,Dark2,Dark,267,13.41678417,23.49464405,25.25161251,24.55431766,0.697294851,31,12,8.03
5494,Schizymenia,ccm,Low,5,Dark2,Dark,281,13.01919807,23.63838356,25.40609842,24.72972756,0.676370859,31,12,8.03
5495,Schizymenia,ccm,Low,5,Dark2,Dark,295,13.11824739,23.8308836,25.61299516,24.85890343,0.754091732,31,12,8.03
5496,Schizymenia,ccm,Low,5,Dark2,Dark,309,13.35958935,23.48779141,25.24424498,24.53602727,0.708217708,31,12,8.03
5497,Schizymenia,ccm,Low,5,Dark2,Dark,323,13.08055941,23.54159874,25.30207708,24.60487026,0.697206823,31,12,8.03
5498,Schizymenia,ccm,Low,5,Dark2,Dark,338,13.38818676,23.85593998,25.63992475,24.95429289,0.685631864,31,12,8.03
5499,Schizymenia,ccm,Low,5,Dark2,Dark,351,12.69269517,23.54384798,25.30449392,24.61185617,0.69263775,31,12,8.03
5500,Schizymenia,ccm,Low,5,Dark2,Dark,365,13.16010188,24.13573709,25.94064586,25.22941082,0.711235047,31,12,8.03
5501,Schizymenia,ccm,Low,5,Dark2,Dark,379,12.95569036,23.68496254,25.45616092,24.77049989,0.685661034,31,12,8.03
5502,Schizymenia,ccm,Low,5,Dark2,Dark,394,13.30100569,23.8092713,25.58976717,24.88125835,0.708508823,31,12,8.03
5503,Schizymenia,ccm,Low,5,Dark2,Dark,408,12.58038877,23.84034088,25.62316007,24.9360025,0.687157571,31,12,8.03
5504,Schizymenia,ccm,Low,5,Dark2,Dark,422,13.32682543,23.98437996,25.77797031,25.0707671,0.707203213,31,12,8.03
5505,Schizymenia,ccm,Low,5,Dark2,Dark,436,13.13983749,24.06507657,25.86470292,25.15777346,0.706929463,31,12,8.03
5506,Schizymenia,ccm,Low,5,Dark2,Dark,450,13.10461154,24.05244429,25.85112358,25.1213197,0.729803877,31,12,8.03
5507,Schizymenia,ccm,Low,5,Dark2,Dark,464,12.79174448,24.13236408,25.93702173,25.20972324,0.727298481,31,12,8.03
5508,Schizymenia,ccm,Low,5,Dark2,Dark,478,12.85941871,24.00185088,25.79674761,25.07927721,0.717470399,31,12,8.03
5509,Schizymenia,ccm,Low,5,Dark2,Dark,492,13.40914557,24.09173568,25.89335461,25.14519882,0.748155794,31,12,8.03
5510,Schizymenia,ccm,Low,5,Dark2,Dark,506,12.96370773,23.95629413,25.74778382,25.04828516,0.69949866,31,12,8.03
5511,Schizymenia,ccm,Low,5,Dark2,Dark,520,13.01919807,24.22294616,26.03437612,25.33889911,0.695477008,31,12,8.03
5512,Schizymenia,ccm,Low,5,Dark2,Dark,535,13.31079067,24.17786837,25.98592719,25.27996342,0.705963769,31,12,8.03
5513,Schizymenia,ccm,Low,5,Dark2,Dark,548,13.06591349,24.18104674,25.98934459,25.27716905,0.712175535,31,12,8.03
5514,Schizymenia,ccm,Low,5,Dark2,Dark,562,12.86850928,24.13877838,25.94391426,25.24198546,0.701928804,31,12,8.03
5515,Schizymenia,ccm,Low,5,Dark2,Dark,576,13.26054003,23.86950478,25.65450399,24.9612788,0.69322519,31,12,8.03
5516,Schizymenia,ccm,Low,5,Dark2,Dark,590,11.71053503,23.41870654,25.16999353,24.47290002,0.69709351,31,12,8.03
5517,Schizymenia,ccm,Low,5,Dark2,Dark,604,11.66236765,23.76616011,25.5434329,24.79704635,0.746386549,31,12,8.03
5518,Schizymenia,ccm,Low,5,Dark2,Dark,618,12.29788674,23.97577227,25.76871923,25.04129925,0.727419975,31,12,8.03
5519,Schizymenia,ccm,Low,5,Dark2,Dark,632,12.04537096,23.86756357,25.65241786,24.89256283,0.759855035,31,12,8.03
5520,Schizymenia,ccm,Low,5,Dark2,Dark,646,12.26752172,23.75953087,25.53630653,24.8770668,0.659239724,31,12,8.03
5521,Schizymenia,ccm,Low,5,Dark2,Dark,660,11.85977186,23.9693292,25.76179316,25.10734788,0.654445289,31,12,8.03
5522,Schizymenia,ccm,Low,5,Dark2,Dark,674,12.05654478,24.47430542,26.30453271,25.58734356,0.717189147,31,12,8.03
5523,Schizymenia,ccm,Low,5,Dark2,Dark,689,12.53089568,24.06260393,25.86204334,25.12970279,0.732340541,31,12,8.03
5524,Schizymenia,ccm,Low,5,Dark2,Dark,702,12.62855616,24.16223203,25.96912185,25.21963054,0.749491315,31,12,8.03
5525,Schizymenia,ccm,Low,5,Dark2,Dark,717,12.14580911,24.16435095,25.97139976,25.24477982,0.726619938,31,12,8.03
5526,Schizymenia,ccm,Low,5,Dark2,Dark,731,12.02649541,24.22185116,26.03319882,25.30943127,0.723767559,31,12,8.03
5527,Schizymenia,ccm,Low,5,Dark2,Dark,745,12.17686855,24.18468377,25.99325418,25.23360236,0.759651813,31,12,8.03
5528,Schizymenia,ccm,Low,5,Dark2,Dark,759,12.33904682,24.40712961,26.23233439,25.46794797,0.764386428,31,12,8.03
5529,Schizymenia,ccm,Low,5,Dark2,Dark,773,12.19391337,24.2247926,26.03636229,25.29533242,0.741029861,31,12,8.03
5530,Schizymenia,ccm,Low,5,Dark2,Dark,787,12.30274767,24.49535752,26.32715897,25.59013792,0.737021051,31,12,8.03
5531,Schizymenia,ccm,Low,5,Dark2,Dark,801,12.35924808,24.5549631,26.39122128,25.66444263,0.726778658,31,12,8.03
5532,Schizymenia,ccm,Low,5,Dark2,Dark,816,12.54762485,24.53318665,26.36781718,25.59293229,0.774884894,31,12,8.03
5533,Schizymenia,ccm,Low,5,Dark2,Dark,830,12.16885118,24.41033675,26.23578012,25.49741581,0.738364305,31,12,8.03
5534,Schizymenia,ccm,Low,5,Dark2,Dark,844,11.63515907,24.45407076,26.28278581,25.53539377,0.747392031,31,12,8.03
5535,Schizymenia,ccm,Low,5,Dark2,Dark,858,11.94771048,24.60874505,26.44902598,25.74865462,0.700371352,31,12,8.03
5536,Schizymenia,ccm,Low,5,Dark2,Dark,872,11.76425777,24.70162375,26.54885054,25.83858237,0.710268177,31,12,8.03
5537,Schizymenia,ccm,Low,5,Dark2,Dark,886,12.02580099,24.92347724,26.78729412,26.0868998,0.700394325,31,12,8.03
5538,Schizymenia,ccm,Low,5,Dark2,Dark,900,12.27415026,25.00254574,26.87227725,26.13326085,0.739016405,31,12,8.03
5539,Schizymenia,ccm,Low,5,Dark2,Dark,914,11.72865304,24.57736238,26.41529685,25.67434992,0.740946929,31,12,8.03
5540,Schizymenia,ccm,Low,5,Dark2,Dark,927,12.40741546,25.1195246,26.9980033,26.24414633,0.753856966,31,12,8.03
5541,Schizymenia,ccm,Low,5,Dark2,Dark,941,11.51313082,24.84630934,26.70435523,26.01259509,0.691760134,31,12,8.03
5542,Schizymenia,ccm,Low,5,Dark2,Dark,955,11.52916557,24.72181102,26.57054657,25.83718519,0.733361388,31,12,8.03
5543,Schizymenia,ccm,Low,5,Dark2,Dark,969,12.1911357,25.06870609,26.9433849,26.21048693,0.732897967,31,12,8.03
