number,genus,metabolism,treatment,rep,run1,run2,seconds,O2_mM,HCO3_mM,CO2_mM,CO2_12_mM,CO2_13_mM,salinity,temperature,pH
2623,Pyropia,non,High,3,Light1,Light,521,13.00218014,12.1399177,13.29905214,12.79826335,0.500788791,31,12,8.16
2624,Pyropia,non,High,3,Light1,Light,532,13.2027408,12.24247941,13.4114075,12.91070779,0.500699703,31,12,8.16
2625,Pyropia,non,High,3,Light1,Light,542,13.22224764,12.10947339,13.26570132,12.76394365,0.501757666,31,12,8.16
2626,Pyropia,non,High,3,Dark2,Dark,204,12.4828183,12.31823921,13.44893761,12.95451284,0.494424768,31,12,8.14
2627,Pyropia,non,High,3,Dark2,Dark,215,12.71860491,12.56881974,13.72251862,13.22510384,0.497414782,31,12,8.14
2628,Pyropia,non,High,3,Dark2,Dark,225,12.58540284,12.51115603,13.63739285,13.13939082,0.498002027,31,12,8.13
2629,Pyropia,non,High,3,Dark2,Dark,236,12.5456316,12.55551108,13.68574029,13.19078414,0.494956147,31,12,8.13
2630,Pyropia,non,High,3,Dark2,Dark,246,12.55257579,12.64493958,13.78321973,13.28408544,0.499134295,31,12,8.13
2631,Pyropia,non,High,3,Dark2,Dark,256,12.84694606,12.89947026,14.06066235,13.54898523,0.511677119,31,12,8.13
2632,Pyropia,non,High,3,Dark2,Dark,267,12.58818051,12.58925275,13.72252019,13.21751556,0.505004627,31,12,8.13
2633,Pyropia,non,High,3,Dark2,Dark,277,12.59935433,12.93770128,14.0800277,13.57381959,0.506208116,31,12,8.12
2634,Pyropia,non,High,3,Dark2,Dark,288,12.34122008,12.83745243,13.97092727,13.46516928,0.505757986,31,12,8.12
2635,Pyropia,non,High,3,Dark2,Dark,298,12.65585474,12.85288543,13.98772317,13.48051829,0.507204881,31,12,8.12
2636,Pyropia,non,High,3,Dark2,Dark,308,12.45005438,12.73236735,13.85656322,13.35082777,0.505735453,31,12,8.12
2637,Pyropia,non,High,3,Dark2,Dark,319,12.16123945,12.8436985,13.97772487,13.48051829,0.497206574,31,12,8.12
2638,Pyropia,non,High,3,Dark2,Dark,329,12.06566223,12.7153064,13.8379961,13.34323949,0.494756614,31,12,8.12
2639,Pyropia,non,High,3,Dark2,Dark,339,11.82223701,12.72086051,13.84404075,13.3489307,0.495110054,31,12,8.12
2640,Pyropia,non,High,3,Dark2,Dark,349,11.63947872,12.87402713,14.01073173,13.5165626,0.494169132,31,12,8.12
2641,Pyropia,non,High,3,Dark2,Dark,360,12.20170511,12.85504071,13.99006881,13.4919007,0.498168109,31,12,8.12
2642,Pyropia,non,High,3,Dark2,Dark,371,12.37960248,13.01308368,14.16206506,13.65763554,0.504429522,31,12,8.12
2643,Pyropia,non,High,3,Dark2,Dark,381,12.02380774,13.15119003,14.31236621,13.81009089,0.502275321,31,12,8.12
2644,Pyropia,non,High,3,Dark2,Dark,391,11.80058379,12.93067633,14.07238244,13.57761372,0.494768715,31,12,8.12
2645,Pyropia,non,High,3,Dark2,Dark,402,12.08731546,13.02144659,14.17116717,13.66712088,0.504046291,31,12,8.12
2646,Pyropia,non,High,3,Dark2,Dark,412,11.81106319,13.07961762,14.2344744,13.73576028,0.498714122,31,12,8.12
2647,Pyropia,non,High,3,Dark2,Dark,423,11.74338896,13.14141658,14.27968563,13.77956533,0.500120308,31,12,8.11
2648,Pyropia,non,High,3,Dark2,Dark,433,11.91219576,13.05889374,14.19001593,13.69385231,0.496163623,31,12,8.11
2649,Pyropia,non,High,3,Dark2,Dark,443,11.8996331,12.96551338,14.08854652,13.58899614,0.499550383,31,12,8.11
2650,Pyropia,non,High,3,Dark2,Dark,453,11.30950372,13.26974908,14.41913433,13.92632947,0.492804859,31,12,8.11
2651,Pyropia,non,High,3,Dark2,Dark,464,11.57874867,13.04435427,14.17421619,13.67488162,0.499334572,31,12,8.11
2652,Pyropia,non,High,3,Dark2,Dark,474,11.25578099,13.10613299,14.24134643,13.75110929,0.490237134,31,12,8.11
2653,Pyropia,non,High,3,Dark2,Dark,484,11.58367273,13.2477796,14.39526146,13.89580391,0.499457555,31,12,8.11
2654,Pyropia,non,High,3,Dark2,Dark,495,11.27951747,13.24600349,14.39333228,13.89770098,0.495631304,31,12,8.11
2655,Pyropia,non,High,3,Dark2,Dark,505,11.47900494,13.12566012,14.26256483,13.76818291,0.494381913,31,12,8.11
2656,Pyropia,non,High,3,Dark2,Dark,516,11.71201388,13.18992639,14.33239759,13.83113111,0.50126648,31,12,8.11
2657,Pyropia,non,High,3,Dark2,Dark,526,11.77545847,13.31615971,14.46956504,13.97013451,0.49943053,31,12,8.11
2658,Pyropia,non,High,3,Dark2,Dark,536,11.3408788,13.28893137,14.43997892,13.94357555,0.496403365,31,12,8.11
2659,Pyropia,non,High,3,Dark2,Dark,546,11.65481905,13.3973375,14.55777466,14.05412293,0.503651735,31,12,8.11
2660,Pyropia,non,High,3,Dark2,Dark,556,11.55507532,13.17789624,14.31932585,13.81957623,0.499749616,31,12,8.11
2661,Pyropia,non,High,3,Dark2,Dark,566,10.78143009,13.27133017,14.42085288,13.92822654,0.492626345,31,12,8.11
2662,Pyropia,non,High,3,Dark2,Dark,576,11.20489906,13.40150407,14.5623018,14.06550534,0.496796456,31,12,8.11
2663,Pyropia,non,High,3,Dark2,Dark,586,11.04581411,13.25166159,14.39947999,13.90546171,0.494018272,31,12,8.11
2664,Pyropia,non,High,3,Dark2,Dark,597,10.98306394,13.4850721,14.63110955,14.13983595,0.491273602,31,12,8.1
2665,Pyropia,non,High,3,Dark2,Dark,607,11.62969373,13.37009368,14.50635901,14.00066008,0.505698934,31,12,8.1
2666,Plocamium,ccm,High,3,Dark1,Dark,455,10.00576474,21.10825846,22.63299653,22.00077187,0.632224658,31,12,8.01
2667,Plocamium,ccm,High,3,Dark1,Dark,466,10.28410026,21.28098909,22.81820324,22.17616451,0.642038736,31,12,8.01
2668,Plocamium,ccm,High,3,Dark1,Dark,476,10.48914307,21.34587144,22.88777136,22.24083731,0.646934048,31,12,8.01
2669,Plocamium,ccm,High,3,Dark1,Dark,487,10.52752547,21.24706353,22.78182879,22.132187,0.649641787,31,12,8.01
2670,Plocamium,ccm,High,3,Dark1,Dark,497,10.21150197,21.50823677,23.06186695,22.41812702,0.643739936,31,12,8.01
2671,Plocamium,ccm,High,3,Dark1,Dark,507,10.72076317,21.46639388,23.01699927,22.36087003,0.656129239,31,12,8.01
2672,Plocamium,ccm,High,3,Dark1,Dark,518,10.43125383,21.42939266,22.97732762,22.33051693,0.646810696,31,12,8.01
2673,Plocamium,ccm,High,3,Dark1,Dark,529,10.43333708,21.49875702,23.05170162,22.39898387,0.652717753,31,12,8.01
2674,Plocamium,ccm,High,3,Dark1,Dark,539,10.77309707,21.62272326,23.1846215,22.52677732,0.65784418,31,12,8.01
2675,Plocamium,ccm,High,3,Dark1,Dark,549,10.53453278,21.60982177,23.17078972,22.51729198,0.653497742,31,12,8.01
2676,Plocamium,ccm,High,3,Dark1,Dark,559,10.70472842,21.59017351,23.14972046,22.49056055,0.659159907,31,12,8.01
2677,Plocamium,ccm,High,3,Dark1,Dark,569,10.84771548,21.7057067,23.27360007,22.61059327,0.663006794,31,12,8.01
2678,Plocamium,ccm,High,3,Dark1,Dark,579,10.67259579,21.72413013,23.29335475,22.63542763,0.657927117,31,12,8.01
2679,Plocamium,ccm,High,3,Dark1,Dark,590,10.56660229,21.56198703,23.11949854,22.46382913,0.655669414,31,12,8.01
2680,Plocamium,ccm,High,3,Dark1,Dark,600,10.74096444,21.86785489,23.44746001,22.79167712,0.655782888,31,12,8.01
2681,Plocamium,ccm,High,3,Dark1,Dark,610,10.33637102,21.58226467,23.14124069,22.48676642,0.654474272,31,12,8.01
2682,Plocamium,ccm,High,3,Dark1,Dark,620,10.15569598,21.71173079,23.28005989,22.63353056,0.64652933,31,12,8.01
2683,Plocamium,ccm,High,3,Dark1,Dark,631,10.37197575,21.64612236,23.20971155,22.55350875,0.656202797,31,12,8.01
2684,Plocamium,ccm,High,3,Dark1,Dark,641,10.53308082,22.02251496,23.61329199,22.95551488,0.657777111,31,12,8.01
2685,Plocamium,ccm,High,3,Dark1,Dark,651,10.43194825,21.57693952,23.13553235,22.47917814,0.656354208,31,12,8.01
2686,Plocamium,ccm,High,3,Dark1,Dark,661,10.26244703,21.86333725,23.44261776,22.78978005,0.65283771,31,12,8.01
2687,Plocamium,ccm,High,3,Dark1,Dark,671,10.36149634,21.68983304,23.25658005,22.59921086,0.657369192,31,12,8.01
2688,Plocamium,ccm,High,3,Dark1,Dark,681,10.08454966,22.02275755,23.61355126,22.96310316,0.6504481,31,12,8.01
2689,Plocamium,ccm,High,3,Dark1,Dark,691,10.03158447,21.66568919,23.2306925,22.58386185,0.646830654,31,12,8.01
2690,Plocamium,ccm,High,3,Dark1,Dark,702,10.07268142,21.99847459,23.58751753,22.9422354,0.645282132,31,12,8.01
2691,Plocamium,ccm,High,3,Dark1,Dark,712,10.14597412,21.97559799,23.56298705,22.91170984,0.651277212,31,12,8.01
2692,Plocamium,ccm,High,3,Dark1,Dark,723,10.16339771,21.95731368,23.54338314,22.89066962,0.652713518,31,12,8.01
2693,Plocamium,ccm,High,3,Light1,Light,371,10.87214638,20.24383003,21.70612439,21.08034856,0.625775835,31,12,8.01
2694,Plocamium,ccm,High,3,Light1,Light,382,11.18671792,20.20820293,21.66792522,21.03464644,0.63327878,31,12,8.01
2695,Plocamium,ccm,High,3,Light1,Light,392,11.23065567,20.24869545,21.71134454,21.07655442,0.634790124,31,12,8.01
2696,Plocamium,ccm,High,3,Light1,Light,402,11.10932183,20.27728336,21.76742867,21.13553601,0.631892657,31,12,8.02
2697,Plocamium,ccm,High,3,Light1,Light,412,11.24675355,20.25931694,21.74814184,21.11277119,0.635370652,31,12,8.02
2698,Plocamium,ccm,High,3,Light1,Light,422,11.29277455,20.01275523,21.48346147,20.84976846,0.633693004,31,12,8.02
2699,Plocamium,ccm,High,3,Light1,Light,432,11.06254328,19.92215723,21.38620547,20.76405544,0.622150027,31,12,8.02
2700,Plocamium,ccm,High,3,Light1,Light,441,10.96210513,19.85782345,21.31714531,20.6916219,0.625523402,31,12,8.02
2701,Plocamium,ccm,High,3,Light1,Light,451,10.80655541,19.75031807,21.20173892,20.58486867,0.616870249,31,12,8.02
2702,Plocamium,ccm,High,3,Light1,Light,461,11.24744797,19.59258026,21.0324092,20.4113731,0.621036102,31,12,8.02
2703,Plocamium,ccm,High,3,Light1,Light,472,10.80030564,19.65726479,21.10184577,20.48380663,0.618039137,31,12,8.02
2704,Plocamium,ccm,High,3,Light1,Light,482,11.21462091,19.44014782,20.86877431,20.2494324,0.619341911,31,12,8.02
2705,Plocamium,ccm,High,3,Light1,Light,492,11.24460716,19.6551501,21.09957661,20.4800125,0.619564116,31,12,8.02
2706,Plocamium,ccm,High,3,Light1,Light,502,11.34226764,19.48843501,20.92060994,20.29323745,0.627372492,31,12,8.02
2707,Plocamium,ccm,High,3,Light1,Light,513,11.39737921,19.43958525,20.86817018,20.25132947,0.61684071,31,12,8.02
2708,Plocamium,ccm,High,3,Light1,Light,523,11.28930246,19.42269651,20.85004095,20.23046171,0.619579241,31,12,8.02
2709,Plocamium,ccm,High,3,Light1,Light,534,11.36530971,19.33933295,20.78555807,20.16561645,0.61994162,31,12,8.03
2710,Plocamium,ccm,High,3,Light1,Light,544,11.48108819,19.09091343,20.51856301,19.90071666,0.617846352,31,12,8.03
2711,Plocamium,ccm,High,3,Light1,Light,554,11.37017064,19.35378796,20.80109668,20.18458714,0.616509542,31,12,8.03
2712,Plocamium,ccm,High,3,Light1,Light,564,11.54459591,19.13294655,20.56373897,19.9445217,0.619217268,31,12,8.03
2713,Plocamium,ccm,High,3,Light1,Light,575,11.04303644,19.02186749,20.44435401,19.83587139,0.608482621,31,12,8.03
2714,Plocamium,ccm,High,3,Dark2,Dark,83,11.25931621,18.73271464,20.13357798,19.51957828,0.613999699,31,12,8.03
2715,Plocamium,ccm,High,3,Dark2,Dark,93,11.25508657,18.74915488,20.15124692,19.5463097,0.604937216,31,12,8.03
2716,Plocamium,ccm,High,3,Dark2,Dark,103,11.39460154,18.51782888,19.90262268,19.29279232,0.609830359,31,12,8.03
2717,Plocamium,ccm,High,3,Dark2,Dark,114,10.94259829,18.78574893,20.21561698,19.6109825,0.604634481,31,12,8.04
2718,Plocamium,ccm,High,3,Dark2,Dark,123,11.16089818,18.5125188,19.92158999,19.31572961,0.605860386,31,12,8.04
2719,Plocamium,ccm,High,3,Dark2,Dark,133,11.34996937,18.82422593,20.25702312,19.64719927,0.609823846,31,12,8.04
2720,Plocamium,ccm,High,3,Dark2,Dark,144,11.14069692,18.81995446,20.25242602,19.64340514,0.609020886,31,12,8.04
2721,Plocamium,ccm,High,3,Dark2,Dark,154,11.44485218,18.67314924,20.09444537,19.48146444,0.612980929,31,12,8.04
2722,Plocamium,ccm,High,3,Dark2,Dark,165,10.98653603,18.98674615,20.43191255,19.82259191,0.609320638,31,12,8.04
2723,Plocamium,ccm,High,3,Dark2,Dark,175,11.2383574,18.77012689,20.19880664,19.58442354,0.614383105,31,12,8.04
2724,Plocamium,ccm,High,3,Dark2,Dark,186,10.7884374,18.87598385,20.31272023,19.7082504,0.604469832,31,12,8.04
2725,Plocamium,ccm,High,3,Dark2,Dark,196,11.19928058,18.92649769,20.36707836,19.75395251,0.613125851,31,12,8.04
2726,Plocamium,ccm,High,3,Dark2,Dark,206,11.08381774,18.93503048,20.37626045,19.76533492,0.610925531,31,12,8.04
2727,Plocamium,ccm,High,3,Dark2,Dark,216,11.35066379,19.01449631,20.4617745,19.8415626,0.620211899,31,12,8.04
2728,Plocamium,ccm,High,3,Dark2,Dark,226,10.88470904,19.03013356,20.47860277,19.86829402,0.610308746,31,12,8.04
2729,Plocamium,ccm,High,3,Dark2,Dark,237,11.18741234,19.06420387,20.51526734,19.89692252,0.618344827,31,12,8.04
2730,Plocamium,ccm,High,3,Dark2,Dark,247,11.13368961,19.19339753,20.65429238,20.03799546,0.616296922,31,12,8.04
2731,Plocamium,ccm,High,3,Dark2,Dark,257,11.24044065,19.26144856,20.72752432,20.10835946,0.619164853,31,12,8.04
2732,Plocamium,ccm,High,3,Dark2,Dark,267,11.04720295,19.13099897,20.58714562,19.97125312,0.615892493,31,12,8.04
2733,Plocamium,ccm,High,3,Dark2,Dark,277,10.91469529,19.26409392,20.73037053,20.11801727,0.612353259,31,12,8.04
2734,Plocamium,ccm,High,3,Dark2,Dark,287,10.90213263,18.99812208,20.4441551,19.83587139,0.608283702,31,12,8.04
2735,Plocamium,ccm,High,3,Dark2,Dark,297,10.85819489,19.28117641,20.74875508,20.13698796,0.611767126,31,12,8.04
2736,Plocamium,ccm,High,3,Dark2,Dark,307,10.88540346,19.40590084,20.8829715,20.26857555,0.614395945,31,12,8.04
2737,Plocamium,ccm,High,3,Dark2,Dark,317,10.97952872,19.27531603,20.74244755,20.12750261,0.614944935,31,12,8.04
2738,Plocamium,ccm,High,3,Dark2,Dark,327,10.72915932,19.2986595,20.76756595,20.15613111,0.611434848,31,12,8.04
2739,Plocamium,ccm,High,3,Dark2,Dark,337,11.09884243,19.35364933,20.82674174,20.20562736,0.621114383,31,12,8.04
2740,Plocamium,ccm,High,3,Dark2,Dark,347,10.69563785,19.39880314,20.87533444,20.26271188,0.612622551,31,12,8.04
2741,Plocamium,ccm,High,3,Dark2,Dark,357,10.63913745,19.23794282,20.70222887,20.09507998,0.607148891,31,12,8.04
2742,Plocamium,ccm,High,3,Dark2,Dark,368,10.63219326,19.20706555,20.66900219,20.06265735,0.606344835,31,12,8.04
2743,Plocamium,ccm,High,3,Dark2,Dark,378,10.51287955,19.36532614,20.83930709,20.23046171,0.608845378,31,12,8.04
2744,Odonthalia,non,Low,3,Dark1,Dark,576,10.80169448,20.92085695,22.43205833,21.78536833,0.646690008,31,12,8.01
2745,Odonthalia,non,Low,3,Dark1,Dark,586,10.60006063,20.98006129,22.49553942,21.85780186,0.637737561,31,12,8.01
2746,Odonthalia,non,Low,3,Dark1,Dark,596,10.69980436,20.91262409,22.42322985,21.78157419,0.641655667,31,12,8.01
2747,Odonthalia,non,Low,3,Dark1,Dark,606,10.18991187,20.89206484,22.40118506,21.77019177,0.630993283,31,12,8.01
2748,Odonthalia,non,Low,3,Dark1,Dark,617,10.65308894,21.17149186,22.70079634,22.05992593,0.640870419,31,12,8.01
2749,Odonthalia,non,Low,3,Dark1,Dark,627,10.49267829,20.97298201,22.48794797,21.85021359,0.637734381,31,12,8.01
2750,Odonthalia,non,Low,3,Dark1,Dark,638,10.68099194,21.24459689,22.77918335,22.13994774,0.639235613,31,12,8.01
2751,Odonthalia,non,Low,3,Dark1,Dark,648,10.77726358,21.14496451,22.67235307,22.01991502,0.652438051,31,12,8.01
2752,Odonthalia,non,Low,3,Dark1,Dark,658,10.43125383,21.05192282,22.57259047,21.9302354,0.642355074,31,12,8.01
2753,Odonthalia,non,Low,3,Dark1,Dark,669,10.34407275,21.17956356,22.70945236,22.0675142,0.641938163,31,12,8.01
2754,Odonthalia,non,Low,3,Dark1,Dark,680,10.1731827,20.8929436,22.40212911,21.77019177,0.631937334,31,12,8.01
2755,Odonthalia,non,Low,3,Dark1,Dark,690,10.47588599,21.14138839,22.6685175,22.02940036,0.639117133,31,12,8.01
2756,Odonthalia,non,Low,3,Dark1,Dark,700,10.53661604,21.06478359,22.58637909,21.94368734,0.642691745,31,12,8.01
2757,Odonthalia,non,Low,3,Dark1,Dark,710,10.57354647,21.27082567,22.80730661,22.16374733,0.643559279,31,12,8.01
2758,Odonthalia,non,Low,3,Dark1,Dark,720,10.36010751,21.288294,22.8260365,22.19134106,0.634695442,31,12,8.01
2759,Odonthalia,non,Low,3,Dark1,Dark,731,10.76539534,21.33008804,22.84491177,22.19703227,0.647879503,31,12,8
2760,Odonthalia,non,Low,3,Dark1,Dark,741,10.27500969,21.20628337,22.71231495,22.07510248,0.637212477,31,12,8
2761,Odonthalia,non,Low,3,Dark1,Dark,751,10.22968311,21.18852687,22.69329637,22.06182299,0.631473376,31,12,8
2762,Odonthalia,non,Low,3,Dark1,Dark,762,10.1348003,21.30649083,22.81963829,22.18375278,0.63588551,31,12,8
2763,Odonthalia,non,Low,3,Dark1,Dark,772,10.20802988,21.22523552,22.73261276,22.09027903,0.642333737,31,12,8
2764,Odonthalia,non,Low,3,Dark1,Dark,782,10.08947372,21.31133289,22.82482563,22.18754692,0.637278706,31,12,8
2765,Odonthalia,non,Low,3,Dark1,Dark,792,10.2052522,21.19468347,22.69988927,22.06561713,0.63427214,31,12,8
2766,Odonthalia,non,Low,3,Dark1,Dark,802,10.41452466,21.63192137,23.16818117,22.52298319,0.645197989,31,12,8
2767,Odonthalia,non,Low,3,Dark1,Dark,813,10.32595475,21.27395338,22.78479068,22.14184481,0.642945867,31,12,8
2768,Odonthalia,non,Low,3,Dark1,Dark,823,9.937396087,21.27780359,22.78891456,22.15512429,0.63379027,31,12,8
2769,Odonthalia,non,Low,3,Dark1,Dark,833,9.968771173,21.38905388,22.90806544,22.27325994,0.634805497,31,12,8
2770,Odonthalia,non,Low,3,Dark1,Dark,843,9.887145447,21.26053283,22.77041692,22.1361536,0.634263317,31,12,8
2771,Odonthalia,non,Low,3,Dark1,Dark,854,10.09433465,21.42529039,22.94687503,22.31327085,0.633604184,31,12,8
2772,Odonthalia,non,Low,3,Dark1,Dark,865,9.652747672,21.5809175,23.11355314,22.48486935,0.628683789,31,12,8
2773,Odonthalia,non,Low,3,Dark1,Dark,875,9.968076755,21.58518721,23.11812811,22.47728107,0.640847037,31,12,8
2774,Odonthalia,non,Low,3,Dark1,Dark,886,10.08454966,21.40081003,22.92065531,22.27515701,0.645498304,31,12,8
2775,Odonthalia,non,Low,3,Dark1,Dark,897,10.02318832,21.38049578,22.89889824,22.26187753,0.637020712,31,12,8
2776,Odonthalia,non,Low,3,Dark1,Dark,908,9.993202075,21.41739635,22.9384209,22.30188843,0.636532469,31,12,8
2777,Odonthalia,non,Low,3,Dark1,Dark,918,9.819471217,21.24786466,22.75684934,22.1264958,0.630353539,31,12,8
2778,Odonthalia,non,Low,3,Dark1,Dark,928,10.11668229,21.60139309,23.13548557,22.49435469,0.641130877,31,12,8
2779,Odonthalia,non,Low,3,Dark1,Dark,939,9.563483343,21.15220544,22.6543965,22.02370916,0.630687343,31,12,8
2780,Odonthalia,non,Low,3,Dark1,Dark,949,9.395370961,21.65839222,23.19653179,22.57627357,0.620258215,31,12,8
2781,Odonthalia,non,Low,3,Dark1,Dark,959,9.858548034,21.48574571,23.01162246,22.38001318,0.631609279,31,12,8
2782,Odonthalia,non,Low,3,Dark1,Dark,970,9.996674167,21.80148193,23.34978209,22.70975824,0.640023856,31,12,8
2783,Odonthalia,non,Low,3,Light1,Light,266,10.12293206,21.0109668,22.4783687,21.84641945,0.631949254,31,12,7.99
2784,Odonthalia,non,Low,3,Light1,Light,276,9.72951247,20.75607463,22.2056755,21.58341672,0.622258777,31,12,7.99
2785,Odonthalia,non,Low,3,Light1,Light,286,9.760887555,20.9004832,22.36016897,21.73966621,0.620502758,31,12,7.99
2786,Odonthalia,non,Low,3,Light1,Light,297,9.638101756,20.83358368,22.28859805,21.66723267,0.621365373,31,12,7.99
2787,Odonthalia,non,Low,3,Light1,Light,307,10.1103694,20.88049853,22.33878944,21.70914065,0.629648785,31,12,7.99
2788,Odonthalia,non,Low,3,Light1,Light,317,9.885062191,20.97176596,22.43642969,21.81020268,0.626227005,31,12,7.99
2789,Odonthalia,non,Low,3,Light1,Light,328,10.20733546,20.91822526,22.37915044,21.74915156,0.629998885,31,12,7.99
2790,Odonthalia,non,Low,3,Light1,Light,338,9.871110694,20.68324295,22.12775673,21.50908612,0.618670612,31,12,7.99
2791,Odonthalia,non,Low,3,Light1,Light,348,9.585830989,20.86409287,22.32123673,21.70534651,0.615890221,31,12,7.99
2792,Odonthalia,non,Low,3,Light1,Light,358,9.773450216,20.77285434,22.22362621,21.60445694,0.619169267,31,12,7.99
2793,Odonthalia,non,Low,3,Light1,Light,368,9.86416651,20.67791098,22.12205356,21.49960077,0.622452789,31,12,7.99
2794,Odonthalia,non,Low,3,Light1,Light,378,9.773450216,20.7406211,22.18914283,21.56824017,0.620902658,31,12,7.99
2795,Odonthalia,non,Low,3,Light1,Light,388,9.518851178,20.87641964,22.3344258,21.71879845,0.61562735,31,12,7.99
2796,Odonthalia,non,Low,3,Light1,Light,398,10.31269767,20.77055221,22.22116403,21.58910793,0.632056099,31,12,7.99
2797,Odonthalia,non,Low,3,Light1,Light,408,10.07268142,20.81711341,22.27097775,21.64636492,0.624612831,31,12,7.99
2798,Odonthalia,non,Low,3,Light1,Light,418,10.09850116,20.75325052,22.2026537,21.57772552,0.624928181,31,12,7.99
2799,Odonthalia,non,Low,3,Light1,Light,429,9.861325708,20.61955178,22.05961876,21.44424085,0.615377907,31,12,7.99
2800,Odonthalia,non,Low,3,Light1,Light,439,9.629768736,20.80328192,22.25618045,21.64446785,0.611712598,31,12,7.99
2801,Odonthalia,non,Low,3,Light1,Light,449,9.943645853,20.58582913,22.02354038,21.40043581,0.623104575,31,12,7.99
2802,Odonthalia,non,Low,3,Light1,Light,459,9.640942559,20.67430986,22.11820018,21.50339491,0.614805273,31,12,7.99
2803,Odonthalia,non,Low,3,Light1,Light,469,10.25480843,20.64273972,22.08442528,21.45579573,0.628629547,31,12,7.99
2804,Odonthalia,non,Low,3,Light1,Light,479,10.02527158,20.55294606,22.01257951,21.3890534,0.623526117,31,12,8
2805,Odonthalia,non,Low,3,Light1,Light,489,9.839735608,20.38717966,21.83503833,21.2214215,0.613616834,31,12,8
2806,Odonthalia,non,Low,3,Light1,Light,499,10.12924495,20.61171999,22.07552745,21.45010452,0.625422929,31,12,8
2807,Odonthalia,non,Low,3,Light1,Light,510,10.47310832,20.78013925,22.25590726,21.62722177,0.628685493,31,12,8
2808,Odonthalia,non,Low,3,Light1,Light,521,10.18429339,20.2415356,21.67905274,21.05930834,0.619744399,31,12,8
2809,Odonthalia,non,Low,3,Light1,Light,530,10.0887793,20.23605325,21.67317882,21.05930834,0.613870485,31,12,8
2810,Odonthalia,non,Low,3,Light1,Light,540,9.649969998,20.73794824,22.21072072,21.6006628,0.610057914,31,12,8
2811,Odonthalia,non,Low,3,Light1,Light,551,9.919214951,20.61330457,22.07722281,21.4576928,0.619530008,31,12,8
2812,Odonthalia,non,Low,3,Light1,Light,561,10.30430152,20.69044642,22.15984396,21.53771461,0.622129347,31,12,8
2813,Odonthalia,non,Low,3,Light1,Light,572,9.929694356,20.40466782,21.85376969,21.23849511,0.615274576,31,12,8
2814,Odonthalia,non,Low,3,Light1,Light,582,10.30013501,20.38208794,21.82958682,21.20607248,0.623514336,31,12,8
2815,Odonthalia,non,Low,3,Light1,Light,592,9.927611101,20.4976487,21.95335431,21.34335128,0.610003022,31,12,8
2816,Odonthalia,non,Low,3,Light1,Light,602,10.27014876,20.55535775,22.01516166,21.39095047,0.624211194,31,12,8
2817,Odonthalia,non,Low,3,Light1,Light,612,10.08663291,20.41264848,21.86231866,21.24608339,0.616235272,31,12,8
2818,Odonthalia,non,Low,3,Dark2,Dark,359,9.040270642,20.77742737,22.27826663,21.67292388,0.605342745,31,12,8.01
2819,Odonthalia,non,Low,3,Dark2,Dark,369,9.123285205,20.81658308,22.32025144,21.71690139,0.603350051,31,12,8.01
2820,Odonthalia,non,Low,3,Dark2,Dark,378,8.758463029,20.80832817,22.3113999,21.71500432,0.596395586,31,12,8.01
2821,Odonthalia,non,Low,3,Dark2,Dark,389,9.041722608,20.84472206,22.35042327,21.74725449,0.60316878,31,12,8.01
2822,Odonthalia,non,Low,3,Dark2,Dark,399,8.90151322,20.8761318,22.38410218,21.78726539,0.59683679,31,12,8.01
2823,Odonthalia,non,Low,3,Dark2,Dark,410,8.9416001,20.89009187,22.39907023,21.80071734,0.598352897,31,12,8.01
2824,Odonthalia,non,Low,3,Dark2,Dark,420,8.637823614,20.98173907,22.49733699,21.89970984,0.597627149,31,12,8.01
2825,Odonthalia,non,Low,3,Dark2,Dark,430,9.200744422,21.03179446,22.55100742,21.93972075,0.61128667,31,12,8.01
2826,Odonthalia,non,Low,3,Dark2,Dark,440,9.182626414,21.19098574,22.72169828,22.11890752,0.602790762,31,12,8.01
2827,Odonthalia,non,Low,3,Dark2,Dark,451,8.646851053,20.94474463,22.45766953,21.85780186,0.59986767,31,12,8.01
2828,Odonthalia,non,Low,3,Dark2,Dark,461,8.908457404,21.08208397,22.6049317,22.00266894,0.602262761,31,12,8.01
2829,Odonthalia,non,Low,3,Dark2,Dark,471,8.725004688,20.96221805,22.47640594,21.87504794,0.601357991,31,12,8.01
2830,Odonthalia,non,Low,3,Dark2,Dark,481,8.616864804,20.99950936,22.51639232,21.91695592,0.599436404,31,12,8.01
2831,Odonthalia,non,Low,3,Dark2,Dark,491,8.902902056,20.99958401,22.51647182,21.91505885,0.601412974,31,12,8.01
2832,Odonthalia,non,Low,3,Dark2,Dark,501,8.66503219,21.18840714,22.71893248,22.11890752,0.600024957,31,12,8.01
2833,Odonthalia,non,Low,3,Dark2,Dark,512,8.660108132,21.11443353,22.6396163,22.03888571,0.600730597,31,12,8.01
2834,Odonthalia,non,Low,3,Dark2,Dark,522,8.894505907,21.20707486,22.7389512,22.132187,0.606764192,31,12,8.01
2835,Odonthalia,non,Low,3,Dark2,Dark,533,8.983770236,21.18601685,22.71637081,22.10373097,0.612639844,31,12,8.01
2836,Odonthalia,non,Low,3,Dark2,Dark,543,8.877776736,21.11765,22.64306686,22.03888571,0.604181153,31,12,8.01
2837,Odonthalia,non,Low,3,Dark2,Dark,553,8.72847678,21.39365529,22.93900884,22.33431107,0.604697776,31,12,8.01
