number,genus,metabolism,treatment,rep,run1,run2,seconds,O2_mM,HCO3,HCO3_mM,CO2_mM,DIC_mM,CO2_12_mM,CO2_13_mM,salinity,temperature,pH,K1a,K2a,K1b,K2b,K1,K2,H,K1_HCO3,K2_HCO3
1376,Odonthalia,ccm,Low,5,Dark1,Dark,1065,13.28983186,27.39408298,458.49,29.30728193,487.80,28.51647307,0.790808859,31,12,7.99,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,1.02E-08,1.27E-02,5.12E-02
1377,Odonthalia,ccm,Low,5,Dark1,Dark,1051,13.59745922,27.20395823,455.31,29.10387891,484.41,28.29190775,0.811971159,31,12,7.99,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,1.02E-08,1.27E-02,5.12E-02
1378,Odonthalia,ccm,Low,5,Dark1,Dark,1038,13.55352147,27.32807609,457.38,29.23666352,486.62,28.4561402,0.780523323,31,12,7.99,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,1.02E-08,1.27E-02,5.12E-02
1379,Odonthalia,ccm,Low,5,Dark1,Dark,1024,13.35333958,27.55809028,461.23,29.48274308,490.72,28.63015292,0.852590157,31,12,7.99,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,1.02E-08,1.27E-02,5.12E-02
1380,Odonthalia,ccm,Low,5,Dark1,Dark,1010,13.09520533,27.0946495,453.48,28.98693483,482.46,28.15015724,0.836777591,31,12,7.99,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,1.02E-08,1.27E-02,5.12E-02
1381,Odonthalia,ccm,Low,5,Dark1,Dark,996,13.49771548,26.91570896,450.48,28.79549699,479.28,27.97893888,0.816558115,31,12,7.99,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,1.02E-08,1.27E-02,5.12E-02
1382,Odonthalia,ccm,Low,5,Dark1,Dark,982,13.51513907,27.26469425,450.47,29.20098394,479.67,28.38170848,0.819275462,31,12,8,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,1.00E-08,1.25E-02,5.24E-02
1383,Odonthalia,ccm,Low,5,Dark1,Dark,968,13.91487155,26.78695692,442.58,28.6893173,471.27,27.91581163,0.773505667,31,12,8,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,1.00E-08,1.25E-02,5.24E-02
1384,Odonthalia,ccm,Low,5,Dark1,Dark,954,13.79208576,26.97213913,445.64,28.88765206,474.52,28.08271143,0.804940627,31,12,8,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,1.00E-08,1.25E-02,5.24E-02
1385,Odonthalia,ccm,Low,5,Dark1,Dark,940,13.68154697,27.02067527,446.44,28.93963364,475.38,28.15854033,0.781093305,31,12,8,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,1.00E-08,1.25E-02,5.24E-02
1386,Odonthalia,ccm,Low,5,Dark1,Dark,926,13.63792487,27.01923335,446.41,28.9380901,475.35,28.16273188,0.775358218,31,12,8,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,1.00E-08,1.25E-02,5.24E-02
1387,Odonthalia,ccm,Low,5,Dark1,Dark,912,13.92636102,27.05603881,447.02,28.97750892,476.00,28.21747603,0.760032896,31,12,8,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,1.00E-08,1.25E-02,5.24E-02
1388,Odonthalia,ccm,Low,5,Dark1,Dark,898,13.94138571,26.88700814,444.23,28.79647425,473.03,27.98452761,0.811946645,31,12,8,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,1.00E-08,1.25E-02,5.24E-02
1389,Odonthalia,ccm,Low,5,Dark1,Dark,884,13.48515282,27.10480592,447.83,29.02973974,476.86,28.23856078,0.791178959,31,12,8,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,1.00E-08,1.25E-02,5.24E-02
1390,Odonthalia,ccm,Low,5,Dark1,Dark,869,13.98740671,26.84930593,443.61,28.75609364,472.36,27.93257782,0.823515819,31,12,8,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,1.00E-08,1.25E-02,5.24E-02
1391,Odonthalia,ccm,Low,5,Dark1,Dark,855,13.73627977,26.72469623,441.55,28.62263497,470.17,27.85255737,0.770077592,31,12,8,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,1.00E-08,1.25E-02,5.24E-02
1392,Odonthalia,ccm,Low,5,Dark1,Dark,841,13.4523889,26.56911498,438.98,28.45600584,467.43,27.65187117,0.804134674,31,12,8,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,1.00E-08,1.25E-02,5.24E-02
1393,Odonthalia,ccm,Low,5,Dark2,Dark,840,11.0352447,25.79219696,420.55,27.6552744,448.21,26.87579982,0.779474578,31,12,8.01,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,9.77E-09,1.22E-02,5.36E-02
1394,Odonthalia,ccm,Low,5,Dark2,Dark,826,10.74510407,25.75416769,419.93,27.61449877,447.55,26.88697728,0.727521497,31,12,8.01,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,9.77E-09,1.22E-02,5.36E-02
1395,Odonthalia,ccm,Low,5,Dark2,Dark,812,11.08341209,25.80730892,420.80,27.67147763,448.47,26.92203386,0.749443771,31,12,8.01,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,9.77E-09,1.22E-02,5.36E-02
1396,Odonthalia,ccm,Low,5,Dark2,Dark,798,10.86088256,25.45874825,415.11,27.29773953,442.41,26.57400841,0.723731124,31,12,8.01,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,9.77E-09,1.22E-02,5.36E-02
1397,Odonthalia,ccm,Low,5,Dark2,Dark,784,11.24312832,25.74552083,414.17,27.63752033,441.80,26.877197,0.760323334,31,12,8.02,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,9.55E-09,1.19E-02,5.48E-02
1398,Odonthalia,ccm,Low,5,Dark2,Dark,770,10.61884618,25.44191324,409.28,27.31160009,436.59,26.52625017,0.785349919,31,12,8.02,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,9.55E-09,1.19E-02,5.48E-02
1399,Odonthalia,ccm,Low,5,Dark2,Dark,756,11.144079,25.54869169,411.00,27.42622558,438.43,26.68349671,0.742728879,31,12,8.02,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,9.55E-09,1.19E-02,5.48E-02
1400,Odonthalia,ccm,Low,5,Dark2,Dark,742,11.02691168,25.4529171,409.46,27.32341127,436.78,26.56841968,0.754991588,31,12,8.02,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,9.55E-09,1.19E-02,5.48E-02
1401,Odonthalia,ccm,Low,5,Dark2,Dark,728,10.99130696,25.24635834,406.14,27.10167428,433.24,26.32835833,0.773315948,31,12,8.02,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,9.55E-09,1.19E-02,5.48E-02
1402,Odonthalia,ccm,Low,5,Dark2,Dark,715,11.40776861,25.64877192,412.61,27.53366139,440.14,26.76491434,0.76874705,31,12,8.02,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,9.55E-09,1.19E-02,5.48E-02
1403,Odonthalia,ccm,Low,5,Dark2,Dark,701,10.78695856,25.63897452,412.45,27.52314381,439.98,26.78028334,0.74286047,31,12,8.02,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,9.55E-09,1.19E-02,5.48E-02
1404,Odonthalia,ccm,Low,5,Dark2,Dark,686,10.77995125,25.46352784,409.63,27.33480237,436.96,26.57680277,0.757999603,31,12,8.02,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,9.55E-09,1.19E-02,5.48E-02
1405,Odonthalia,ccm,Low,5,Dark2,Dark,672,10.98852928,24.95588624,401.46,26.78985532,428.25,26.04485731,0.744998016,31,12,8.02,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,9.55E-09,1.19E-02,5.48E-02
1406,Odonthalia,ccm,Low,5,Dark2,Dark,659,11.38548409,25.33680892,407.59,27.19877192,434.79,26.46871166,0.730060265,31,12,8.02,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,9.55E-09,1.19E-02,5.48E-02
1407,Odonthalia,ccm,Low,5,Dark2,Dark,645,11.520075,25.30835884,407.13,27.16823289,434.30,26.41117314,0.757059744,31,12,8.02,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,9.55E-09,1.19E-02,5.48E-02
1408,Odonthalia,ccm,Low,5,Dark2,Dark,631,10.9676336,25.12152535,404.13,26.96766598,431.10,26.24414633,0.723519646,31,12,8.02,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,9.55E-09,1.19E-02,5.48E-02
1409,Odonthalia,ccm,Low,5,Dark2,Dark,616,11.51451966,25.46129623,409.59,27.33240746,436.93,26.57540559,0.757001875,31,12,8.02,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,9.55E-09,1.19E-02,5.48E-02
1410,Odonthalia,ccm,Low,5,Dark2,Dark,602,11.39798362,25.57063333,411.35,27.44977857,438.80,26.66800068,0.781777884,31,12,8.02,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,9.55E-09,1.19E-02,5.48E-02
1411,Odonthalia,ccm,Low,5,Dark2,Dark,588,11.47266517,25.42368079,408.99,27.29202761,436.28,26.52066144,0.771366166,31,12,8.02,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,9.55E-09,1.19E-02,5.48E-02
1412,Odonthalia,ccm,Low,5,Dark2,Dark,574,11.75586162,25.44861146,409.39,27.3187905,436.71,26.57261122,0.746179271,31,12,8.02,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,9.55E-09,1.19E-02,5.48E-02
1413,Odonthalia,ccm,Low,5,Dark2,Dark,560,11.44476217,25.21634935,405.65,27.06946041,432.72,26.36481209,0.704648322,31,12,8.02,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,9.55E-09,1.19E-02,5.48E-02
1414,Odonthalia,ccm,Low,5,Dark2,Dark,546,11.13290518,25.09782316,403.75,26.94222182,430.69,26.22166439,0.720557424,31,12,8.02,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,9.55E-09,1.19E-02,5.48E-02
1415,Odonthalia,ccm,Low,5,Dark2,Dark,532,11.9560435,25.42433654,409.00,27.29273157,436.29,26.51367553,0.779056038,31,12,8.02,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,9.55E-09,1.19E-02,5.48E-02
1416,Odonthalia,ccm,Low,5,Dark2,Dark,518,11.42310894,25.42388751,408.99,27.29225052,436.28,26.55012929,0.742121228,31,12,8.02,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,9.55E-09,1.19E-02,5.48E-02
1417,Odonthalia,ccm,Low,5,Dark2,Dark,503,11.33731671,25.13846831,404.40,26.98585502,431.39,26.24135197,0.744503059,31,12,8.02,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,9.55E-09,1.19E-02,5.48E-02
1418,Odonthalia,ccm,Low,5,Dark2,Dark,489,11.98186324,25.2870289,406.79,27.14533376,433.94,26.36201772,0.78331604,31,12,8.02,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,9.55E-09,1.19E-02,5.48E-02
1419,Odonthalia,ccm,Low,5,Dark2,Dark,476,11.37847678,25.1162149,404.04,26.96196824,431.00,26.18521063,0.776757603,31,12,8.02,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,9.55E-09,1.19E-02,5.48E-02
1420,Odonthalia,ccm,Low,5,Dark2,Dark,462,11.57449216,24.93503923,401.13,26.7674773,427.90,26.04346012,0.724017174,31,12,8.02,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,9.55E-09,1.19E-02,5.48E-02
1421,Odonthalia,ccm,Low,5,Dark2,Dark,448,11.66937496,24.90215135,400.60,26.73217132,427.33,26.00560918,0.726562141,31,12,8.02,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,9.55E-09,1.19E-02,5.48E-02
1422,Odonthalia,ccm,Low,5,Dark2,Dark,434,11.73212513,25.01273896,402.38,26.85088691,429.23,26.11636764,0.734519262,31,12,8.02,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,9.55E-09,1.19E-02,5.48E-02
1423,Odonthalia,ccm,Low,5,Dark2,Dark,420,11.26755922,24.96430604,401.60,26.79889452,428.40,26.02656692,0.772327601,31,12,8.02,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,9.55E-09,1.19E-02,5.48E-02
1424,Odonthalia,ccm,Low,5,Dark2,Dark,406,11.27734421,25.06689578,403.25,26.90902261,430.16,26.17682754,0.732195075,31,12,8.02,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,9.55E-09,1.19E-02,5.48E-02
1425,Odonthalia,ccm,Low,5,Dark2,Dark,392,11.68402088,25.13393053,404.33,26.98098444,431.31,26.26243672,0.718547717,31,12,8.02,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,9.55E-09,1.19E-02,5.48E-02
1426,Odonthalia,ccm,Low,5,Dark2,Dark,378,11.6323814,25.01401489,402.40,26.85225693,429.25,26.11077891,0.741478018,31,12,8.02,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,9.55E-09,1.19E-02,5.48E-02
1427,Odonthalia,ccm,Low,5,Dark2,Dark,364,11.42727545,24.72544738,397.76,26.54248199,424.30,25.83566099,0.706821001,31,12,8.02,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,9.55E-09,1.19E-02,5.48E-02
1428,Odonthalia,ccm,Low,5,Dark2,Dark,350,11.85629977,24.71978955,397.67,26.53641025,424.20,25.80339877,0.733011476,31,12,8.02,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,9.55E-09,1.19E-02,5.48E-02
1429,Odonthalia,ccm,Low,5,Dark2,Dark,336,11.8151397,24.91039492,400.73,26.7410216,427.47,26.02656692,0.71445468,31,12,8.02,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,9.55E-09,1.19E-02,5.48E-02
1430,Odonthalia,ccm,Low,5,Dark2,Dark,323,12.39971373,24.91498184,400.81,26.74594501,427.55,26.0026878,0.743257207,31,12,8.02,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,9.55E-09,1.19E-02,5.48E-02
1431,Odonthalia,ccm,Low,5,Dark2,Dark,309,11.9839465,24.91189791,400.76,26.74263592,427.50,25.99570189,0.746934031,31,12,8.02,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,9.55E-09,1.19E-02,5.48E-02
1432,Odonthalia,ccm,Low,5,Dark2,Dark,295,12.09770486,24.74167358,398.02,26.55990082,424.58,25.83997955,0.719921273,31,12,8.02,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,9.55E-09,1.19E-02,5.48E-02
1433,Odonthalia,ccm,Low,5,Dark2,Dark,281,12.30274767,24.74758388,398.11,26.56624574,424.68,25.82448353,0.741762209,31,12,8.02,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,9.55E-09,1.19E-02,5.48E-02
1434,Odonthalia,ccm,Low,5,Dark2,Dark,267,12.24346959,24.81413741,399.18,26.63768937,425.82,25.90031243,0.737376939,31,12,8.02,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,9.55E-09,1.19E-02,5.48E-02
1435,Odonthalia,ccm,Low,5,Dark2,Dark,253,11.92258516,24.77996342,398.63,26.60100616,425.23,25.82448353,0.776522632,31,12,8.02,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,9.55E-09,1.19E-02,5.48E-02
1436,Odonthalia,ccm,Low,5,Dark2,Dark,239,11.66590287,24.61219268,395.93,26.4209039,422.36,25.70521495,0.715688952,31,12,8.02,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,9.55E-09,1.19E-02,5.48E-02
1437,Odonthalia,ccm,Low,5,Dark2,Dark,225,12.37427277,24.67934435,397.01,26.49299012,423.51,25.79501568,0.697974439,31,12,8.02,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,9.55E-09,1.19E-02,5.48E-02
1438,Odonthalia,ccm,Low,5,Dark2,Dark,210,11.97491906,24.88962077,400.40,26.71872211,427.12,25.97753851,0.741183594,31,12,8.02,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,9.55E-09,1.19E-02,5.48E-02
1439,Odonthalia,ccm,Low,5,Dark2,Dark,197,12.29510907,24.78543824,398.72,26.60688262,425.33,25.90729834,0.69958428,31,12,8.02,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,9.55E-09,1.19E-02,5.48E-02
1440,Odonthalia,ccm,Low,5,Dark2,Dark,183,12.67457716,24.63320405,396.27,26.44346012,422.72,25.71220086,0.731259259,31,12,8.02,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,9.55E-09,1.19E-02,5.48E-02
1441,Odonthalia,ccm,Low,5,Light1,Light,1055,13.28427652,25.89733843,427.88,27.73651957,455.61,26.96280618,0.773713389,31,12,8,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,1.00E-08,1.25E-02,5.24E-02
1442,Odonthalia,ccm,Low,5,Light1,Light,1042,13.47745109,25.76704597,425.73,27.59697377,453.32,26.85331788,0.74365589,31,12,8,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,1.00E-08,1.25E-02,5.24E-02
1443,Odonthalia,ccm,Low,5,Light1,Light,1028,13.024059,25.93734872,428.54,27.77937081,456.32,27.02313906,0.756231747,31,12,8,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,1.00E-08,1.25E-02,5.24E-02
1444,Odonthalia,ccm,Low,5,Light1,Light,1014,12.82734921,25.88551944,427.68,27.72386233,455.41,26.98655828,0.737304044,31,12,8,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,1.00E-08,1.25E-02,5.24E-02
1445,Odonthalia,ccm,Low,5,Light1,Light,999,13.46211076,26.19085312,432.73,28.05087851,460.78,27.22738173,0.823496779,31,12,8,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,1.00E-08,1.25E-02,5.24E-02
1446,Odonthalia,ccm,Low,5,Light1,Light,986,13.23888681,26.06327976,430.62,27.91424621,458.53,27.15079073,0.76345548,31,12,8,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,1.00E-08,1.25E-02,5.24E-02
1447,Odonthalia,ccm,Low,5,Light1,Light,972,13.05751734,26.38519466,435.94,28.25902242,464.20,27.48204999,0.776972428,31,12,8,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,1.00E-08,1.25E-02,5.24E-02
1448,Odonthalia,ccm,Low,5,Light1,Light,957,12.00907182,25.89866486,427.90,27.73794071,455.64,26.95429607,0.783644643,31,12,8,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,1.00E-08,1.25E-02,5.24E-02
1449,Odonthalia,ccm,Low,5,Light1,Light,943,12.89710669,25.90921346,428.07,27.74923908,455.82,26.97817519,0.771063888,31,12,8,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,1.00E-08,1.25E-02,5.24E-02
1450,Odonthalia,ccm,Low,5,Light1,Light,929,12.71851491,26.13978302,431.88,27.99618169,459.88,27.18597432,0.810207365,31,12,8,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,1.00E-08,1.25E-02,5.24E-02
1451,Odonthalia,ccm,Low,5,Light1,Light,915,13.12380274,26.21280631,433.09,28.07439257,461.16,27.31781754,0.756575031,31,12,8,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,1.00E-08,1.25E-02,5.24E-02
1452,Odonthalia,ccm,Low,5,Light1,Light,901,12.73177199,26.26620658,433.97,28.13158379,462.10,27.36557578,0.76600801,31,12,8,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,1.00E-08,1.25E-02,5.24E-02
1453,Odonthalia,ccm,Low,5,Light1,Light,886,13.05265642,26.43360002,436.74,28.31086447,465.05,27.51990093,0.790963534,31,12,8,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,1.00E-08,1.25E-02,5.24E-02
1454,Odonthalia,ccm,Low,5,Light1,Light,872,13.06938559,26.41759115,436.47,28.29371948,464.77,27.47785844,0.815861038,31,12,8,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,1.00E-08,1.25E-02,5.24E-02
1455,Odonthalia,ccm,Low,5,Light1,Light,859,13.00732983,26.22172107,433.24,28.08393807,461.32,27.34728539,0.73665268,31,12,8,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,1.00E-08,1.25E-02,5.24E-02
1456,Odonthalia,ccm,Low,5,Light1,Light,844,12.94729421,26.68843595,440.95,28.58379896,469.53,27.81470643,0.769092526,31,12,8,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,1.00E-08,1.25E-02,5.24E-02
1457,Odonthalia,ccm,Low,5,Light1,Light,830,12.91383586,26.21984607,433.21,28.08193145,461.29,27.30943445,0.772497002,31,12,8,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,1.00E-08,1.25E-02,5.24E-02
1458,Odonthalia,ccm,Low,5,Light1,Light,816,13.45377774,26.50500136,437.92,28.38733824,466.31,27.60703431,0.780303929,31,12,8,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,1.00E-08,1.25E-02,5.24E-02
1459,Odonthalia,ccm,Low,5,Light1,Light,802,12.76737671,26.94771482,445.23,28.86149124,474.09,28.03368303,0.827808212,31,12,8,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,1.00E-08,1.25E-02,5.24E-02
1460,Odonthalia,ccm,Low,5,Light1,Light,788,12.44788112,26.40620525,436.29,28.28152487,464.57,27.5395885,0.741936368,31,12,8,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,1.00E-08,1.25E-02,5.24E-02
1461,Odonthalia,ccm,Low,5,Light1,Light,774,12.46738796,26.24107574,433.56,28.10466885,461.66,27.31921472,0.785454123,31,12,8,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,1.00E-08,1.25E-02,5.24E-02
1462,Odonthalia,ccm,Low,5,Light1,Light,760,12.84755047,26.21381004,433.11,28.07546668,461.18,27.31921472,0.756251956,31,12,8,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,1.00E-08,1.25E-02,5.24E-02
1463,Odonthalia,ccm,Low,5,Light1,Light,746,12.49667979,26.39178266,436.05,28.26607843,464.31,27.49335446,0.772723963,31,12,8,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,1.00E-08,1.25E-02,5.24E-02
1464,Odonthalia,ccm,Low,5,Light1,Light,732,12.55248578,26.54391111,438.56,28.42901025,466.99,27.66317564,0.765834612,31,12,8,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,1.00E-08,1.25E-02,5.24E-02
1465,Odonthalia,ccm,Low,5,Light1,Light,718,13.18377524,26.69701613,441.09,28.59298927,469.68,27.79222449,0.800764773,31,12,8,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,1.00E-08,1.25E-02,5.24E-02
1466,Odonthalia,ccm,Low,5,Light1,Light,704,13.02683668,26.89533866,444.37,28.80539658,473.17,28.00142081,0.803975769,31,12,8,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,1.00E-08,1.25E-02,5.24E-02
1467,Odonthalia,ccm,Low,5,Light1,Light,690,12.92987062,27.12981448,448.24,29.05652371,477.30,28.26104272,0.795480987,31,12,8,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,1.00E-08,1.25E-02,5.24E-02
1468,Odonthalia,ccm,Low,5,Light1,Light,676,12.35369273,26.69243392,441.01,28.5880813,469.60,27.82728107,0.760800223,31,12,8,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,1.00E-08,1.25E-02,5.24E-02
1469,Odonthalia,ccm,Low,5,Light1,Light,662,13.04078817,26.82257013,443.17,28.72745828,471.89,27.91720882,0.810249469,31,12,8,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,1.00E-08,1.25E-02,5.24E-02
1470,Odonthalia,ccm,Low,5,Light1,Light,649,12.02024564,26.33790514,435.16,28.20837385,463.37,27.42870302,0.779670826,31,12,8,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,1.00E-08,1.25E-02,5.24E-02
1471,Odonthalia,ccm,Low,5,Light1,Light,635,12.59434027,26.88981555,444.28,28.79948012,473.08,27.97893888,0.820541242,31,12,8,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,1.00E-08,1.25E-02,5.24E-02
